gene_callers_id,source,accession,function,e_value,split,start_in_split,stop_in_split,percentage_in_split,MAG
322454,CAZyme,-,CBM91.hmm,8.1e-31,CP_000000011123_split_00001,8086,9670,100,DA_MAG_00122
322451,CAZyme,-,CE20.hmm,5e-85,CP_000000011123_split_00001,1472,3410,100,DA_MAG_00122
311533,CAZyme,-,CE20.hmm,5.8e-41,CP_000000010225_split_00001,12156,13041,100,DA_MAG_00086
306467,CAZyme,-,GH177.hmm,1.6e-116,CP_000000009846_split_00001,3291,4497,100,DA_MAG_00110
317228,CAZyme,-,GH177.hmm,4.3e-27,CP_000000010684_split_00001,8175,9219,100,DA_MAG_00048
308764,CAZyme,-,GH177.hmm,8.300000000000001e-27,CP_000000010014_split_00001,8943,10002,100,DA_MAG_00006
308766,CAZyme,-,GH177.hmm,3.6e-25,CP_000000010014_split_00001,11357,12383,100,DA_MAG_00006
313967,CAZyme,-,GH177.hmm,2.1e-23,CP_000000010420_split_00001,0,987,100,DA_MAG_00108
307910,CAZyme,-,GH177.hmm,3.6e-21,CP_000000009951_split_00001,8773,9826,100,DA_MAG_00015
317229,CAZyme,-,GH177.hmm,5.9e-21,CP_000000010684_split_00001,9220,10246,100,DA_MAG_00048
304135,CAZyme,-,GH177.hmm,6.4e-21,CP_000000009665_split_00001,1239,2253,100,DA_MAG_00048
313647,CAZyme,-,GH177.hmm,5.8e-19,CP_000000010395_split_00001,1201,2338,100,DA_MAG_00048
310374,CAZyme,-,GH177.hmm,1.8e-15,CP_000000010136_split_00001,4444,5422,100,DA_MAG_00095
308763,CAZyme,-,GH177.hmm,9.7e-13,CP_000000010014_split_00001,7899,8943,100,DA_MAG_00006
307910,CAZyme,-,GH179.hmm,1.3e-55,CP_000000009951_split_00001,8773,9826,100,DA_MAG_00015
308766,CAZyme,-,GH179.hmm,1.7000000000000002e-32,CP_000000010014_split_00001,11357,12383,100,DA_MAG_00006
317228,CAZyme,-,GH179.hmm,1.1000000000000002e-28,CP_000000010684_split_00001,8175,9219,100,DA_MAG_00048
308764,CAZyme,-,GH179.hmm,4.2999999999999996e-24,CP_000000010014_split_00001,8943,10002,100,DA_MAG_00006
317229,CAZyme,-,GH179.hmm,1.4000000000000002e-23,CP_000000010684_split_00001,9220,10246,100,DA_MAG_00048
308763,CAZyme,-,GH179.hmm,6.9e-22,CP_000000010014_split_00001,7899,8943,100,DA_MAG_00006
313967,CAZyme,-,GH179.hmm,8.100000000000001e-22,CP_000000010420_split_00001,0,987,100,DA_MAG_00108
324308,CAZyme,-,GH179.hmm,1.5e-17,CP_000000011275_split_00001,8019,9021,100,DA_MAG_00117
311913,CAZyme,-,GH179.hmm,1.9e-17,CP_000000010256_split_00001,11396,12386,100,DA_MAG_00055
310374,CAZyme,-,GH179.hmm,2.5e-15,CP_000000010136_split_00001,4444,5422,100,DA_MAG_00095
314656,CAZyme,-,GH182.hmm,1.0999999999999998e-24,CP_000000010475_split_00001,2319,4263,100,DA_MAG_00060
321539,CAZyme,-,GH130_10.hmm,1.1e-26,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_11.hmm,1.3e-14,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_14.hmm,5e-25,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_1.hmm,4.5e-163,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_2.hmm,1.4e-35,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_3.hmm,9.7e-16,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_4.hmm,7.6e-30,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_5.hmm,3.7e-33,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_6.hmm,8.9e-39,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_7.hmm,1.6e-20,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_8.hmm,1.1e-19,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
321539,CAZyme,-,GH130_9.hmm,1.3e-53,CP_000000011043_split_00001,5995,7183,100,DA_MAG_00056
322612,CAZyme,-,GH13_43.hmm,2.4e-33,CP_000000011136_split_00001,9578,11021,100,DA_MAG_00102
316675,CAZyme,-,GH13_43.hmm,4.7e-23,CP_000000010638_split_00001,0,1230,100,DA_MAG_00113
326082,CAZyme,-,GH13_43.hmm,8.1e-19,CP_000000011425_split_00001,5095,6409,100,DA_MAG_00127
322257,CAZyme,-,GH13_43.hmm,7.2e-18,CP_000000011106_split_00001,1455,3120,100,DA_MAG_00125
305631,CAZyme,-,GH13_43.hmm,2.4e-17,CP_000000009782_split_00001,6775,8089,100,DA_MAG_00083
319703,CAZyme,-,GH13_43.hmm,1.8e-15,CP_000000010893_split_00001,2001,3666,100,DA_MAG_00067
322257,CAZyme,-,GH13_44.hmm,3.8999999999999995e-55,CP_000000011106_split_00001,1455,3120,100,DA_MAG_00125
319703,CAZyme,-,GH13_44.hmm,1.6e-35,CP_000000010893_split_00001,2001,3666,100,DA_MAG_00067
304348,CAZyme,-,GH13_44.hmm,3.3e-31,CP_000000009682_split_00001,10838,12845,100,DA_MAG_00090
305528,CAZyme,-,GH13_44.hmm,2.4000000000000002e-30,CP_000000009773_split_00001,11506,13576,100,DA_MAG_00032
316675,CAZyme,-,GH13_44.hmm,7.7e-29,CP_000000010638_split_00001,0,1230,100,DA_MAG_00113
305631,CAZyme,-,GH13_44.hmm,9.4e-29,CP_000000009782_split_00001,6775,8089,100,DA_MAG_00083
304160,CAZyme,-,GH13_44.hmm,4.3e-28,CP_000000009667_split_00001,477,2550,100,DA_MAG_00081
326082,CAZyme,-,GH13_44.hmm,4.6e-26,CP_000000011425_split_00001,5095,6409,100,DA_MAG_00127
309819,CAZyme,-,GH13_44.hmm,3.2e-13,CP_000000010093_split_00001,5495,7433,100,DA_MAG_00070
319703,CAZyme,-,GH13_45.hmm,2.1e-63,CP_000000010893_split_00001,2001,3666,100,DA_MAG_00067
326082,CAZyme,-,GH13_45.hmm,1.2e-45,CP_000000011425_split_00001,5095,6409,100,DA_MAG_00127
305631,CAZyme,-,GH13_45.hmm,1.6e-45,CP_000000009782_split_00001,6775,8089,100,DA_MAG_00083
316675,CAZyme,-,GH13_45.hmm,8.400000000000001e-44,CP_000000010638_split_00001,0,1230,100,DA_MAG_00113
322257,CAZyme,-,GH13_45.hmm,4.4e-41,CP_000000011106_split_00001,1455,3120,100,DA_MAG_00125
304348,CAZyme,-,GH13_45.hmm,5.1e-38,CP_000000009682_split_00001,10838,12845,100,DA_MAG_00090
305528,CAZyme,-,GH13_45.hmm,1.1e-32,CP_000000009773_split_00001,11506,13576,100,DA_MAG_00032
304160,CAZyme,-,GH13_45.hmm,1.5000000000000001e-30,CP_000000009667_split_00001,477,2550,100,DA_MAG_00081
322612,CAZyme,-,GH13_45.hmm,1.2e-24,CP_000000011136_split_00001,9578,11021,100,DA_MAG_00102
323680,CAZyme,-,GH13_45.hmm,1.8e-19,CP_000000011223_split_00001,8631,10893,100,DA_MAG_00101
309819,CAZyme,-,GH13_45.hmm,1.5e-18,CP_000000010093_split_00001,5495,7433,100,DA_MAG_00070
325419,CAZyme,-,GH13_45.hmm,2.9e-18,CP_000000011369_split_00001,3318,5340,100,DA_MAG_00119
304343,CAZyme,-,GH13_45.hmm,1e-16,CP_000000009682_split_00001,2271,4119,100,DA_MAG_00090
315373,CAZyme,-,GH13_45.hmm,5.5e-15,CP_000000010534_split_00001,5706,8772,100,DA_MAG_00106
321740,CAZyme,-,GH13_45.hmm,1.7e-14,CP_000000011062_split_00001,779,2915,100,DA_MAG_00106
319703,CAZyme,-,GH13_46.hmm,3.7e-47,CP_000000010893_split_00001,2001,3666,100,DA_MAG_00067
305631,CAZyme,-,GH13_46.hmm,1.8999999999999998e-39,CP_000000009782_split_00001,6775,8089,100,DA_MAG_00083
326082,CAZyme,-,GH13_46.hmm,9.1e-36,CP_000000011425_split_00001,5095,6409,100,DA_MAG_00127
322257,CAZyme,-,GH13_46.hmm,2.3999999999999999e-35,CP_000000011106_split_00001,1455,3120,100,DA_MAG_00125
316675,CAZyme,-,GH13_46.hmm,4.2e-35,CP_000000010638_split_00001,0,1230,100,DA_MAG_00113
304348,CAZyme,-,GH13_46.hmm,3.9e-32,CP_000000009682_split_00001,10838,12845,100,DA_MAG_00090
305528,CAZyme,-,GH13_46.hmm,7e-26,CP_000000009773_split_00001,11506,13576,100,DA_MAG_00032
322612,CAZyme,-,GH13_46.hmm,4.3999999999999995e-25,CP_000000011136_split_00001,9578,11021,100,DA_MAG_00102
304160,CAZyme,-,GH13_46.hmm,5e-23,CP_000000009667_split_00001,477,2550,100,DA_MAG_00081
309819,CAZyme,-,GH13_46.hmm,2.6e-17,CP_000000010093_split_00001,5495,7433,100,DA_MAG_00070
315373,CAZyme,-,GH13_46.hmm,5.5e-15,CP_000000010534_split_00001,5706,8772,100,DA_MAG_00106
325419,CAZyme,-,GH13_46.hmm,1.4e-14,CP_000000011369_split_00001,3318,5340,100,DA_MAG_00119
323680,CAZyme,-,GH13_46.hmm,6.6e-14,CP_000000011223_split_00001,8631,10893,100,DA_MAG_00101
321740,CAZyme,-,GH13_46.hmm,6.8e-14,CP_000000011062_split_00001,779,2915,100,DA_MAG_00106
311877,CAZyme,-,GH30_10.hmm,3.2e-34,CP_000000010253_split_00001,6314,7682,100,DA_MAG_00020
322135,CAZyme,-,GH30_10.hmm,3.1e-32,CP_000000011095_split_00001,1768,3367,100,DA_MAG_00122
322134,CAZyme,-,GH30_10.hmm,1.6000000000000001e-27,CP_000000011095_split_00001,190,1756,100,DA_MAG_00122
322489,CAZyme,-,GH30_10.hmm,8.100000000000001e-22,CP_000000011127_split_00001,344,4772,100,DA_MAG_00068
305587,CAZyme,-,GH31_13.hmm,2.6e-18,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_14.hmm,1.1e-16,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_15.hmm,5.8e-19,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_16.hmm,4.2e-23,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_17.hmm,7.5e-29,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_18.hmm,3.9000000000000003e-125,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_1.hmm,5.4999999999999995e-39,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_2.hmm,1.8e-30,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_3.hmm,6.8e-33,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
324312,CAZyme,-,GH31_3.hmm,8.1e-17,CP_000000011276_split_00001,2,950,100,DA_MAG_00052
305587,CAZyme,-,GH31_4.hmm,1e-35,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_5.hmm,3.4e-29,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_6.hmm,1.2e-16,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_7.hmm,8.1e-23,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
305587,CAZyme,-,GH31_9.hmm,2.7000000000000002e-27,CP_000000009778_split_00001,7540,13804,100,DA_MAG_00100
311525,CAZyme,-,GH51_10.hmm,3.3e-23,CP_000000010225_split_00001,821,2324,100,DA_MAG_00086
303858,CAZyme,-,GH51_10.hmm,7.5e-16,CP_000000009643_split_00001,1716,4182,100,DA_MAG_00052
311525,CAZyme,-,GH51_11.hmm,3.8e-13,CP_000000010225_split_00001,821,2324,100,DA_MAG_00086
311525,CAZyme,-,GH51_12.hmm,2e-18,CP_000000010225_split_00001,821,2324,100,DA_MAG_00086
303858,CAZyme,-,GH51_12.hmm,2.9e-15,CP_000000009643_split_00001,1716,4182,100,DA_MAG_00052
311525,CAZyme,-,GH51_13.hmm,3.4e-26,CP_000000010225_split_00001,821,2324,100,DA_MAG_00086
303858,CAZyme,-,GH51_13.hmm,2.5e-14,CP_000000009643_split_00001,1716,4182,100,DA_MAG_00052
311525,CAZyme,-,GH51_1.hmm,4.4e-170,CP_000000010225_split_00001,821,2324,100,DA_MAG_00086
303858,CAZyme,-,GH51_1.hmm,7.1e-39,CP_000000009643_split_00001,1716,4182,100,DA_MAG_00052
303858,CAZyme,-,GH51_2.hmm,2.6e-150,CP_000000009643_split_00001,1716,4182,100,DA_MAG_00052
311525,CAZyme,-,GH51_2.hmm,2.5e-49,CP_000000010225_split_00001,821,2324,100,DA_MAG_00086
311525,CAZyme,-,GH51_3.hmm,7.7e-21,CP_000000010225_split_00001,821,2324,100,DA_MAG_00086
303858,CAZyme,-,GH51_4.hmm,1.4000000000000001e-30,CP_000000009643_split_00001,1716,4182,100,DA_MAG_00052
311525,CAZyme,-,GH51_4.hmm,1.3e-20,CP_000000010225_split_00001,821,2324,100,DA_MAG_00086
270657,CAZyme,-,CBM11.hmm,1.9e-13,CP_000000007404_split_00001,100,2875,100,DA_MAG_00069
271297,CAZyme,-,CBM13.hmm,1.5e-45,CP_000000007442_split_00001,5792,8345,100,DA_MAG_00029
270657,CAZyme,-,CBM23.hmm,5.300000000000001e-44,CP_000000007404_split_00001,100,2875,100,DA_MAG_00069
256603,CAZyme,-,CBM25.hmm,1.2e-21,CP_000000006578_split_00001,16202,16676,100,DA_MAG_00076
275858,CAZyme,-,CBM26.hmm,2.1e-17,CP_000000007726_split_00001,3025,7078,100,DA_MAG_00026
260483,CAZyme,-,CBM32.hmm,4e-48,CP_000000006798_split_00001,5877,13227,100,DA_MAG_00125
262366,CAZyme,-,CBM32.hmm,9.7e-39,CP_000000006909_split_00001,5105,10580,100,DA_MAG_00070
271526,CAZyme,-,CBM32.hmm,1.2e-29,CP_000000007457_split_00001,6121,12871,100,DA_MAG_00006
276372,CAZyme,-,CBM32.hmm,1.1000000000000002e-28,CP_000000007759_split_00001,6746,8636,100,DA_MAG_00120
275947,CAZyme,-,CBM32.hmm,3.8e-26,CP_000000007732_split_00001,493,6814,100,DA_MAG_00092
258704,CAZyme,-,CBM32.hmm,6.5e-19,CP_000000006699_split_00001,11714,14036,100,DA_MAG_00060
257832,CAZyme,-,CBM32.hmm,1.1e-16,CP_000000006649_split_00001,2244,4599,100,DA_MAG_00122
261206,CAZyme,-,CBM32.hmm,6.4e-15,CP_000000006841_split_00001,3711,8859,100,DA_MAG_00099
258165,CAZyme,-,CBM32.hmm,1.7e-14,CP_000000006668_split_00001,7467,9786,100,DA_MAG_00119
268717,CAZyme,-,CBM34.hmm,1.1e-20,CP_000000007284_split_00001,4845,6615,100,DA_MAG_00037
261498,CAZyme,-,CBM34.hmm,2.7e-17,CP_000000006857_split_00001,4391,6539,100,DA_MAG_00029
275914,CAZyme,-,CBM37.hmm,2.9e-20,CP_000000007730_split_00001,205,6940,100,DA_MAG_00071
259603,CAZyme,-,CBM37.hmm,1.7e-16,CP_000000006747_split_00001,2638,5740,100,DA_MAG_00117
262468,CAZyme,-,CBM40.hmm,9.4e-18,CP_000000006916_split_00001,3439,5704,100,DA_MAG_00049
270657,CAZyme,-,CBM46.hmm,1.7e-13,CP_000000007404_split_00001,100,2875,100,DA_MAG_00069
262366,CAZyme,-,CBM47.hmm,1.3e-13,CP_000000006909_split_00001,5105,10580,100,DA_MAG_00070
269899,CAZyme,-,CBM48.hmm,5.9000000000000005e-27,CP_000000007356_split_00001,413,2816,100,DA_MAG_00032
264145,CAZyme,-,CBM48.hmm,2.1e-26,CP_000000007018_split_00001,8093,10499,100,DA_MAG_00105
275444,CAZyme,-,CBM48.hmm,1.9e-25,CP_000000007700_split_00001,13751,16355,100,DA_MAG_00081
267086,CAZyme,-,CBM48.hmm,5.0999999999999995e-24,CP_000000007189_split_00001,4306,6829,100,DA_MAG_00088
265917,CAZyme,-,CBM48.hmm,1.6000000000000002e-22,CP_000000007121_split_00001,7203,9429,100,DA_MAG_00029
271614,CAZyme,-,CBM48.hmm,1.1e-19,CP_000000007463_split_00001,14898,17010,100,DA_MAG_00124
261438,CAZyme,-,CBM48.hmm,3.1e-18,CP_000000006854_split_00001,7960,9907,100,DA_MAG_00088
270311,CAZyme,-,CBM48.hmm,3.1e-18,CP_000000007382_split_00001,11478,13437,100,DA_MAG_00041
269388,CAZyme,-,CBM48.hmm,4.8e-17,CP_000000007324_split_00001,14037,15951,100,DA_MAG_00039
278059,CAZyme,-,CBM48.hmm,4.1e-16,CP_000000007863_split_00001,12173,14033,100,DA_MAG_00071
276286,CAZyme,-,CBM48.hmm,1e-15,CP_000000007753_split_00001,12184,14014,100,DA_MAG_00059
276743,CAZyme,-,CBM48.hmm,7e-15,CP_000000007782_split_00001,9729,11709,100,DA_MAG_00083
258968,CAZyme,-,CBM48.hmm,8e-15,CP_000000006714_split_00001,3486,5502,100,DA_MAG_00066
272762,CAZyme,-,CBM48.hmm,6.3e-13,CP_000000007535_split_00001,12839,14837,100,DA_MAG_00096
261849,CAZyme,-,CBM50.hmm,9.999999999999999e-27,CP_000000006878_split_00001,2695,3145,100,DA_MAG_00058
276586,CAZyme,-,CBM50.hmm,4.9e-26,CP_000000007772_split_00001,14326,15172,100,DA_MAG_00048
263650,CAZyme,-,CBM50.hmm,1.3e-25,CP_000000006989_split_00001,4810,5260,100,DA_MAG_00107
275375,CAZyme,-,CBM50.hmm,5.8e-15,CP_000000007696_split_00001,8510,9095,100,DA_MAG_00051
275661,CAZyme,-,CBM50.hmm,1.7e-13,CP_000000007714_split_00001,9088,9388,100,DA_MAG_00100
260483,CAZyme,-,CBM51.hmm,1.8e-118,CP_000000006798_split_00001,5877,13227,100,DA_MAG_00125
276234,CAZyme,-,CBM54.hmm,3.1e-19,CP_000000007750_split_00001,11539,16414,100,DA_MAG_00119
271524,CAZyme,-,CBM61.hmm,1.3e-13,CP_000000007457_split_00001,306,4521,100,DA_MAG_00006
262967,CAZyme,-,CBM6.hmm,6.2e-17,CP_000000006945_split_00001,15740,18137,100,DA_MAG_00105
270570,CAZyme,-,CBM6.hmm,9e-13,CP_000000007399_split_00001,4122,6210,100,DA_MAG_00056
257834,CAZyme,-,CE12.hmm,4.5e-71,CP_000000006649_split_00001,7696,8971,100,DA_MAG_00122
256387,CAZyme,-,CE12.hmm,1.9e-13,CP_000000006567_split_00001,17252,18065,100,DA_MAG_00071
257093,CAZyme,-,CE14.hmm,1.3e-26,CP_000000006606_split_00001,14569,15331,100,DA_MAG_00036
259853,CAZyme,-,CE1.hmm,1.2e-45,CP_000000006761_split_00001,12441,13224,100,DA_MAG_00054
259854,CAZyme,-,CE1.hmm,2.2e-35,CP_000000006761_split_00001,13214,13964,100,DA_MAG_00054
264342,CAZyme,-,CE1.hmm,7.2e-32,CP_000000007029_split_00001,6341,7190,100,DA_MAG_00085
264351,CAZyme,-,CE1.hmm,6.6e-22,CP_000000007029_split_00001,16110,17796,100,DA_MAG_00085
256416,CAZyme,-,CE1.hmm,8.3e-21,CP_000000006569_split_00001,9286,10735,100,DA_MAG_00105
259065,CAZyme,-,CE1.hmm,1.1e-19,CP_000000006718_split_00001,16350,18300,100,DA_MAG_00083
262960,CAZyme,-,CE1.hmm,4e-18,CP_000000006945_split_00001,1659,2913,100,DA_MAG_00105
264604,CAZyme,-,CE1.hmm,5.5e-15,CP_000000007044_split_00001,10486,12418,100,DA_MAG_00083
264205,CAZyme,-,CE2.hmm,6.599999999999999e-53,CP_000000007021_split_00001,7454,8525,100,DA_MAG_00025
263677,CAZyme,-,CE2.hmm,2.1e-52,CP_000000006990_split_00001,13599,14658,100,DA_MAG_00056
256387,CAZyme,-,CE3.hmm,1.9e-16,CP_000000006567_split_00001,17252,18065,100,DA_MAG_00071
269210,CAZyme,-,CE4.hmm,9.4e-35,CP_000000007314_split_00001,8180,8921,100,DA_MAG_00115
272049,CAZyme,-,CE4.hmm,6.7e-32,CP_000000007491_split_00001,11170,11854,100,DA_MAG_00037
260395,CAZyme,-,CE4.hmm,4.2e-28,CP_000000006792_split_00001,15573,16566,100,DA_MAG_00125
261279,CAZyme,-,CE4.hmm,9.1e-27,CP_000000006845_split_00001,11757,12564,100,DA_MAG_00089
260394,CAZyme,-,CE4.hmm,1.3e-26,CP_000000006792_split_00001,14301,15303,100,DA_MAG_00125
260628,CAZyme,-,CE4.hmm,2.2e-26,CP_000000006807_split_00001,1675,2536,100,DA_MAG_00109
273097,CAZyme,-,CE4.hmm,2.3000000000000003e-22,CP_000000007556_split_00001,3318,4749,100,DA_MAG_00082
271974,CAZyme,-,CE4.hmm,1.3e-21,CP_000000007485_split_00001,13767,14460,100,DA_MAG_00073
259554,CAZyme,-,CE4.hmm,2.5e-18,CP_000000006744_split_00001,13463,14276,100,DA_MAG_00037
262097,CAZyme,-,CE4.hmm,1.1e-17,CP_000000006892_split_00001,15201,16158,100,DA_MAG_00041
271083,CAZyme,-,CE4.hmm,1.8e-17,CP_000000007429_split_00001,8314,9208,100,DA_MAG_00023
274222,CAZyme,-,CE8.hmm,4.2e-84,CP_000000007628_split_00001,1,2215,100,DA_MAG_00125
276036,CAZyme,-,CE9.hmm,7.1e-125,CP_000000007738_split_00001,5048,6158,100,DA_MAG_00048
275450,CAZyme,-,CE9.hmm,1e-114,CP_000000007701_split_00001,4291,5458,100,DA_MAG_00082
277396,CAZyme,-,CE9.hmm,4.2000000000000005e-111,CP_000000007820_split_00001,15360,16536,100,DA_MAG_00049
276768,CAZyme,-,CE9.hmm,4.8e-107,CP_000000007784_split_00001,2916,4071,100,DA_MAG_00061
261725,CAZyme,-,CE9.hmm,2.6e-18,CP_000000006870_split_00001,5935,7381,100,DA_MAG_00072
276080,CAZyme,-,CE9.hmm,4e-17,CP_000000007741_split_00001,1281,2985,100,DA_MAG_00117
260134,CAZyme,-,CE9.hmm,1.9e-16,CP_000000006778_split_00001,4864,6163,100,DA_MAG_00067
262213,CAZyme,-,CE9.hmm,2e-16,CP_000000006900_split_00001,2743,4030,100,DA_MAG_00105
263565,CAZyme,-,CE9.hmm,2.1e-15,CP_000000006983_split_00001,14407,15559,100,DA_MAG_00079
268125,CAZyme,-,CE9.hmm,7.1e-15,CP_000000007248_split_00001,4279,5986,100,DA_MAG_00022
259080,CAZyme,-,CE9.hmm,3.5e-14,CP_000000006719_split_00001,12265,13972,100,DA_MAG_00090
277973,CAZyme,-,CE9.hmm,1.4e-13,CP_000000007857_split_00001,10458,12138,100,DA_MAG_00062
257645,CAZyme,-,CE9.hmm,1.7e-13,CP_000000006638_split_00001,6696,8007,100,DA_MAG_00098
268126,CAZyme,-,CE9.hmm,3.1e-13,CP_000000007248_split_00001,5969,7292,100,DA_MAG_00022
269643,CAZyme,-,CE9.hmm,3.3e-13,CP_000000007339_split_00001,13955,15218,100,DA_MAG_00112
266551,CAZyme,-,GH105.hmm,9.3e-98,CP_000000007158_split_00001,14725,15799,100,DA_MAG_00049
278499,CAZyme,-,GH105.hmm,3e-21,CP_000000007891_split_00001,10350,11151,100,DA_MAG_00062
257839,CAZyme,-,GH106.hmm,0.0,CP_000000006649_split_00001,13405,16168,100,DA_MAG_00122
270749,CAZyme,-,GH108.hmm,4.2e-20,CP_000000007410_split_00001,2377,2902,100,DA_MAG_00122
270589,CAZyme,-,GH110.hmm,2.4e-166,CP_000000007400_split_00001,8630,10421,100,DA_MAG_00110
273130,CAZyme,-,GH110.hmm,1.6e-117,CP_000000007558_split_00001,9180,10818,100,DA_MAG_00042
275251,CAZyme,-,GH112.hmm,0.0,CP_000000007689_split_00001,10167,12354,100,DA_MAG_00108
259902,CAZyme,-,GH121.hmm,1.7e-19,CP_000000006764_split_00001,11383,16324,100,DA_MAG_00100
274483,CAZyme,-,GH123.hmm,1.2999999999999999e-244,CP_000000007643_split_00001,11539,13339,100,DA_MAG_00080
258605,CAZyme,-,GH125.hmm,7.900000000000001e-178,CP_000000006693_split_00001,3301,4753,100,DA_MAG_00080
263590,CAZyme,-,GH13.hmm,3.1000000000000003e-73,CP_000000006985_split_00001,153,1884,100,DA_MAG_00067
268717,CAZyme,-,GH13.hmm,2.3999999999999996e-69,CP_000000007284_split_00001,4845,6615,100,DA_MAG_00037
259996,CAZyme,-,GH13.hmm,2.5e-68,CP_000000006770_split_00001,5946,7518,100,DA_MAG_00028
276738,CAZyme,-,GH13.hmm,6.900000000000001e-66,CP_000000007782_split_00001,2,3215,100,DA_MAG_00083
264004,CAZyme,-,GH13.hmm,1.1e-65,CP_000000007009_split_00001,179,1916,100,DA_MAG_00019
262309,CAZyme,-,GH13.hmm,1.6e-54,CP_000000006905_split_00001,15756,17085,100,DA_MAG_00099
261437,CAZyme,-,GH13.hmm,2.1e-54,CP_000000006854_split_00001,6408,7956,100,DA_MAG_00088
261498,CAZyme,-,GH13.hmm,1.1e-50,CP_000000006857_split_00001,4391,6539,100,DA_MAG_00029
271614,CAZyme,-,GH13.hmm,1.6000000000000002e-48,CP_000000007463_split_00001,14898,17010,100,DA_MAG_00124
275858,CAZyme,-,GH13.hmm,1.2999999999999999e-46,CP_000000007726_split_00001,3025,7078,100,DA_MAG_00026
273232,CAZyme,-,GH13.hmm,2.1e-46,CP_000000007563_split_00001,9462,10929,100,DA_MAG_00012
268134,CAZyme,-,GH13.hmm,2.1e-45,CP_000000007248_split_00001,14135,15641,100,DA_MAG_00022
258031,CAZyme,-,GH13.hmm,1.1e-44,CP_000000006660_split_00001,8693,10865,100,DA_MAG_00034
272497,CAZyme,-,GH13.hmm,2.2e-42,CP_000000007519_split_00001,3175,5041,100,DA_MAG_00117
258379,CAZyme,-,GH13.hmm,3.5e-39,CP_000000006679_split_00001,16102,18643,100,DA_MAG_00052
269388,CAZyme,-,GH13.hmm,5.8e-33,CP_000000007324_split_00001,14037,15951,100,DA_MAG_00039
269899,CAZyme,-,GH13.hmm,1.4e-32,CP_000000007356_split_00001,413,2816,100,DA_MAG_00032
258968,CAZyme,-,GH13.hmm,3.8999999999999997e-31,CP_000000006714_split_00001,3486,5502,100,DA_MAG_00066
272762,CAZyme,-,GH13.hmm,2.4000000000000002e-30,CP_000000007535_split_00001,12839,14837,100,DA_MAG_00096
270311,CAZyme,-,GH13.hmm,3.9999999999999996e-30,CP_000000007382_split_00001,11478,13437,100,DA_MAG_00041
275444,CAZyme,-,GH13.hmm,6.5e-30,CP_000000007700_split_00001,13751,16355,100,DA_MAG_00081
264145,CAZyme,-,GH13.hmm,2.7999999999999997e-29,CP_000000007018_split_00001,8093,10499,100,DA_MAG_00105
267086,CAZyme,-,GH13.hmm,4.7e-29,CP_000000007189_split_00001,4306,6829,100,DA_MAG_00088
261438,CAZyme,-,GH13.hmm,6.7e-29,CP_000000006854_split_00001,7960,9907,100,DA_MAG_00088
278059,CAZyme,-,GH13.hmm,1.4000000000000001e-28,CP_000000007863_split_00001,12173,14033,100,DA_MAG_00071
276743,CAZyme,-,GH13.hmm,2.6000000000000004e-28,CP_000000007782_split_00001,9729,11709,100,DA_MAG_00083
265917,CAZyme,-,GH13.hmm,1e-27,CP_000000007121_split_00001,7203,9429,100,DA_MAG_00029
257805,CAZyme,-,GH13.hmm,2.1e-26,CP_000000006647_split_00001,8070,9951,100,DA_MAG_00085
