gene,noFMT_1_colon
gene_368572,3
1-4_GL0020632,3
S-Fe11_GL0079523,3
gene_1603423,3
AF73-05_11_GL0287939,3
gene_4623066,3
G1-1A_GL0093024,3
G1-1A_GL0025033,3
2-1_GL0111943,3
MC-0-1_GL0038237,3
S-Fe11_GL0107429,3
MC-0-1_GL0002928,3
S-Fe10_GL0037845,3
MH-0-4_GL0002636,3
NZ_CP021421.1_cds_WP_068959910.1_540,3
NZ_RAYW01000027.1_cds_WP_121699804.1_1195,3
8-2_GL0051875,3
G1-1A_GL0046014,3
16_GL0068340,3
NZ_CP021421.1_cds_WP_068961257.1_1568,3
S-Fe2_GL0158195,3
HF-S_2_GL0112784,3
gene_3605075,3
5-5_GL0049471,3
gene_2124271,3
HF-F_13_GL0483627,3
3-6_GL0053548,3
MC-6-5_GL0016674,3
gene_4405191,3
gene_2949007,3
4_GL0017595,3
G1-1A_GL0100795,3
gene_3899667,3
1-7_GL0072083,3
gene_3691434,3
Chow_1_GL0088833,3
Chow_3_GL0244731,3
HF-F_6_GL0061409,3
2-2_GL0111251,3
Food_4_GL0344161,3
NZ_RAYH01000003.1_cds_WP_002517861.1_569,3
gene_2124547,3
NZ_CP021421.1_cds_WP_068961036.1_1836,3
gene_2812926,3
S-Fe18_GL0013724,3
10_GL0067997,3
AF73-05_3_GL0193905,3
MC-0-1_GL0105228,3
MC-0-1_GL0094074,3
gene_2262740,3
gene_2736328,3
NZ_CP021421.1_cds_WP_068959707.1_783,3
HF-F_1_GL0018381,3
gene_3403811,3
G1-1A_GL0063034,3
G1-1A_GL0109501,3
NZ_CP021421.1_cds_WP_068960052.1_345,3
MH-6-2_GL0122040,3
HF-S_3_GL0048024,3
12_GL0011134,3
gene_3075493,3
2A-dyr13-06_GL0031459,3
gene_4394035,3
MC-0-1_GL0063140,3
28_GL0088797,3
S-Fe10_GL0009589,3
G1-5A_GL0126479,3
S-Fe1_GL0005182,3
G1-1A_GL0088796,3
NZ_RAYS01000003.1_cds_WP_121765180.1_1892,3
NZ_CP021421.1_cds_WP_068961445.1_1349,3
OB-1_2_GL0109971,3
S-Fe10_GL0072226,3
NZ_RAYH01000022.1_cds_WP_015011422.1_2409,3
MH-0-4_GL0085380,3
gene_4479686,3
MC-0-1_GL0058732,3
gene_1515168,3
2B-dyr24-07_GL0043344,3
gene_3492530,3
S-Fe11_GL0105292,3
G1-1A_GL0045919,3
11_GL0113345,3
4-1_GL0047420,3
gene_3809061,3
S-Fe10_GL0111651,3
gene_1765230,3
DSM22607_4_GL0243623,3
G1-1A_GL0100798,3
gene_2272845,3
G1-1A_GL0048784,3
NZ_CP021421.1_cds_WP_068960517.1_2478,3
G1-1A_GL0095085,3
12_GL0006295,3
S-Fe10_GL0101236,3
AF73-05_9_GL0111348,3
NZ_RAYH01000003.1_cds_WP_002515670.1_349,3
NZ_RAYH01000018.1_cds_WP_015011293.1_2129,3
gene_4086135,3
gene_1188777,3
MC-6-2_GL0168097,3
G1-1A_GL0112707,3
MC-0-1_GL0029773,3
NZ_CP021421.1_cds_WP_068960232.1_134,3
MC-6-3_GL0077349,3
MC-6-2_GL0059056,3
HF-F_3_GL0111645,3
MC-6-1_GL0009841,3
11_GL0131466,3
G1-1A_GL0045163,3
G1-1A_GL0111189,3
NZ_RAYH01000019.1_cds_WP_120363164.1_2171,3
G1-1A_GL0000155,3
MC-0-1_GL0037105,3
Chow_1_GL0114639,3
gene_1757531,3
gene_857258,3
gene_341633,3
NZ_RAYH01000029.1_cds_WP_002519469.1_75,3
G1-1A_GL0045811,3
6-5_GL0086861,3
MC-0-3_GL0020981,3
gene_4022999,3
HF-F_1_GL0004055,3
G1-1A_GL0112098,3
gene_1376922,3
NZ_RAYH01000016.1_cds_WP_120363143.1_2077,3
G1-1A_GL0001405,3
Chow_1_GL0175591,3
gene_4529291,3
HF-F_1_GL0187205,3
gene_1914035,3
Chow_6_GL0261663,3
AF73-05_11_GL0138211,3
S-Fe11_GL0065786,3
MC-0-1_GL0042099,3
NZ_RAYH01000005.1_cds_WP_002516423.1_832,3
gene_1097615,3
MH-0-4_GL0085704,3
G1-1A_GL0045821,3
gene_2960153,3
G1-6A_GL0051116,3
NZ_RAYH01000013.1_cds_WP_002516148.1_1707,3
13_GL0029817,3
DSM22607_11_GL0071622,3
gene_2636084,3
S-Fe16_GL0085219,3
G1-2A_GL0091120,3
NZ_CP021421.1_cds_WP_068961853.1_894,3
NZ_CP021421.1_cds_WP_068960231.1_135,3
MC-0-1_GL0002562,3
G1-1A_GL0032177,3
S-Fe11_GL0057462,3
gene_1531551,3
gene_3253737,3
NZ_RAYH01000010.1_cds_WP_002519714.1_1588,3
Chow_5_GL0126469,3
G1-1A_GL0010954,3
AF73-05_13_GL0146199,3
G1-1A_GL0059699,3
gene_1714484,3
gene_4080984,3
AF73-05_4_GL0152237,3
G1-2A_GL0017942,3
8-7_GL0061187,3
gene_3847449,3
1A-dyr3-06_GL0031588,3
gene_1648313,3
7-4_GL0082651,3
1-4_GL0007942,3
S-Fe10_GL0114982,3
gene_4094482,3
gene_2155406,3
4-1_GL0074149,3
HF-F_1_GL0061694,3
S-Fe11_GL0150380,3
gene_1945714,3
S-Fe14_GL0082991,3
Chow_4_GL0135089,3
G1-1A_GL0117381,3
MC-6-3_GL0094986,3
G1-1A_GL0110402,3
NZ_AUGK01000003.1_cds_WP_028026120.1_529,3
5_GL0074688,3
S-Fe2_GL0208135,3
gene_1462134,3
NZ_RAYH01000002.1_cds_281,3
S-Fe11_GL0095834,3
S-Fe5_GL0018958,3
G1-1A_GL0063117,3
gene_1368596,3
1-1_GL0073103,3
HF-S_3_GL0214029,3
NZ_CP021421.1_cds_WP_068960361.1_2651,3
AF73-05_5_GL0132706,3
gene_960547,3
G1-1A_GL0096504,3
G1-1A_GL0025044,3
G1-1A_GL0100819,3
G1-1A_GL0068230,3
AF73-05_14_GL0353619,3
Chow_3_GL0082648,3
4-8_GL0101253,3
1-3_GL0076548,3
gene_1750803,3
S-Fe11_GL0058786,3
gene_4549989,3
gene_3067820,3
G1-1A_GL0051684,3
gene_3190585,3
gene_151896,3
NZ_RAYH01000007.1_cds_WP_002518694.1_1247,3
NZ_RAYH01000016.1_cds_WP_002515815.1_2045,3
gene_2101938,3
gene_3296027,3
MC-6-3_GL0038021,3
G1-1A_GL0114750,3
NZ_RAYH01000020.1_cds_WP_120363174.1_2330,3
11_GL0095988,3
MH-6-4_GL0031837,3
S-Fe10_GL0057163,3
1-8_GL0017770,3
G1-1A_GL0114010,3
NZ_RAYM01000055.1_cds_WP_120436887.1_2988,3
NZ_RAZK01000177.1_cds_WP_009296089.1_1593,3
Food_3_GL0036710,3
G1-1A_GL0092995,3
HF-F_1_GL0135258,3
gene_1142585,3
G1-1A_GL0001409,3
AF73-05_4_GL0396911,3
NZ_CP021421.1_cds_WP_068961516.1_1275,3
gene_4404600,3
S-Fe15_GL0055159,3
gene_385769,3
NZ_RAYH01000006.1_cds_WP_002517112.1_1134,3
MH-6-2_GL0042086,3
S-Fe10_GL0024298,3
MH-6-5_GL0015418,3
NZ_RAYH01000027.1_cds_WP_002517034.1_2731,3
1-1_GL0142635,3
gene_4467627,3
G1-3A_GL0093860,3
NZ_RAYH01000007.1_cds_WP_002518640.1_1349,3
gene_3224900,3
8-2_GL0023409,3
G1-1A_GL0006446,3
G1-1A_GL0034773,3
gene_1430940,3
NZ_RAYH01000007.1_cds_1347,3
S-Fe10_GL0183350,3
gene_3111950,3
MC-0-3_GL0062763,3
AF73-05_7_GL0022668,3
HF-F_1_GL0161062,3
ERR1211992_Scaf9_901,3
gene_3443087,3
G1-1A_GL0095202,3
AF73-05_14_GL0098581,3
gene_4600315,3
gene_4302086,3
G1-1A_GL0032165,3
gene_365721,3
Food_10_GL0151842,3
gene_965484,3
Chow_7_GL0257129,3
S-Fe11_GL0107185,3
gene_3965190,3
NZ_RAYF01000043.1_cds_WP_120391752.1_2173,3
G1-1A_GL0038056,3
gene_1609687,3
NZ_RAYH01000013.1_cds_WP_120363106.1_1779,3
MH-6-1_GL0017596,3
S-Fe1_GL0194933,3
NZ_RAYH01000027.1_cds_WP_002517026.1_2709,3
gene_1308757,3
31_GL0034647,3
3-1_GL0031618,3
MC-6-1_GL0027153,3
gene_2864122,3
gene_2137460,3
1-1_GL0142633,3
gene_1478231,3
4-1_GL0060668,3
23_GL0040306,3
NZ_CP021421.1_cds_WP_068961658.1_1111,3
NZ_CP021421.1_cds_WP_068960133.1_247,3
Chow_4_GL0017821,3
DSM22607_12_GL0240028,3
gene_1543819,3
52_GL0087612,3
G1-1A_GL0032181,3
gene_2602879,3
20_GL0037830,3
NZ_RAYI01000038.1_cds_WP_121737016.1_2429,3
MH-0-3_GL0086925,3
1-1_GL0107681,3
gene_127611,3
gene_2267511,3
MC-0-1_GL0033949,3
NZ_CP021421.1_cds_WP_068960955.1_1927,3
Chow_8_GL0304950,3
S-Fe20_GL0008270,3
gene_1097624,3
S-Fe10_GL0110936,3
G1-1A_GL0124275,3
gene_4461035,3
NZ_CP021421.1_cds_WP_088294759.1_295,3
NZ_RAYH01000010.1_cds_WP_002519554.1_1620,3
Chow_1_GL0252469,3
gene_3701052,3
MC-6-2_GL0078609,3
MH-6-2_GL0057353,3
gene_875161,3
G1-1A_GL0015520,3
Chow_3_GL0019678,3
NZ_KB822467.1_cds_WP_004081461.1_5124,3
MC-0-3_GL0053589,3
MC-6-2_GL0049781,3
DSM22607_1_GL0133794,3
gene_4570571,3
AF73-05_7_GL0313801,3
S-Fe5_GL0093286,3
MC-0-3_GL0035792,3
G1-1A_GL0101368,3
S-Fe12_GL0071903,3
gene_3344040,3
G1-1A_GL0061017,3
gene_4064404,3
53_GL0051867,3
NZ_RAYH01000014.1_cds_WP_120363118.1_1911,3
Chow_1_GL0109023,3
MC-6-2_GL0107041,3
NZ_RAYH01000027.1_cds_WP_002516974.1_2712,3
Chow_3_GL0143204,3
gene_455852,3
Chow_5_GL0232243,3
HF-F_4_GL0010884,3
gene_2713711,3
AF73-05_11_GL0048277,3
S-Fe12_GL0018044,3
MC-0-3_GL0013016,3
gene_634665,3
HF-F_13_GL0035870,3
gene_3919807,3
gene_2422341,3
DSM22607_9_GL0370071,3
NZ_RAYH01000005.1_cds_WP_002531344.1_802,3
gene_4589764,3
gene_812722,3
MC-0-1_GL0078979,3
NZ_RAYH01000007.1_cds_WP_120363051.1_1226,3
S-Fe18_GL0039879,3
G1-1A_GL0003543,3
HF-F_1_GL0086301,3
NZ_CP021421.1_cds_WP_068961270.1_1553,3
G1-1A_GL0045887,3
gene_2602859,3
G1-1A_GL0101234,3
DSM22607_5_GL0069257,3
S-Fe10_GL0133607,3
gene_199187,3
MC-0-3_GL0056679,3
NZ_NHTR01000003.1_cds_WP_065548053.1_4324,3
MH-0-3_GL0060828,3
S-Fe11_GL0048776,3
gene_2165600,3
gene_669726,3
OB-1_6_GL0305119,3
Chow_1_GL0145318,3
MC-6-1_GL0021057,3
gene_3381554,3
gene_1994473,3
MC-6-4_GL0112547,3
gene_3403484,3
1-7_GL0107206,3
S-Fe15_GL0068202,3
gene_4330099,3
gene_672634,3
NZ_CP021421.1_cds_WP_088294823.1_2253,3
gene_4516378,3
MC-6-2_GL0075224,2
gene_973861,2
HF-F_1_GL0172815,2
gene_1076676,2
gene_337583,2
NZ_RAZK01000056.1_cds_5288,2
Chow_5_GL0342351,2
3-1_GL0034168,2
gene_730007,2
gene_87654,2
MC-0-3_GL0036929,2
Chow_1_GL0257656,2
gene_455846,2
gene_1704941,2
DSM22607_2_GL0320111,2
Food_11_GL0359303,2
gene_4158362,2
gene_4060153,2
gene_2840347,2
S-Fe11_GL0018778,2
gene_3180518,2
G1-1A_GL0112101,2
G1-1A_GL0063175,2
gene_928525,2
S-Fe6_GL0043265,2
1A-dyr3-06_GL0007705,2
S-Fe10_GL0084706,2
OB-1_5_GL0022242,2
MC-6-1_GL0078341,2
MC-0-3_GL0044674,2
2-4_GL0105168,2
4-1_GL0000812,2
G1-1A_GL0062735,2
S-Fe1_GL0079274,2
2-4_GL0086014,2
G1-1A_GL0033860,2
G1-1A_GL0116702,2
Food_3_GL0162567,2
NZ_RAYW01000037.1_cds_WP_121700131.1_1695,2
NZ_CP021421.1_cds_WP_068960154.1_226,2
gene_3589583,2
MC-0-3_GL0007294,2
HF-S_7_GL0167266,2
G1-1A_GL0017520,2
NZ_OFSM01000024.1_cds_WP_103241356.1_3113,2
gene_2800029,2
gene_908660,2
gene_2105798,2
MH-0-5_GL0029968,2
3A-dyr30-06_GL0049987,2
1B-dyr11-07_GL0009227,2
NZ_CP021421.1_cds_WP_068961018.1_1855,2
gene_2769004,2
gene_2081224,2
NZ_RAZK01000001.1_cds_WP_120480785.1_2012,2
6-5_GL0090976,2
Chow_7_GL0217564,2
S-Fe5_GL0052479,2
NZ_RAYU01000329.1_cds_3528,2
G1-1A_GL0024776,2
MC-0-1_GL0086801,2
NZ_RAZK01000016.1_cds_WP_120483545.1_1378,2
NZ_RAZK01000144.1_cds_WP_120486881.1_1055,2
gene_4429195,2
gene_805201,2
NZ_RAYH01000007.1_cds_WP_041446269.1_1374,2
gene_327144,2
35_GL0118122,2
gene_2204654,2
gene_1684164,2
MC-6-5_GL0068063,2
MC-6-3_GL0004589,2
S-Fe10_GL0122212,2
gene_2019277,2
NZ_CP021421.1_cds_WP_068961258.1_1567,2
MC-6-2_GL0001680,2
S-Fe11_GL0028215,2
gene_3019569,2
HF-F_1_GL0010793,2
gene_441003,2
S-Fe2_GL0024619,2
NZ_RAYX01000165.1_cds_WP_120377763.1_434,2
G1-1A_GL0057471,2
6-5_GL0009009,2
gene_461262,2
MC-6-1_GL0015170,2
NZ_CP021421.1_cds_WP_068959747.1_737,2
gene_2120549,2
G1-1A_GL0075940,2
gene_1732580,2
HF-S_9_GL0113517,2
7-7_GL0104308,2
4-3_GL0049002,2
gene_3989026,2
G1-1A_GL0062769,2
G1-1A_GL0116404,2
gene_608711,2
NZ_RAYE01000055.1_cds_WP_120446300.1_3900,2
gene_299655,2
S-Fe18_GL0058456,2
G1-1A_GL0063002,2
NZ_RAYH01000028.1_cds_WP_002515417.1_25,2
S-Fe10_GL0095558,2
S-Fe11_GL0027134,2
gene_2120349,2
gene_3148982,2
G1-1A_GL0105404,2
3-2_GL0007664,2
Group2-8A_GL0090478,2
NZ_CP021421.1_cds_WP_084273943.1_220,2
S-Fe10_GL0007712,2
35_GL0149583,2
gene_3625538,2
gene_1767179,2
G1-1A_GL0067124,2
24_GL0050620,2
NZ_KE159646.1_cds_WP_016309103.1_846,2
4_GL0040450,2
gene_461293,2
gene_2652186,2
gene_3805285,2
MC-6-1_GL0080604,2
NZ_CP021421.1_cds_WP_084274045.1_1873,2
13_GL0028871,2
NZ_RAYX01000186.1_cds_WP_120377807.1_543,2
S-Fe11_GL0048526,2
gene_894404,2
MC-0-1_GL0021328,2
MC-6-2_GL0024747,2
gene_2814477,2
gene_4246692,2
DSM22607_3_GL0137021,2
1-1_GL0151229,2
G1-1A_GL0026959,2
gene_4436630,2
NZ_CP021421.1_cds_WP_068961207.1_1627,2
1A-dyr5-07_GL0047420,2
gene_4602032,2
MH-0-4_GL0053676,2
NZ_RAYH01000029.1_cds_WP_002530682.1_84,2
32_GL0098090,2
1-3_GL0083553,2
AF73-05_10_GL0318525,2
S-Fe6_GL0034348,2
gene_1337283,2
NZ_CP021421.1_cds_WP_068961035.1_1837,2
gene_1100537,2
12_GL0059107,2
2-4_GL0084835,2
Chow_8_GL0262848,2
gene_3949940,2
G1-1A_GL0097156,2
Chow_6_GL0222206,2
gene_3446387,2
20_GL0032356,2
NZ_QZFS01000049.1_cds_WP_129180290.1_6085,2
gene_2151782,2
Chow_1_GL0019655,2
S-Fe16_GL0090954,2
S-Fe10_GL0111617,2
MH-6-5_GL0000487,2
gene_4001244,2
G1-1A_GL0024778,2
NZ_RAYH01000026.1_cds_WP_002518356.1_2695,2
gene_3088939,2
NZ_RAZE01000007.1_cds_WP_120398738.1_3496,2
OB-1_9_GL0104525,2
NZ_RAYH01000010.1_cds_WP_002519526.1_1562,2
gene_3471860,2
3-1_GL0014453,2
Group2-8A_GL0020283,2
gene_1581622,2
MH-6-1_GL0070929,2
NZ_RAYH01000007.1_cds_WP_032505293.1_1298,2
AF73-05_11_GL0246691,2
Food_6_GL0315020,2
S-Fe10_GL0024506,2
gene_626570,2
4-8_GL0015260,2
11_GL0108576,2
gene_2133551,2
OB-1_10_GL0021530,2
Chow_1_GL0186178,2
gene_800375,2
AF73-05_10_GL0029632,2
S-Fe10_GL0126509,2
Food_9_GL0339635,2
NZ_RAYH01000005.1_cds_WP_002516499.1_890,2
gene_922226,2
11_GL0113273,2
gene_4094231,2
MC-6-1_GL0034735,2
NZ_RAYH01000030.1_cds_WP_015011811.1_96,2
gene_2634176,2
S-Fe10_GL0137746,2
1-1_GL0106596,2
Food_6_GL0110553,2
31_GL0000064,2
6-7_GL0065251,2
G1-1A_GL0063302,2
20_GL0134308,2
AF73-05_10_GL0025252,2
NZ_RAYH01000003.1_cds_WP_120362954.1_316,2
gene_1518189,2
S-Fe10_GL0010455,2
gene_2769003,2
2A-dyr16-06_GL0010389,2
NZ_CP021421.1_cds_WP_068959702.1_790,2
15_GL0107791,2
3-4_GL0005251,2
gene_1862597,2
7-4_GL0000418,2
gene_3789394,2
NZ_RAYH01000021.1_cds_WP_002518120.1_2340,2
G1-1A_GL0003547,2
gene_1565257,2
gene_3280633,2
MC-0-1_GL0020529,2
1A-dyr1-07_GL0044640,2
25_GL0085603,2
NZ_NHMU01000008.1_cds_WP_065538648.1_3820,2
G1-1A_GL0003060,2
gene_2125361,2
NZ_RAYH01000010.1_cds_WP_002516304.1_1612,2
MC-0-1_GL0109984,2
MH-6-2_GL0024881,2
MC-0-1_GL0007588,2
G1-1A_GL0002633,2
HF-S_3_GL0327889,2
MH-0-4_GL0013404,2
gene_2245179,2
Group2-2A_GL0036364,2
gene_2523983,2
NZ_CP021421.1_cds_WP_068961796.1_959,2
gene_4289909,2
NZ_RAYH01000016.1_cds_WP_002515807.1_2093,2
G1-1A_GL0063109,2
4-1_GL0064822,2
45_GL0017705,2
S-Fe11_GL0039510,2
38_GL0126507,2
gene_4369201,2
S-Fe17_GL0066416,2
1B-dyr11-07_GL0022718,2
MC-0-3_GL0048395,2
gene_2847665,2
OB-1_5_GL0157693,2
gene_870218,2
gene_3190810,2
Group2-8A_GL0030068,2
NZ_RAYW01000014.1_cds_WP_121699132.1_296,2
HF-F_9_GL0306572,2
gene_3217603,2
HF-F_1_GL0067185,2
MC-0-3_GL0051329,2
S-Fe11_GL0144239,2
MC-6-1_GL0072027,2
DSM22607_8_GL0285317,2
gene_4446864,2
S-Fe10_GL0038833,2
3-6_GL0001220,2
S-Fe20_GL0062454,2
NZ_RAYX01000070.1_cds_WP_120377385.1_1536,2
S-Fe4_GL0000261,2
Group2-6A_GL0084831,2
6-5_GL0122219,2
gene_3903053,2
gene_1774378,2
6-7_GL0104393,2
S-Fe11_GL0058797,2
ERR1211992_Scaf18_1628,2
NZ_RAYH01000028.1_cds_WP_002515369.1_36,2
gene_309462,2
NZ_KB822476.1_cds_WP_004056028.1_1770,2
1-7_GL0091738,2
G1-1A_GL0037378,2
Food_5_GL0226684,2
G1-1A_GL0045152,2
gene_2267512,2
gene_3558083,2
gene_4394567,2
Chow_5_GL0050438,2
MC-6-1_GL0026501,2
gene_2573995,2
1-1_GL0037680,2
gene_3964926,2
MC-0-1_GL0011087,2
G1-1A_GL0024710,2
gene_2679274,2
MC-0-3_GL0037136,2
MC-6-1_GL0042601,2
AF73-05_11_GL0336194,2
2-4_GL0050304,2
gene_4125566,2
gene_356830,2
ERR1212009_Scaf94_2029,2
40_GL0075049,2
MH-6-5_GL0065247,2
MC-0-1_GL0052430,2
NZ_RAYH01000029.1_cds_WP_002516296.1_60,2
NZ_NHMQ01000002.1_cds_WP_065534140.1_2647,2
MH-6-2_GL0070034,2
NZ_CP021421.1_cds_WP_068961017.1_1856,2
NZ_CP022713.1_cds_WP_065542306.1_1757,2
MC-0-3_GL0035802,2
AF73-05_4_GL0105207,2
NZ_RAYW01000035.1_cds_WP_121700077.1_1638,2
1A-dyr4-07_GL0013625,2
38_GL0086531,2
HF-F_11_GL0162568,2
gene_7852,2
gene_224811,2
OB-1_2_GL0112619,2
Chow_4_GL0174002,2
gene_3145008,2
1-7_GL0086680,2
6-5_GL0024369,2
S-Fe18_GL0023965,2
gene_1378018,2
gene_2090352,2
gene_2825632,2
gene_434236,2
Food_6_GL0085782,2
MC-6-1_GL0055836,2
G1-4A_GL0093662,2
gene_4245204,2
gene_2261082,2
S-Fe10_GL0084722,2
NZ_RAZA01000035.1_cds_WP_120480145.1_2584,2
NZ_CP021421.1_cds_WP_068960790.1_2130,2
10_GL0052216,2
gene_3334002,2
NZ_CP021421.1_cds_WP_068961305.1_1509,2
S-Fe10_GL0144639,2
AF73-05_3_GL0143838,2
G1-1A_GL0017531,2
24_GL0079944,2
Food_14_GL0103504,2
1-2_GL0020607,2
gene_1684457,2
G1-4A_GL0027930,2
MC-0-3_GL0097761,2
ERR1211992_Scaf5_543,2
S-Fe10_GL0047038,2
AF73-05_7_GL0156075,2
26_GL0131661,2
MH-6-2_GL0116472,2
HF-F_4_GL0076853,2
S-Fe10_GL0176694,2
MC-0-1_GL0053667,2
MC-6-1_GL0051869,2
NZ_RAYW01000025.1_cds_WP_121699735.1_1127,2
Food_9_GL0107872,2
gene_4099213,2
Group2-6A_GL0083926,2
G1-5A_GL0014864,2
G1-1A_GL0057458,2
39_GL0123201,2
11_GL0023211,2
S-Fe8_GL0268205,2
gene_887417,2
NZ_CP021421.1_cds_WP_068960995.1_1881,2
gene_659365,2
G1-2A_GL0120493,2
gene_2038301,2
NZ_CP021421.1_cds_WP_084274051.1_1820,2
7-6_GL0045736,2
OB-1_8_GL0086841,2
S-Fe10_GL0145909,2
Food_1_GL0110732,2
Food_14_GL0164055,2
31_GL0046344,2
NZ_RAYW01000017.1_cds_WP_121699339.1_508,2
S-Fe10_GL0162903,2
3-1_GL0058577,2
S-Fe5_GL0110029,2
S-Fe1_GL0159014,2
MH-0-3_GL0090670,2
NZ_RAYH01000029.1_cds_WP_120363076.1_81,2
6-2_GL0037697,2
6-4_GL0072088,2
NZ_RAYW01000010.1_cds_WP_121698815.1_2777,2
NZ_RAYH01000024.1_cds_WP_120363200.1_2619,2
gene_314405,2
AF73-05_13_GL0096577,2
OB-1_2_GL0145898,2
NZ_RAYH01000006.1_cds_WP_041446201.1_1181,2
G1-1A_GL0063037,2
NZ_CP021421.1_cds_WP_084273896.1_669,2
AF73-05_14_GL0299263,2
Food_10_GL0187047,2
Chow_5_GL0114839,2
NZ_RAYF01000043.1_cds_WP_120391758.1_2165,2
gene_4386470,2
gene_3927039,2
NZ_RAYW01000059.1_cds_WP_121700394.1_2233,2
Food_11_GL0260615,2
gene_2693046,2
11_GL0040769,2
S-Fe10_GL0095547,2
S-Fe11_GL0087122,2
gene_3506246,2
19_GL0072148,2
HF-F_1_GL0009724,2
1-1_GL0076051,2
S-Fe11_GL0111772,2
S-Fe11_GL0003328,2
S-Fe10_GL0111763,2
NZ_CP021421.1_cds_WP_068961365.1_1440,2
Chow_1_GL0141015,2
7-7_GL0022593,2
gene_1084931,2
NZ_CP021421.1_cds_WP_068960905.1_1982,2
gene_2187978,2
Food_3_GL0095385,2
MH-0-5_GL0000187,2
gene_508426,2
gene_1468734,2
gene_855023,2
G1-1A_GL0045168,2
S-Fe11_GL0047118,2
S-Fe10_GL0143711,2
NZ_CP021421.1_cds_WP_068959977.1_454,2
1-6_GL0093990,2
gene_506582,2
NZ_RAZG01000104.1_cds_WP_120409849.1_40,2
MH-6-1_GL0124381,2
NZ_CP021421.1_cds_WP_068961603.1_1177,2
Food_13_GL0151143,2
Chow_4_GL0349378,2
Chow_6_GL0071255,2
NZ_CP021421.1_cds_WP_068960147.1_233,2
Group2-5A_GL0044053,2
gene_2270824,2
4_GL0084093,2
MC-0-1_GL0003109,2
gene_3261057,2
Chow_4_GL0023029,2
10_GL0068820,2
NZ_RAYH01000028.1_cds_1,2
G1-5A_GL0199728,2
S-Fe7_GL0141096,2
G1-1A_GL0114415,2
gene_2713710,2
NZ_CP021421.1_cds_WP_068960523.1_2472,2
3-5_GL0078344,2
NZ_RAZG01000015.1_cds_924,2
NZ_RAYH01000003.1_cds_775,2
Food_14_GL0140392,2
MC-0-1_GL0003753,2
gene_3203716,2
Group2-7A_GL0002045,2
NZ_CP021421.1_cds_WP_068960983.1_1895,2
S-Fe10_GL0143673,2
5-1_GL0088254,2
S-Fe20_GL0087551,2
NZ_QZFS01000023.1_cds_WP_129178428.1_3301,2
MC-6-1_GL0003499,2
gene_1778730,2
37_GL0039607,2
gene_4403678,2
MC-0-1_GL0105738,2
22_GL0005156,2
gene_2681982,2
gene_2073217,2
gene_1179415,2
gene_2155098,2
gene_4077702,2
Food_9_GL0413464,2
S-Fe10_GL0025882,2
G1-1A_GL0059785,2
AF73-05_10_GL0409047,2
AF73-05_13_GL0300009,2
1-7_GL0124491,2
S-Fe10_GL0052817,2
gene_932779,2
NZ_RAZH01000004.1_cds_WP_120392111.1_2124,2
NZ_RAYH01000010.1_cds_WP_002516318.1_1551,2
31_GL0018747,2
MC-6-2_GL0049483,2
G1-1A_GL0063323,2
gene_3904527,2
AF73-05_2_GL0213941,2
NZ_RAYH01000003.1_cds_WP_002516773.1_680,2
S-Fe11_GL0057466,2
gene_4344918,2
NZ_RAYH01000010.1_cds_WP_002518228.1_1556,2
10_GL0033203,2
gene_4524817,2
Chow_1_GL0051384,2
S-Fe10_GL0052444,2
HF-F_1_GL0250935,2
MC-6-3_GL0080244,2
OB-1_10_GL0109041,2
1A-dyr3-06_GL0004458,2
4-2_GL0034590,2
1A-dyr3-06_GL0007716,2
2-4_GL0108763,2
gene_4019670,2
Group2-5A_GL0019410,2
gene_4484287,2
gene_1598806,2
gene_3359789,2
gene_1130316,2
gene_4198590,2
NZ_CP021421.1_cds_WP_068960374.1_2635,2
1A-dyr3-06_GL0007706,2
6-5_GL0131325,2
S-Fe2_GL0016050,2
G1-1A_GL0013394,2
gene_4339520,2
MC-0-1_GL0020550,2
NZ_CP021421.1_cds_WP_068961833.1_920,2
S-Fe11_GL0140384,2
G1-1A_GL0051687,2
gene_4626673,2
AF73-05_7_GL0204876,2
NZ_QIBY01000032.1_cds_WP_123186328.1_1937,2
12_GL0059119,2
MH-6-1_GL0128205,2
gene_1442920,2
gene_2414989,2
8-7_GL0007972,2
2-1_GL0067782,2
S-Fe13_GL0085602,2
MC-6-3_GL0020451,2
MC-0-1_GL0022878,2
6-4_GL0084984,2
NZ_RAYH01000020.1_cds_WP_002520235.1_2228,2
gene_1084495,2
Food_5_GL0004360,2
3-1_GL0033269,2
MC-0-1_GL0002561,2
46_GL0072032,2
gene_4203266,2
24_GL0004496,2
Chow_5_GL0203125,2
ERR1212018_Scaf243_3002,2
37_GL0020408,2
gene_4170279,2
gene_3388283,2
1-1_GL0030613,2
6-2_GL0059403,2
S-Fe10_GL0136367,2
G1-1A_GL0032134,2
gene_4181833,2
3-1_GL0015553,2
S-Fe10_GL0004291,2
1-4_GL0098794,2
NZ_RAYH01000022.1_cds_WP_120363197.1_2403,2
4-1_GL0041770,2
MH-6-2_GL0043279,2
gene_3643249,2
34_GL0001732,2
MC-6-1_GL0002466,2
NZ_RAYH01000010.1_cds_WP_002516373.1_1623,2
HF-F_1_GL0241958,2
NZ_RAYX01000045.1_cds_WP_120377187.1_1224,2
G1-1A_GL0024963,2
gene_1762085,2
gene_3503405,2
MC-6-5_GL0138259,2
S-Fe19_GL0015890,2
