gene,postFMT_4_cecum
HF-S_8_GL0179447,1
AF73-05_3_GL0376374,1
45_GL0101909,1
Food_5_GL0007425,1
Group2-3A_GL0042970,1
gene_4311829,1
19_GL0017239,1
gene_467646,1
gene_3100493,1
MH-6-4_GL0126044,1
gene_3691332,1
Food_4_GL0338183,1
51_GL0137775,1
Group2-4A_GL0056149,1
1-5_GL0038889,1
gene_2178269,1
gene_1394553,1
gene_2832162,1
HF-S_10_GL0041020,1
S-Fe7_GL0102023,1
S-Fe10_GL0012328,1
5-2_GL0019341,1
AF73-05_10_GL0267143,1
gene_1511982,1
gene_1638457,1
4-2_GL0082258,1
gene_3256942,1
Chow_7_GL0271607,1
gene_2078888,1
5-1_GL0040209,1
MC-0-1_GL0048406,1
Food_10_GL0080713,1
18_GL0060673,1
gene_1362515,1
gene_3679686,1
MH-6-1_GL0119777,1
gene_2276730,1
1-1_GL0141598,1
NZ_RAZG01000001.1_cds_WP_120405794.1_1410,1
NZ_RAZE01000035.1_cds_WP_120400815.1_2646,1
MC-6-1_GL0074336,1
NZ_RAZL01000003.1_cds_WP_118023846.1_3329,1
gene_3986326,1
Chow_4_GL0079172,1
NZ_OFSM01000015.1_cds_2846,1
8_GL0106335,1
Chow_6_GL0001790,1
DSM22607_5_GL0264398,1
4_GL0093278,1
gene_2692403,1
11_GL0100484,1
gene_3752338,1
AF73-05_9_GL0057547,1
Food_5_GL0115491,1
NZ_KI535338.1_cds_WP_023348987.1_3472,1
gene_4232902,1
gene_676759,1
gene_2553982,1
DSM22607_12_GL0350662,1
AF73-05_11_GL0266508,1
Food_7_GL0344862,1
55_GL0008308,1
gene_2133298,1
gene_3770303,1
S-Fe7_GL0293976,1
S-Fe8_GL0095064,1
gene_2930739,1
DSM22607_7_GL0095675,1
gene_3464697,1
AF73-05_1_GL0382564,1
Food_6_GL0271051,1
Food_5_GL0179436,1
7-2_GL0095733,1
gene_3028428,1
gene_1563260,1
gene_3640957,1
gene_3238140,1
gene_300346,1
gene_899703,1
Food_14_GL0121141,1
MH-6-3_GL0150292,1
DSM22607_7_GL0230170,1
Chow_6_GL0213108,1
gene_3160361,1
DSM22607_3_GL0300354,1
gene_3630536,1
gene_3722183,1
S-Fe1_GL0037146,1
HF-F_7_GL0070640,1
Group2-3A_GL0105761,1
MC-0-1_GL0059000,1
G1-7A_GL0010641,1
G1-8A_GL0050417,1
OB-1_4_GL0389105,1
14_GL0012144,1
MH-6-3_GL0103419,1
12_GL0066579,1
gene_4574255,1
NZ_RAZK01000015.1_cds_WP_120483263.1_1151,1
gene_4432145,1
HF-F_1_GL0033921,1
4-2_GL0091701,1
G1-8A_GL0042005,1
Chow_2_GL0248488,1
gene_2693717,1
DSM22607_10_GL0339751,1
Group2-4A_GL0039831,1
HF-F_14_GL0084492,1
Food_10_GL0210520,1
gene_3992640,1
gene_2011158,1
6-4_GL0059967,1
48_GL0101798,1
gene_3420932,1
gene_4122776,1
gene_3341452,1
gene_4162254,1
Food_10_GL0253764,1
Chow_4_GL0248804,1
Group2-7A_GL0137253,1
gene_3906074,1
G1-7A_GL0107536,1
17_GL0039814,1
NZ_RAYW01000023.1_cds_WP_121699680.1_1072,1
Food_3_GL0121369,1
Food_3_GL0139461,1
Chow_1_GL0015395,1
NZ_RAZD01000020.1_cds_WP_120421203.1_1316,1
2-8_GL0028990,1
2-4_GL0097961,1
gene_4292779,1
1-2_GL0104362,1
OB-1_7_GL0063876,1
Group2-5A_GL0154442,1
Food_6_GL0231199,1
gene_2711019,1
2A-dyr13-07_GL0040499,1
gene_4023742,1
gene_4134203,1
1-4_GL0075399,1
AF73-05_10_GL0201246,1
gene_3437114,1
Chow_8_GL0153900,1
7-8_GL0027388,1
17_GL0025601,1
33_GL0018367,1
gene_2448978,1
gene_3330793,1
gene_1761392,1
gene_1565754,1
gene_1249591,1
Food_10_GL0081581,1
Chow_7_GL0113217,1
AF73-05_10_GL0019247,1
S-Fe11_GL0023741,1
Chow_6_GL0110866,1
S-Fe16_GL0073681,1
4-1_GL0073236,1
AF73-05_9_GL0333497,1
4-1_GL0035006,1
DSM22607_12_GL0007100,1
24_GL0069731,1
26_GL0006007,1
gene_1831807,1
Chow_2_GL0006168,1
gene_2571547,1
Food_14_GL0062615,1
G1-6A_GL0004094,1
gene_1935058,1
Chow_1_GL0186946,1
gene_2478331,1
2_GL0109100,1
gene_4369420,1
2A-dyr13-07_GL0019617,1
gene_1265768,1
7-4_GL0048411,1
gene_4528009,1
MH-6-3_GL0061333,1
gene_2182908,1
Group2-2A_GL0059367,1
OB-1_8_GL0098497,1
gene_3433678,1
gene_416706,1
3-2_GL0057889,1
AF73-05_10_GL0316383,1
Food_11_GL0281293,1
S-Fe6_GL0136388,1
gene_3415942,1
HF-S_3_GL0064404,1
11_GL0118086,1
gene_801011,1
10_GL0086451,1
NZ_RAYW01000006.1_cds_WP_121698393.1_2313,1
S-Fe6_GL0169044,1
Food_7_GL0038831,1
gene_1850742,1
8-5_GL0018204,1
1A-dyr4-07_GL0041386,1
gene_4517260,1
Group2-7A_GL0141150,1
S-Fe9_GL0148567,1
18_GL0115284,1
gene_1962493,1
2A-dyr16-07_GL0059690,1
MH-6-3_GL0079957,1
MC-6-5_GL0004987,1
MC-0-1_GL0107471,1
gene_3236914,1
HF-S_12_GL0216561,1
2-3_GL0078152,1
HF-S_12_GL0099924,1
AF73-05_11_GL0215811,1
HF-F_4_GL0062841,1
AF73-05_6_GL0273111,1
Food_1_GL0128892,1
gene_2677815,1
Food_6_GL0039136,1
1-1_GL0152645,1
gene_3724201,1
gene_4080355,1
gene_4332253,1
S-Fe18_GL0025899,1
Group2-6A_GL0043808,1
MC-6-2_GL0080966,1
MH-6-3_GL0008873,1
MH-6-3_GL0103869,1
S-Fe10_GL0102712,1
20_GL0118668,1
OB-1_7_GL0082042,1
Food_11_GL0201271,1
23_GL0057551,1
DSM22607_3_GL0187101,1
1A-dyr2-07_GL0077086,1
6-6_GL0102029,1
AF73-05_1_GL0346833,1
S-Fe2_GL0158952,1
7-4_GL0103590,1
AF73-05_4_GL0234158,1
DSM22607_13_GL0239957,1
2-1_GL0110394,1
Food_5_GL0358591,1
gene_2111844,1
Chow_7_GL0047075,1
gene_4479174,1
gene_4415330,1
G1-3A_GL0070468,1
S-Fe3_GL0123875,1
gene_2257583,1
Food_14_GL0107675,1
S-Fe3_GL0121370,1
Chow_1_GL0145988,1
MC-6-4_GL0042335,1
S-Fe11_GL0133583,1
10_GL0098806,1
20_GL0177094,1
AF73-05_13_GL0267694,1
gene_3582358,1
MH-6-5_GL0083262,1
gene_1429333,1
gene_3639519,1
S-Fe8_GL0155125,1
gene_3047527,1
G1-3A_GL0013237,1
S-Fe17_GL0028207,1
gene_4312100,1
HF-F_5_GL0151600,1
gene_3090907,1
DSM22607_1_GL0292222,1
5-7_GL0054769,1
G1-5A_GL0021172,1
4-3_GL0008926,1
HF-F_2_GL0163925,1
DSM22607_13_GL0024496,1
DSM22607_8_GL0041433,1
gene_3996179,1
OB-1_2_GL0255279,1
45_GL0088312,1
gene_4422915,1
gene_3803986,1
NZ_RAZK01000106.1_cds_WP_120486494.1_98,1
DSM22607_13_GL0085703,1
AF73-05_3_GL0031604,1
6-2_GL0049882,1
8-5_GL0072004,1
HF-F_14_GL0096707,1
20_GL0164646,1
Food_10_GL0018128,1
Food_14_GL0321726,1
gene_248241,1
6-3_GL0062974,1
DSM22607_9_GL0126170,1
Group2-3A_GL0188228,1
NZ_QZFS01000033.1_cds_WP_129178948.1_4576,1
NZ_RAYO01000038.1_cds_WP_120396470.1_1455,1
gene_2306649,1
S-Fe6_GL0203512,1
gene_2173630,1
11_GL0142358,1
HF-S_8_GL0254677,1
gene_3302231,1
gene_2074107,1
Food_10_GL0093237,1
Group2-4A_GL0134989,1
6-5_GL0118109,1
6-7_GL0028608,1
S-Fe11_GL0118616,1
8-3_GL0117189,1
Food_11_GL0210824,1
6-3_GL0044494,1
HF-S_9_GL0148288,1
2-6_GL0075944,1
Food_10_GL0100997,1
gene_4095884,1
7-1_GL0009125,1
S-Fe7_GL0048777,1
ERR1211980_Scaf31_2472,1
AF73-05_1_GL0396617,1
13_GL0010922,1
gene_2733420,1
24_GL0091035,1
29_GL0015272,1
Food_1_GL0010047,1
MC-0-3_GL0060064,1
4-6_GL0078765,1
35_GL0138429,1
gene_3862808,1
AF73-05_11_GL0296819,1
gene_2731826,1
1-3_GL0021258,1
gene_3344739,1
gene_2800573,1
1-2_GL0029333,1
S-Fe9_GL0115042,1
AF73-05_2_GL0232421,1
gene_4310306,1
Group2-3A_GL0006550,1
Chow_7_GL0106652,1
AF73-05_11_GL0347259,1
gene_4471001,1
G1-5A_GL0068493,1
gene_2033495,1
Group2-6A_GL0046243,1
DSM22607_2_GL0327544,1
S-Fe3_GL0004655,1
20_GL0124483,1
Food_1_GL0145750,1
gene_4499964,1
29_GL0031005,1
AF73-05_11_GL0382849,1
gene_3160105,1
gene_1000974,1
Chow_1_GL0191344,1
Food_5_GL0101050,1
5-7_GL0136383,1
gene_4029093,1
S-Fe11_GL0025001,1
HF-S_3_GL0354019,1
gene_2911623,1
NZ_RAZE01000010.1_cds_WP_120399127.1_23,1
MC-0-1_GL0101013,1
gene_1281729,1
Chow_2_GL0052192,1
7-3_GL0030778,1
Group2-1A_GL0107589,1
Food_7_GL0101865,1
33_GL0092606,1
gene_415358,1
gene_3015159,1
53_GL0013505,1
gene_2041843,1
gene_1311175,1
17_GL0084833,1
45_GL0153738,1
S-Fe1_GL0195685,1
NZ_CP021422.1_cds_WP_066539258.1_2891,1
29_GL0144578,1
MC-6-2_GL0132286,1
HF-S_12_GL0317314,1
gene_4450303,1
G1-7A_GL0164649,1
Food_14_GL0142641,1
1A-dyr2-07_GL0030411,1
NZ_KB822486.1_cds_WP_004060068.1_3204,1
gene_2977495,1
4-1_GL0047744,1
23_GL0148025,1
7-8_GL0002556,1
gene_3477900,1
Food_11_GL0024698,1
gene_3365459,1
Food_4_GL0029251,1
4-8_GL0117934,1
Food_13_GL0109020,1
Chow_4_GL0023029,1
MH-6-3_GL0004773,1
gene_2383461,1
DSM22607_8_GL0400714,1
HF-S_10_GL0245999,1
Chow_7_GL0126743,1
Chow_1_GL0249657,1
16_GL0069619,1
gene_3782454,1
NZ_QWMU01000050.1_cds_WP_004049709.1_1474,1
gene_1402282,1
MC-6-2_GL0036099,1
Chow_2_GL0069853,1
S-Fe4_GL0083971,1
S-Fe20_GL0131881,1
Chow_1_GL0250270,1
MH-6-2_GL0092747,1
AF73-05_4_GL0396135,1
gene_4216879,1
gene_3306850,1
gene_3921673,1
HF-F_14_GL0292421,1
S-Fe9_GL0132379,1
AF73-05_14_GL0357956,1
gene_2236919,1
Food_13_GL0150379,1
gene_3854645,1
DSM22607_8_GL0337720,1
47_GL0148121,1
G1-6A_GL0006317,1
gene_3081287,1
2B-dyr24-07_GL0022103,1
OB-1_11_GL0006258,1
Group2-4A_GL0112611,1
gene_4325927,1
Food_9_GL0198606,1
4-7_GL0044592,1
gene_1631321,1
gene_70549,1
Food_14_GL0224903,1
HF-F_9_GL0058736,1
MC-0-3_GL0002010,1
HF-S_9_GL0282925,1
gene_4629269,1
52_GL0012122,1
Group2-7A_GL0038700,1
7-6_GL0101754,1
gene_2244283,1
AF73-05_13_GL0159891,1
36_GL0020240,1
gene_4477874,1
Food_11_GL0281519,1
DSM22607_4_GL0322407,1
45_GL0076723,1
gene_3777861,1
AF73-05_4_GL0205970,1
HF-S_4_GL0025668,1
gene_2976919,1
gene_4348658,1
Food_10_GL0208479,1
Food_14_GL0147652,1
1-1_GL0134452,1
OB-1_11_GL0065051,1
gene_3701427,1
NZ_QZFS01000083.1_cds_WP_129182674.1_8515,1
6-1_GL0091056,1
gene_2913972,1
17_GL0053789,1
gene_1950877,1
6_GL0071888,1
Food_11_GL0107560,1
NZ_RAYY01000016.1_cds_WP_120422751.1_875,1
52_GL0062363,1
AF73-05_10_GL0416761,1
HF-F_4_GL0135858,1
gene_4279822,1
7-5_GL0176663,1
gene_2967486,1
S-Fe8_GL0232789,1
34_GL0053648,1
S-Fe6_GL0045839,1
Group2-3A_GL0005141,1
HF-S_8_GL0324717,1
11_GL0128453,1
5-5_GL0046983,1
S-Fe2_GL0199264,1
OB-1_12_GL0057562,1
gene_4530090,1
HF-S_3_GL0230702,1
OB-1_2_GL0137946,1
gene_303696,1
gene_2758181,1
gene_1316615,1
5-2_GL0017931,1
AF73-05_1_GL0083415,1
Chow_7_GL0202234,1
gene_4065777,1
Group2-2A_GL0100343,1
1-1_GL0096154,1
gene_4384376,1
Food_9_GL0397315,1
HF-F_14_GL0140014,1
MC-0-3_GL0077019,1
33_GL0106343,1
DSM22607_4_GL0272624,1
1-4_GL0049089,1
S-Fe3_GL0176420,1
OB-1_6_GL0301403,1
8-2_GL0013890,1
G1-5A_GL0045047,1
Chow_2_GL0283762,1
NZ_RAYO01000003.1_cds_WP_120394114.1_1000,1
16_GL0050117,1
gene_1837549,1
ERR1212009_Scaf264_3242,1
S-Fe14_GL0098542,1
gene_4327951,1
AF73-05_10_GL0298807,1
AF73-05_6_GL0106249,1
3-6_GL0010698,1
gene_570363,1
gene_1039167,1
gene_520995,1
gene_1677617,1
7-7_GL0100598,1
MH-6-2_GL0015311,1
11_GL0062689,1
gene_4168254,1
S-Fe20_GL0139206,1
gene_4446492,1
Food_2_GL0174259,1
gene_2252018,1
gene_1949495,1
gene_1784482,1
NZ_QZFS01000074.1_cds_WP_016292327.1_7980,1
Group2-4A_GL0083223,1
gene_3948879,1
HF-S_12_GL0267021,1
16_GL0058481,1
Food_7_GL0049747,1
gene_3239670,1
Food_7_GL0339784,1
gene_4303005,1
gene_272342,1
G1-5A_GL0017963,1
AF73-05_2_GL0255754,1
NZ_OFSM01000060.1_cds_WP_103242567.1_3949,1
5-1_GL0031436,1
gene_3321272,1
HF-F_5_GL0137400,1
Food_10_GL0040044,1
1-4_GL0098133,1
gene_2315195,1
gene_4025715,1
Food_3_GL0019425,1
gene_4431735,1
3-6_GL0054763,1
gene_4620230,1
Chow_1_GL0170554,1
OB-1_10_GL0124233,1
AF73-05_13_GL0033506,1
G1-5A_GL0012296,1
Food_10_GL0067379,1
Group2-7A_GL0135795,1
HF-F_14_GL0333785,1
MH-6-2_GL0049161,1
gene_2143360,1
Food_8_GL0322998,1
gene_1680603,1
gene_2080227,1
Chow_5_GL0121207,1
HF-S_2_GL0021639,1
S-Fe7_GL0029037,1
MC-6-2_GL0078918,1
gene_2291309,1
gene_4118579,1
5-2_GL0019147,1
gene_3533400,1
gene_4324745,1
Chow_3_GL0159700,1
gene_3292677,1
gene_1719828,1
NZ_KI530588.1_cds_WP_023276312.1_1482,1
MC-6-1_GL0026891,1
Food_4_GL0259922,1
6-8_GL0011461,1
gene_4297909,1
2A-dyr14-07_GL0019441,1
Food_3_GL0262204,1
NZ_KB822442.1_cds_WP_004070277.1_1023,1
gene_1000264,1
1-4_GL0019080,1
OB-1_12_GL0039299,1
MH-6-2_GL0027423,1
gene_3659404,1
AF73-05_13_GL0213894,1
S-Fe7_GL0159743,1
S-Fe10_GL0076360,1
Food_14_GL0287034,1
gene_3911352,1
gene_4123184,1
Food_9_GL0104892,1
DSM22607_12_GL0335035,1
36_GL0033282,1
3-3_GL0002320,1
Group2-3A_GL0125176,1
AF73-05_14_GL0143737,1
gene_4540322,1
gene_2536724,1
G1-5A_GL0064553,1
HF-S_7_GL0001862,1
6-4_GL0047504,1
gene_1493903,1
37_GL0017745,1
AF73-05_4_GL0091152,1
2-8_GL0018206,1
NZ_QZFS01000290.1_cds_WP_129184938.1_3856,1
Chow_8_GL0093307,1
42_GL0066664,1
gene_3152390,1
gene_1169869,1
S-Fe7_GL0291817,1
HF-F_2_GL0130214,1
G1-5A_GL0201858,1
G1-5A_GL0026585,1
S-Fe10_GL0107300,1
gene_3901128,1
S-Fe9_GL0200941,1
Food_5_GL0255819,1
10_GL0097321,1
NZ_CP021421.1_cds_WP_068959865.1_594,1
gene_3528301,1
20_GL0025317,1
gene_2834438,1
Food_4_GL0328129,1
HF-F_13_GL0177029,1
gene_4565812,1
DSM22607_12_GL0361724,1
6-1_GL0096988,1
1-1_GL0063114,1
OB-1_2_GL0283360,1
gene_4243099,1
DSM22607_5_GL0003814,1
gene_2620823,1
gene_2439985,1
Food_2_GL0193580,1
NZ_QZFS01000123.1_cds_WP_129183864.1_744,1
gene_4468469,1
gene_4465773,1
Chow_2_GL0231176,1
Group2-8A_GL0100035,1
gene_592550,1
6-2_GL0074547,1
8-3_GL0010235,1
S-Fe11_GL0109548,1
3B-dyr36-06_GL0008825,1
4-8_GL0113258,1
gene_1922275,1
gene_3579790,1
AF73-05_4_GL0347603,1
AF73-05_10_GL0078294,1
Food_14_GL0332481,1
MH-6-5_GL0063932,1
1-1_GL0006534,1
18_GL0095762,1
AF73-05_4_GL0225018,1
MH-6-1_GL0044675,1
gene_1244466,1
30_GL0073191,1
MC-0-1_GL0104337,1
Group2-6A_GL0083362,1
gene_4582026,1
HF-F_4_GL0269830,1
Food_5_GL0074800,1
Food_4_GL0080019,1
Food_5_GL0291798,1
NZ_QZFS01000055.1_cds_WP_129180817.1_6633,1
3B-dyr36-06_GL0020892,1
Food_1_GL0020209,1
S-Fe20_GL0155211,1
gene_2635240,1
AF73-05_10_GL0009035,1
S-Fe11_GL0038988,1
8_GL0116528,1
S-Fe2_GL0112684,1
gene_3102944,1
AF73-05_11_GL0145572,1
gene_3948263,1
S-Fe11_GL0150465,1
HF-F_10_GL0192798,1
gene_3759079,1
gene_1113047,1
gene_1159936,1
Food_10_GL0170462,1
OB-1_13_GL0287647,1
Group2-7A_GL0136680,1
gene_2294559,1
6-4_GL0032353,1
27_GL0003677,1
6_GL0084979,1
AF73-05_3_GL0333052,1
2A-dyr14-07_GL0022125,1
NZ_NHMQ01000001.1_cds_WP_065535163.1_781,1
gene_4224115,1
S-Fe2_GL0050347,1
MH-6-2_GL0082799,1
Food_5_GL0348976,1
MC-6-5_GL0083613,1
Chow_5_GL0156823,1
MH-0-5_GL0069420,1
Food_10_GL0208105,1
Food_7_GL0057234,1
gene_4070601,1
AF73-05_4_GL0456944,1
HF-F_7_GL0119681,1
DSM22607_3_GL0407301,1
NZ_KI535329.1_cds_1325,1
10_GL0069004,1
NZ_NHMQ01000002.1_cds_WP_065533833.1_2052,1
gene_3993495,1
S-Fe10_GL0076395,1
gene_376629,1
1-5_GL0056279,1
MC-0-1_GL0069702,1
gene_4051894,1
13_GL0030789,1
gene_3598582,1
S-Fe14_GL0083100,1
12_GL0138765,1
gene_3085219,1
Chow_1_GL0031044,1
4-3_GL0004232,1
MH-6-4_GL0052914,1
gene_3693138,1
29_GL0138329,1
gene_2933345,1
DSM22607_6_GL0048322,1
4-8_GL0070151,1
OB-1_3_GL0355338,1
MC-0-1_GL0053442,1
MC-6-3_GL0027316,1
Chow_7_GL0134561,1
G1-4A_GL0078768,1
gene_1135881,1
HF-S_7_GL0127331,1
Food_12_GL0017365,1
HF-F_11_GL0289370,1
13_GL0038099,1
gene_2440043,1
Food_5_GL0068844,1
Food_11_GL0321452,1
S-Fe20_GL0038714,1
AF73-05_1_GL0251603,1
gene_3333716,1
AF73-05_11_GL0294229,1
51_GL0005841,1
NZ_KB822478.1_cds_WP_004056609.1_1987,1
24_GL0077440,1
gene_2600552,1
gene_2859489,1
5-7_GL0054961,1
OB-1_4_GL0260737,1
8-4_GL0013699,1
G1-7A_GL0016926,1
DSM22607_1_GL0157880,1
gene_4544009,1
HF-F_7_GL0014014,1
Food_9_GL0341464,1
AF73-05_9_GL0156943,1
Chow_7_GL0218430,1
10_GL0021987,1
1-1_GL0089426,1
gene_2348729,1
MC-6-2_GL0066946,1
gene_1964843,1
MH-6-4_GL0146486,1
gene_1297202,1
HF-F_11_GL0014364,1
gene_1983250,1
gene_3871519,1
7-6_GL0117888,1
NZ_RAYM01000022.1_cds_WP_120433894.1_319,1
gene_3090873,1
S-Fe3_GL0095714,1
31_GL0053108,1
HF-S_5_GL0272553,1
gene_3131701,1
Food_10_GL0236703,1
S-Fe1_GL0022443,1
gene_804922,1
gene_3905967,1
Chow_5_GL0020475,1
1-1_GL0147378,1
gene_3480383,1
2-4_GL0007320,1
HF-F_1_GL0166907,1
S-Fe11_GL0089866,1
MH-6-5_GL0017864,1
26_GL0010252,1
AF73-05_11_GL0081414,1
HF-S_1_GL0122152,1
AF73-05_7_GL0346482,1
Food_11_GL0243276,1
16_GL0003501,1
NZ_RAZA01000005.1_cds_WP_120477670.1_3560,1
Food_5_GL0016875,1
G1-7A_GL0126247,1
Chow_2_GL0199671,1
gene_4128588,1
OB-1_4_GL0106738,1
Food_5_GL0334113,1
1-8_GL0017264,1
gene_3806218,1
2-5_GL0030965,1
gene_3803121,1
MC-6-1_GL0005810,1
Group2-5A_GL0049177,1
7-3_GL0080048,1
Food_9_GL0087938,1
MC-6-2_GL0064876,1
MC-0-1_GL0032103,1
gene_2716364,1
S-Fe1_GL0018842,1
Food_6_GL0218104,1
Food_2_GL0200860,1
gene_3565048,1
S-Fe8_GL0185820,1
MH-6-1_GL0016687,1
HF-F_9_GL0159868,1
Chow_5_GL0079852,1
MC-0-1_GL0061230,1
6_GL0108172,1
S-Fe20_GL0015215,1
AF73-05_10_GL0368878,1
S-Fe11_GL0051985,1
AF73-05_3_GL0305384,1
Food_12_GL0218824,1
S-Fe20_GL0012959,1
gene_2152656,1
gene_4426581,1
gene_42343,1
gene_3978929,1
gene_746182,1
6-7_GL0049813,1
S-Fe1_GL0114699,1
1-1_GL0115761,1
1-5_GL0065378,1
gene_969793,1
DSM22607_11_GL0386199,1
8-6_GL0083130,1
gene_986913,1
14_GL0063592,1
gene_2238020,1
gene_3533509,1
1-6_GL0008703,1
gene_4136462,1
Food_9_GL0380809,1
15_GL0076535,1
Food_5_GL0196419,1
32_GL0000456,1
42_GL0117166,1
NZ_RAZG01000094.1_cds_WP_120409771.1_4869,1
gene_3431330,1
gene_2004782,1
8-1_GL0131694,1
DSM22607_10_GL0156020,1
Food_10_GL0223296,1
AF73-05_13_GL0260430,1
gene_4075530,1
gene_3518041,1
gene_3649310,1
gene_1588906,1
gene_4583798,1
gene_3064754,1
MC-6-3_GL0108228,1
18_GL0031103,1
HF-S_7_GL0101518,1
gene_3967581,1
Chow_1_GL0186929,1
20_GL0134165,1
gene_2968920,1
gene_594504,1
gene_4575535,1
MH-6-2_GL0000884,1
Food_14_GL0281901,1
Chow_2_GL0286526,1
gene_708542,1
18_GL0095838,1
G1-1A_GL0002504,1
8-8_GL0093264,1
3-6_GL0020995,1
Chow_4_GL0067086,1
Food_10_GL0173491,1
gene_2193421,1
NZ_QZFS01000074.1_cds_WP_016292301.1_8005,1
S-Fe10_GL0015588,1
MC-0-1_GL0117541,1
1-1_GL0124955,1
22_GL0085446,1
gene_4350851,1
Food_5_GL0034950,1
1-1_GL0125227,1
DSM22607_11_GL0055534,1
gene_3696251,1
gene_3663994,1
AF73-05_1_GL0243935,1
5-7_GL0124783,1
gene_1533706,1
HF-F_13_GL0247327,1
Food_11_GL0118900,1
gene_3491916,1
OB-1_2_GL0078555,1
Chow_1_GL0177586,1
DSM22607_10_GL0375938,1
Food_2_GL0167476,1
50_GL0040347,1
gene_1792020,1
8-2_GL0143069,1
gene_3750905,1
1A-dyr1-07_GL0005711,1
27_GL0019637,1
8-5_GL0041662,1
MH-0-5_GL0071229,1
gene_3320046,1
HF-S_3_GL0079226,1
DSM22607_1_GL0011578,1
Chow_1_GL0061149,1
MC-6-2_GL0085787,1
HF-S_12_GL0090044,1
HF-S_6_GL0098938,1
Food_14_GL0293497,1
HF-F_6_GL0310402,1
MC-0-3_GL0006343,1
Food_14_GL0112313,1
gene_1800456,1
3_GL0021540,1
gene_3287420,1
HF-S_9_GL0067312,1
MH-6-5_GL0112438,1
7-6_GL0106764,1
Food_9_GL0174548,1
gene_4535964,1
NZ_QZFS01000012.1_cds_WP_129177452.1_931,1
gene_532411,1
gene_3765814,1
S-Fe2_GL0084147,1
5-7_GL0036554,1
HF-S_2_GL0019556,1
gene_4380158,1
gene_4364535,1
5-7_GL0145025,1
1-6_GL0061236,1
MH-6-1_GL0155873,1
2B-dyr24-07_GL0030734,1
Food_14_GL0269746,1
2-1_GL0095926,1
HF-S_6_GL0187398,1
gene_1794077,1
11_GL0061549,1
26_GL0126054,1
9_GL0074350,1
MC-6-2_GL0122145,1
1-1_GL0036658,1
G1-7A_GL0138135,1
MH-6-4_GL0066023,1
1-1_GL0115383,1
8-8_GL0059170,1
Food_1_GL0037621,1
1-4_GL0001311,1
gene_2180577,1
10_GL0065540,1
AF73-05_5_GL0251863,1
17_GL0103097,1
HF-F_2_GL0130664,1
gene_1320606,1
gene_3149058,1
Food_11_GL0049395,1
ERR1212009_Scaf51_1416,1
NZ_RAYX01000056.1_cds_WP_120377288.1_1386,1
AF73-05_10_GL0204404,1
gene_1718053,1
MC-6-2_GL0080828,1
gene_2387730,1
S-Fe20_GL0099142,1
gene_3356112,1
gene_4629591,1
Food_8_GL0032781,1
gene_3258808,1
33_GL0044668,1
5-8_GL0113258,1
gene_2020400,1
11_GL0017668,1
gene_4043108,1
DSM22607_5_GL0158927,1
G1-5A_GL0091077,1
gene_2695488,1
HF-F_1_GL0013377,1
gene_3911268,1
DSM22607_11_GL0305440,1
MH-6-3_GL0150763,1
S-Fe12_GL0086042,1
S-Fe11_GL0049994,1
S-Fe4_GL0177279,1
gene_3676314,1
1A-dyr4-07_GL0000304,1
17_GL0108056,1
gene_1559560,1
17_GL0070423,1
Group2-3A_GL0215731,1
AF73-05_8_GL0342457,1
AF73-05_8_GL0284017,1
NZ_RAYY01000008.1_cds_WP_120421341.1_5181,1
8-8_GL0098515,1
8-5_GL0110451,1
Food_5_GL0114497,1
45_GL0013030,1
OB-1_7_GL0179156,1
Food_9_GL0077189,1
Food_8_GL0286088,1
NZ_KI535329.1_cds_WP_035103958.1_1307,1
Chow_3_GL0031848,1
gene_1334770,1
Chow_5_GL0219971,1
Food_1_GL0065117,1
gene_3040776,1
Food_10_GL0115760,1
12_GL0041350,1
22_GL0120859,1
NZ_KI535319.1_cds_WP_023346771.1_1150,1
NZ_RAYF01000045.1_cds_2264,1
3_GL0023258,1
2-7_GL0074493,1
26_GL0069411,1
AF73-05_10_GL0069006,1
gene_2043881,1
HF-S_13_GL0204639,1
S-Fe9_GL0259542,1
Chow_1_GL0073752,1
gene_3425315,1
gene_3962537,1
Chow_3_GL0020927,1
25_GL0089744,1
OB-1_5_GL0105335,1
12_GL0087457,1
gene_4556383,1
gene_1798034,1
18_GL0061370,1
gene_951976,1
7-5_GL0075803,1
16_GL0079586,1
5-8_GL0042754,1
17_GL0100186,1
7-5_GL0115544,1
gene_3650974,1
DSM22607_8_GL0307319,1
Chow_1_GL0262914,1
Group2-2A_GL0106377,1
54_GL0122836,1
gene_2540196,1
AF73-05_8_GL0388784,1
AF73-05_9_GL0185034,1
8-2_GL0123286,1
gene_585457,1
OB-1_1_GL0190055,1
NZ_RAYW01000009.1_cds_WP_121698695.1_2659,1
6-2_GL0013851,1
Food_5_GL0076545,1
Food_10_GL0249683,1
gene_1926461,1
4-8_GL0077894,1
gene_4107440,1
36_GL0081821,1
gene_3798256,1
ERR1211980_Scaf110_3703,1
G1-7A_GL0085881,1
gene_4278657,1
MH-6-1_GL0152835,1
gene_2984296,1
OB-1_11_GL0162888,1
NZ_RAYQ01000057.1_cds_WP_120472455.1_3515,1
NZ_RAYQ01000021.1_cds_WP_120471595.1_1724,1
1A-dyr5-06_GL0017266,1
S-Fe20_GL0053511,1
AF73-05_7_GL0224975,1
MC-0-3_GL0050496,1
gene_3273473,1
