gene,postFMT_3_ileum
gene_3556867,3
gene_2964018,3
gene_3659404,3
gene_3588346,3
gene_4155256,3
gene_4223775,3
gene_3768431,3
gene_4467483,3
gene_4351220,3
gene_4018367,3
gene_4187045,3
gene_4020396,3
gene_3592677,3
gene_3853348,3
gene_3657859,3
gene_3184071,3
gene_4156499,3
gene_3091570,3
gene_4614451,3
gene_3464161,3
gene_3303656,3
gene_3690243,3
gene_2841772,3
gene_3816383,3
gene_3642502,3
gene_4508579,3
gene_4168438,3
gene_4161931,3
gene_2359442,3
gene_3824303,3
gene_3743012,3
gene_3547935,3
gene_3246675,3
gene_3577305,3
gene_4072728,3
20_GL0094003,3
gene_4023862,3
gene_3227464,3
gene_3887796,3
gene_3992518,3
gene_3320167,3
gene_4039626,3
gene_4572832,3
gene_3603604,3
gene_3222894,3
gene_3787406,3
gene_3721882,3
gene_3529023,3
gene_3961359,3
gene_3013555,3
gene_3454445,3
gene_3856106,3
gene_4490226,3
gene_4188018,3
gene_3702217,3
gene_4308483,3
gene_4093222,3
gene_3848489,3
gene_2965329,3
gene_3730064,3
gene_2876431,3
gene_3924686,3
gene_3469616,3
gene_2871067,3
gene_4004547,3
gene_2583107,3
gene_4571836,3
gene_4547668,3
gene_4439133,3
gene_3865858,3
gene_3582774,3
gene_2812586,3
gene_3805997,3
gene_2289081,3
gene_4259386,3
gene_2871876,3
gene_4572391,3
gene_3736709,3
gene_4207467,3
gene_3565597,3
gene_3804121,3
gene_4465465,3
gene_3401309,3
gene_2758069,3
gene_3253438,3
gene_3483873,3
gene_4307814,3
gene_4120535,3
gene_4116792,3
gene_3248616,3
gene_2241355,3
gene_4086142,3
gene_4551754,3
gene_3629155,3
gene_3986760,3
gene_4240950,3
gene_3360924,3
gene_3424357,3
gene_4307866,3
gene_3858558,3
gene_3535674,3
gene_3800313,3
gene_2585990,3
gene_3174333,3
gene_4498219,3
gene_3425466,3
gene_3739650,3
gene_2874575,3
gene_2101002,3
gene_4001036,3
gene_3839833,3
gene_3915075,3
gene_2674029,2
gene_4075183,2
gene_4128181,2
gene_3802989,2
gene_3727020,2
gene_2915462,2
gene_3730555,2
gene_3342980,2
gene_4525967,2
gene_3281510,2
gene_4026497,2
gene_1834347,2
gene_3158571,2
gene_4616757,2
gene_4057704,2
gene_4502637,2
gene_3061221,2
gene_2431133,2
gene_4020894,2
gene_3650922,2
gene_3259862,2
gene_3921786,2
gene_4105484,2
gene_4429076,2
gene_3675702,2
gene_4360641,2
gene_2714150,2
gene_3718743,2
gene_2709051,2
gene_3690875,2
gene_4604423,2
gene_3520789,2
gene_3381372,2
gene_1728244,2
gene_4436319,2
gene_2966096,2
gene_3805840,2
gene_4114599,2
gene_4300115,2
gene_4505663,2
gene_4538210,2
gene_4557993,2
gene_4333912,2
S-Fe10_GL0016549,2
gene_3719422,2
gene_3506882,2
gene_3100195,2
gene_4619859,2
gene_4114009,2
gene_2746531,2
gene_4536742,2
gene_3812003,2
gene_3547932,2
gene_4113439,2
gene_3301556,2
gene_4395649,2
gene_3534579,2
gene_3692658,2
gene_4540147,2
gene_3971555,2
gene_4229122,2
gene_4109167,2
gene_4326139,2
gene_2793321,2
gene_2695787,2
gene_3785027,2
gene_1951851,2
gene_4081700,2
gene_4511605,2
gene_3284817,2
gene_4215109,2
gene_4020840,2
gene_3078306,2
gene_4131076,2
gene_3667564,2
gene_4502811,2
gene_3497882,2
gene_4165770,2
gene_3592531,2
gene_3531330,2
gene_2481576,2
gene_3625595,2
gene_3805806,2
gene_2518320,2
gene_3734512,2
gene_3927870,2
gene_4466043,2
gene_4044806,2
gene_3195731,2
gene_3429807,2
gene_3898932,2
gene_4256091,2
gene_4264435,2
gene_4303005,2
gene_2859681,2
gene_4344771,2
gene_2193323,2
gene_3694632,2
gene_4573966,2
gene_3670023,2
gene_3359789,2
gene_2827465,2
gene_4190313,2
gene_4557941,2
gene_4036137,2
gene_3703027,2
gene_4378094,2
gene_3781678,2
gene_3307187,2
gene_2519917,2
gene_3533329,2
gene_3614215,2
gene_2056951,2
gene_3363609,2
gene_3934262,2
gene_4242520,2
gene_3958176,2
gene_3075305,2
gene_4281260,2
gene_4362174,2
gene_4589429,2
gene_4073132,2
gene_2045395,2
gene_3860699,2
gene_3737520,2
gene_3595994,2
gene_4378179,2
gene_3362794,2
gene_2527606,2
gene_4130607,2
gene_4573523,2
gene_4201964,2
gene_2155222,2
gene_3772388,2
gene_1949189,2
gene_3897231,2
gene_4349056,2
gene_3630791,2
gene_4024241,2
gene_3090722,2
gene_4512319,2
gene_3822879,2
gene_4632922,2
gene_3304678,2
gene_4617260,2
gene_3467316,2
gene_4574381,2
gene_4627907,2
gene_3873377,2
gene_4411757,2
gene_1621572,2
gene_4239551,2
gene_4138420,2
gene_4195099,2
gene_2632799,2
gene_2818914,2
gene_3002473,2
gene_3250625,2
gene_4401974,2
gene_4540392,2
gene_2716395,2
gene_3170158,2
gene_4481745,2
gene_3959549,2
gene_4016090,2
gene_4045059,2
gene_3182483,2
gene_4051083,2
gene_4188927,2
gene_4451452,2
gene_4215687,2
gene_3531908,2
gene_3559030,2
gene_2315623,2
gene_4173971,2
gene_3784460,2
gene_1899897,2
gene_3398575,2
gene_3340037,2
gene_2798653,2
gene_4030970,2
gene_4502777,2
gene_4403913,2
gene_2634370,2
gene_4029549,2
gene_2166858,2
gene_3652849,2
gene_4627311,2
gene_3287104,2
gene_3181438,2
gene_4128151,2
gene_3877231,2
gene_3803190,2
gene_4494232,2
gene_2847625,2
gene_4001657,2
gene_3429044,2
gene_3279046,2
gene_4636967,2
gene_4163744,2
gene_4323144,2
gene_3936586,2
gene_2954151,2
gene_4563860,2
gene_2501375,2
gene_4109222,2
gene_3686300,2
gene_4540591,2
gene_4452949,2
gene_4540068,2
gene_3735625,2
gene_4545431,2
gene_3024335,2
gene_4426060,2
gene_4501889,2
gene_2343988,2
gene_3890836,2
gene_4445868,2
gene_4052062,2
gene_4279628,2
gene_4374548,2
gene_3821763,2
gene_3633065,2
gene_2342732,2
gene_4247589,2
gene_4211013,2
gene_3420001,2
gene_3370331,2
gene_2034766,2
gene_2821118,2
gene_3590937,2
gene_1398161,2
gene_4146807,2
gene_4374936,2
gene_3867309,2
gene_4375513,2
gene_4090492,2
gene_3813309,2
gene_3884617,2
gene_4546396,2
gene_3373291,2
gene_3701223,2
gene_3746583,2
gene_4362395,2
gene_3053402,2
gene_4290689,2
gene_4036831,2
gene_4515157,2
gene_3671262,2
gene_3868442,2
gene_4191035,2
gene_4606853,2
gene_4132376,2
gene_4129452,2
gene_3836240,2
gene_3222448,2
gene_2309505,2
gene_4242686,2
gene_4618803,2
gene_3760373,2
gene_3165953,2
gene_4048428,2
gene_3040675,2
gene_4123913,2
gene_1714104,2
gene_4488501,2
gene_4278975,2
gene_3958241,2
gene_3316835,2
gene_3224793,2
gene_3756330,2
gene_3870468,2
gene_2659396,2
gene_3379987,2
gene_2943935,2
gene_4582812,2
gene_3625992,2
gene_4078783,2
gene_3997380,2
gene_4058479,2
gene_4245460,2
gene_3166716,2
gene_4258793,2
gene_3730947,2
gene_4158395,2
gene_4461077,2
gene_3704409,2
gene_3161174,2
gene_3544814,2
gene_4636143,2
gene_3026551,2
gene_3722245,2
gene_2762021,2
gene_3843539,2
gene_4564896,2
gene_4327003,2
gene_4476896,2
gene_3163041,2
gene_3896814,2
gene_3422473,2
gene_4539642,2
gene_3940117,2
gene_3793403,2
gene_4143188,2
gene_3763143,2
gene_3355614,2
gene_3581111,2
gene_4470444,2
gene_4279656,2
gene_4064618,2
gene_2946350,2
gene_3979536,2
gene_4139374,2
gene_4486034,2
gene_3253710,2
gene_3327801,2
gene_2951317,2
gene_3811582,2
gene_3444368,2
gene_4053896,2
gene_4512303,2
gene_3188690,2
gene_4432244,2
gene_3285604,2
gene_2650707,2
gene_4170253,2
gene_4375003,2
gene_4156421,2
gene_4319765,2
gene_3672856,2
gene_4034248,2
gene_3332918,2
gene_3871183,2
gene_2670965,2
gene_3985959,2
gene_3821576,2
gene_2825681,2
gene_2599634,2
gene_2677942,2
gene_4573690,2
gene_4167153,2
gene_3734826,2
gene_3279163,2
gene_4591978,2
gene_4481962,2
gene_2875025,2
gene_4260860,2
gene_1664688,2
gene_3197048,2
gene_3595902,2
gene_3486795,2
gene_3295259,2
gene_3396826,2
gene_3652287,2
gene_3205727,2
gene_4533759,2
gene_4453802,2
gene_3788537,2
gene_4352019,2
gene_4261394,2
gene_3253009,2
gene_2046147,2
gene_2486712,2
gene_2629228,2
gene_3381685,2
gene_4277413,2
gene_4509132,2
gene_3539931,2
gene_4148259,2
gene_3618145,2
gene_4395651,2
gene_3413249,2
gene_3949169,2
gene_3351272,2
gene_3781609,2
gene_3174802,2
gene_3709872,2
gene_4594325,2
gene_4313999,2
gene_3565110,2
gene_3918516,2
gene_2767020,2
gene_4488724,2
gene_3684685,2
gene_4370324,2
gene_4559395,2
gene_2755039,2
gene_3470467,2
gene_3344485,2
gene_4325754,2
gene_3539537,2
gene_3765088,2
gene_4143933,2
gene_2891148,2
gene_4328213,2
gene_3845558,2
gene_3261743,2
gene_4488150,2
gene_4505006,2
gene_3067869,2
gene_4294084,2
gene_4561701,2
gene_3516831,2
gene_3519087,2
gene_4225267,2
gene_4267150,2
gene_4211151,2
gene_4202343,2
gene_3761938,2
gene_3773575,2
gene_4052200,2
gene_3805965,2
gene_3499065,2
gene_3176464,2
gene_4348600,2
gene_3310694,2
gene_3624880,2
gene_2331054,2
gene_3089472,2
gene_4222658,2
gene_4607537,2
gene_4417925,2
gene_4416863,2
gene_3711728,2
gene_4155471,2
gene_3045329,2
gene_3349351,2
gene_4320661,2
gene_3854148,2
gene_3971740,2
gene_3405417,2
gene_3832289,2
gene_4359875,2
gene_4091288,2
gene_3952668,2
gene_4627468,2
gene_4136422,2
gene_4066034,2
gene_4235044,2
gene_3833958,2
gene_4145694,2
gene_4431957,2
gene_4228444,2
gene_3547944,2
gene_3308587,2
gene_2475523,2
gene_4069993,2
gene_2462661,2
gene_4518280,2
gene_4171592,2
gene_4301859,2
gene_4209427,2
gene_3834297,2
gene_2133280,2
gene_3711313,2
gene_3918408,2
gene_3823972,2
gene_4596904,2
gene_4581415,2
gene_4606177,2
gene_2909390,2
gene_2461293,2
gene_4189945,2
gene_3548948,2
gene_2483710,2
gene_2286044,2
gene_3094408,2
gene_3949523,2
gene_4493785,2
gene_2906736,2
gene_3614203,2
gene_4108678,2
gene_2821144,2
gene_4048939,2
gene_3656676,2
gene_4081030,2
gene_4542224,2
gene_2703749,2
gene_3723058,2
gene_3730927,2
gene_3609387,2
gene_4158282,2
gene_2654505,2
gene_2901590,2
gene_4011805,2
gene_3267102,2
gene_4262173,2
gene_3274395,2
gene_4610192,2
gene_4060129,2
gene_3865685,2
gene_4004830,2
gene_2728486,2
gene_3435686,2
gene_2195785,2
gene_4215123,2
gene_2517281,2
gene_4526344,2
gene_2836500,2
gene_4266273,2
gene_3537208,2
gene_3992338,2
gene_3698970,2
gene_3047994,2
gene_3684566,2
gene_3960715,2
gene_3800440,2
gene_4449780,2
gene_3177948,2
gene_4552696,2
gene_3957890,2
gene_4043140,2
gene_4607838,2
gene_4469078,2
gene_3212965,2
gene_4014999,2
gene_2286819,2
gene_3224902,2
gene_4270827,2
gene_3171787,2
gene_3568558,2
gene_2798821,2
gene_2124406,2
gene_3201218,2
gene_3968457,2
gene_2873496,2
gene_2888483,2
gene_3866029,2
gene_4197320,2
gene_3888375,2
gene_3333171,2
gene_3985071,2
gene_3081595,2
gene_3258482,2
gene_4588639,2
gene_3195146,2
gene_3019709,2
gene_3847735,2
gene_4479105,2
gene_3364256,2
gene_3551286,2
gene_4061716,2
gene_3397535,2
gene_4465487,2
gene_4045748,2
gene_4003409,2
gene_2162202,2
gene_2937271,2
gene_1994827,2
gene_3833348,2
gene_4560916,2
gene_3455915,2
gene_3594858,2
gene_2637768,2
gene_4038355,2
gene_4584020,2
gene_3545705,2
gene_4545804,2
gene_3620817,2
gene_3135121,2
gene_3613143,2
gene_4019097,2
gene_2885456,2
gene_3573162,2
gene_2230332,2
gene_4012713,2
gene_4048081,2
gene_4257488,2
gene_4351077,2
gene_3165623,2
gene_2143144,2
gene_4528964,2
gene_3447597,2
gene_3288635,2
gene_4578071,2
gene_3529499,2
gene_4591891,2
gene_3818491,2
gene_4010774,2
gene_3634582,2
gene_3640957,2
gene_3425094,2
gene_3815274,2
gene_3566367,2
gene_4470648,2
gene_3230140,2
gene_3609896,2
gene_4522991,2
gene_3017741,2
gene_3980803,2
gene_2430609,2
gene_4576217,2
gene_3482801,2
gene_3388131,2
gene_3788202,2
gene_4419432,2
gene_4409514,2
gene_4148287,2
gene_4580674,2
gene_4618185,2
gene_4060473,2
gene_1990834,2
gene_3839962,2
gene_2974350,2
gene_4399148,2
gene_2929837,2
gene_4619420,2
gene_3657334,2
gene_3379681,2
gene_2734117,2
gene_3436015,2
gene_4284847,2
gene_2980620,2
gene_3902887,2
gene_3389438,2
gene_2959335,2
gene_3401464,2
gene_4355732,2
gene_4340334,2
gene_4553981,2
gene_2859049,2
gene_2603283,2
gene_3468077,2
gene_3660257,2
gene_3360876,2
gene_3247591,2
gene_4444226,2
gene_2891094,2
gene_3714699,2
gene_4143093,2
gene_4439748,2
gene_2774620,2
gene_4605175,2
gene_4576240,2
gene_2645795,2
gene_4377391,2
gene_4143105,2
gene_2490946,2
gene_3273921,2
gene_3689186,2
gene_4230122,2
gene_4075267,2
gene_3910742,2
gene_4032093,2
gene_4443771,2
gene_3867439,2
gene_3906614,2
gene_3804184,2
gene_2809175,2
gene_3443997,2
gene_2532840,2
gene_3492503,2
gene_3532074,2
gene_3499981,2
gene_4464499,2
gene_3681545,2
gene_4222651,2
gene_3448636,2
gene_4080909,2
gene_3127757,2
gene_4202548,2
gene_3617709,2
gene_4137615,2
gene_3124341,2
gene_3221598,2
gene_2938772,2
gene_3208046,2
gene_4016302,2
gene_3838843,2
gene_4190885,2
gene_2811120,2
gene_2268383,2
gene_3793678,2
gene_2224569,2
gene_4333142,2
gene_3257592,2
gene_3445221,2
gene_2789308,2
gene_3531997,2
gene_2624410,2
gene_2900973,2
MC-6-1_GL0034507,2
gene_3160246,2
gene_3366865,2
gene_4123516,2
gene_4400279,2
gene_4620076,2
gene_4466236,2
gene_4426248,2
gene_3801444,2
gene_3840120,2
gene_3399689,2
gene_3862879,2
gene_3586114,2
gene_3883167,2
gene_2449303,2
gene_4119377,2
gene_4363888,2
gene_3870569,2
gene_3682549,2
gene_3858137,2
gene_3711702,2
gene_3797714,2
gene_4062216,2
gene_4319138,2
gene_3978976,2
gene_2539602,2
gene_3473284,2
gene_3053584,2
gene_4554195,2
gene_3646398,2
gene_3203115,2
gene_4507601,2
gene_4541510,2
gene_4130458,2
gene_3460247,2
gene_3571786,2
gene_4117353,2
gene_2908705,2
10_GL0099348,2
gene_4623317,2
gene_4350204,2
gene_1567481,2
gene_4389029,2
gene_2952955,2
gene_4296859,2
gene_3972638,2
gene_4009285,2
gene_3828126,2
gene_3960962,2
gene_4119315,2
gene_3851082,2
gene_3916355,2
gene_4146068,2
gene_4333199,2
gene_4271033,2
gene_2033800,2
gene_2209017,2
gene_3044856,2
gene_3588907,2
gene_3441086,2
gene_4195804,2
gene_2434098,2
gene_3994608,2
gene_3773728,2
gene_4620732,2
gene_3659057,2
gene_3613621,2
gene_3986720,2
gene_3179811,2
gene_3994961,2
gene_4067297,2
gene_4550632,2
gene_3263532,2
gene_2559944,2
gene_4416057,2
gene_4305396,2
gene_4581129,2
gene_3500732,2
gene_3333565,2
gene_3341701,2
gene_3998049,2
gene_3928104,2
gene_3747980,2
gene_3559147,2
gene_3715693,2
gene_2631547,2
gene_4264460,2
gene_4533639,2
gene_3516765,2
gene_4169272,2
gene_4522793,2
gene_3389902,2
gene_4537683,2
gene_3125652,2
gene_3126075,2
gene_4478453,2
gene_4574499,2
gene_3139383,2
gene_2974577,2
gene_3621005,2
gene_2682401,2
gene_3946609,2
gene_3755717,2
gene_2683657,2
gene_4425983,2
gene_4379458,2
gene_4509965,2
gene_2203305,2
gene_3677582,2
gene_4275466,2
gene_3200880,2
gene_4055320,2
gene_2515316,2
gene_4157699,2
gene_4395687,2
gene_4580959,2
gene_4279487,2
gene_4382702,2
gene_2999081,2
gene_4547639,2
gene_3703376,2
gene_3436117,2
gene_4242777,2
gene_3428454,2
gene_3539313,2
gene_3576076,2
gene_3895548,2
gene_3990503,2
gene_2695468,2
gene_4446491,2
gene_3796469,2
gene_3116141,2
gene_4542195,2
gene_4628767,2
gene_3688347,2
gene_3916850,2
gene_3545708,2
gene_3360101,2
gene_4634717,2
gene_4602147,2
gene_3445776,2
gene_4423529,2
gene_4458442,2
gene_2130963,2
gene_2901745,2
gene_4573220,2
gene_3846387,2
gene_3074912,2
gene_3192909,2
gene_4171336,2
gene_4488964,2
gene_4203943,2
gene_2733420,2
gene_4119541,2
gene_4600943,2
gene_3417042,2
gene_3027436,2
gene_3998415,2
gene_4492707,2
gene_3460590,2
gene_3518821,2
gene_2449304,2
gene_3077909,2
gene_2574838,2
gene_3994910,2
gene_4396946,2
gene_3023125,2
gene_2673999,2
gene_3640130,2
gene_4634274,2
gene_3125127,2
gene_4545055,2
gene_4025276,2
gene_4129435,2
gene_4087069,2
gene_3667161,2
gene_3931386,2
gene_4159938,2
gene_2436611,2
gene_3895390,2
gene_2706069,2
gene_2894032,2
gene_4017458,2
gene_3925128,2
gene_2807486,2
gene_3500471,2
gene_2119516,2
gene_3217245,2
gene_4524559,2
gene_3695630,2
gene_3473487,2
gene_3076051,2
gene_2933950,2
gene_3896474,2
gene_3531331,2
gene_3198484,2
gene_3865799,2
gene_3866628,2
gene_3746024,2
gene_4469562,2
gene_3908960,2
gene_4339364,2
gene_4241776,2
gene_4109181,2
gene_3004032,2
gene_4566379,2
gene_3899506,2
gene_2487055,2
gene_3150936,2
gene_4301054,2
gene_3663073,2
gene_3070040,2
gene_3921864,2
gene_4462507,2
gene_4029736,2
gene_4265038,2
gene_4143219,2
gene_2626347,2
gene_2353053,2
gene_3416785,2
gene_3266512,2
gene_4059224,2
gene_4307239,2
gene_3928989,2
gene_4400752,2
gene_3937877,2
gene_3885221,2
gene_3893158,2
gene_2612011,2
gene_3251169,2
gene_2544025,2
gene_3400285,2
gene_2889536,2
gene_4035936,2
gene_3119672,2
gene_4528965,2
gene_3530395,2
gene_3104519,2
gene_4550454,2
gene_2965730,2
gene_4466574,2
gene_4409129,2
gene_4126875,2
gene_2495353,2
gene_3297059,2
gene_2913182,2
gene_3095570,2
gene_4215771,2
gene_2741016,2
gene_4600187,2
gene_4037468,2
gene_4540038,2
gene_3995215,2
gene_4254528,2
gene_3264481,2
gene_3682509,2
gene_4489801,2
gene_3320423,2
gene_2910046,2
gene_2825525,2
gene_3335491,2
gene_4549284,2
gene_3962540,2
gene_4134950,2
gene_3588034,2
gene_2737075,2
gene_4513494,2
gene_4279394,2
gene_4446040,2
gene_3482284,2
gene_4163125,2
gene_4639344,2
gene_2342700,2
gene_3221508,2
gene_3966589,2
gene_3308670,2
gene_4511003,2
gene_3120096,2
gene_4360842,2
gene_3623308,2
gene_3835500,2
gene_3455633,2
gene_3108308,2
gene_2241567,2
gene_3695752,2
gene_4490549,2
gene_2837095,2
gene_3788697,2
gene_2862188,2
gene_3257721,2
gene_2860149,2
gene_2217111,2
gene_4154587,2
gene_3935920,2
gene_4512451,2
gene_2853709,2
gene_3905193,2
gene_2248069,2
gene_2656840,2
gene_4328382,2
gene_3652567,2
gene_2693902,2
gene_3006095,2
gene_4061496,2
gene_3941769,2
gene_3728544,2
gene_4036469,2
gene_2591806,2
gene_4364068,2
gene_3920430,2
gene_2253024,2
gene_4595034,2
gene_4478673,2
gene_2760311,2
gene_3588033,2
gene_3894916,2
gene_2987893,2
gene_3667038,2
gene_4378792,2
gene_2696742,2
gene_3074399,2
gene_4457486,2
gene_3611814,2
gene_4630680,2
gene_3978024,2
gene_3497981,2
gene_3571086,2
gene_3847958,2
gene_3144336,2
gene_3287493,2
gene_3016150,2
gene_3554563,2
gene_4257986,2
gene_3586119,2
gene_3564548,2
gene_4430553,2
gene_3801316,2
gene_3156816,2
gene_4253287,2
gene_4588859,2
gene_2789018,2
gene_4290523,2
gene_4596644,2
gene_2659376,2
gene_2942321,2
gene_3156188,2
gene_3589024,2
gene_3444370,2
gene_4381308,2
gene_2895408,2
6-7_GL0031211,2
gene_4362835,2
gene_2667300,2
gene_3256157,2
gene_4505404,2
gene_4335624,2
gene_4377050,2
gene_3304275,2
gene_4142639,2
gene_4555918,2
gene_3801808,2
gene_4557543,2
gene_4402472,2
gene_4102745,2
gene_4591285,2
gene_3385990,2
gene_3794420,2
gene_3120118,2
gene_4565945,2
gene_2858142,2
gene_3985739,2
gene_3205655,2
gene_3487283,2
gene_3750294,2
gene_3468886,2
gene_3709410,2
gene_3300951,2
gene_3917767,2
gene_3595717,2
gene_2296451,2
gene_4161335,2
gene_2789777,2
gene_4094879,2
gene_3951352,2
gene_3082585,2
gene_2400370,2
gene_2474843,2
gene_2818837,2
gene_3738713,2
gene_4419091,2
gene_3025199,2
gene_3727432,2
gene_3178740,2
gene_3732671,2
gene_3586292,2
gene_4028729,2
gene_4257919,2
gene_2486357,2
gene_3860984,2
gene_4162237,2
gene_4494868,2
gene_4601082,2
gene_4021229,2
gene_3637882,2
gene_3666124,2
gene_4347463,2
gene_4381453,2
gene_4390540,2
gene_3777283,2
gene_3892309,2
gene_4091453,2
gene_3662765,2
gene_3108426,2
gene_3956513,2
gene_2869454,2
gene_3375342,2
gene_4011382,2
gene_3601892,2
gene_2645706,2
gene_3943662,2
gene_2669838,2
gene_4247489,2
gene_4623254,2
gene_4315638,2
gene_3650341,2
gene_4421469,2
gene_3562241,2
gene_4208171,2
gene_3454723,2
gene_3631430,2
gene_4613091,2
gene_2887774,2
gene_2456154,2
gene_3770750,2
gene_2845405,2
gene_3675867,2
gene_4151157,2
gene_3112992,2
gene_2285698,2
gene_3701063,2
gene_3641544,2
gene_3613222,2
gene_3347159,2
gene_4473847,2
gene_2991562,2
gene_4283512,2
gene_3421145,2
gene_4244955,2
AF73-05_13_GL0080940,2
gene_4106765,2
gene_4029911,2
gene_3860177,2
gene_2893515,2
gene_4569698,2
gene_3840049,2
gene_3282936,2
gene_3596125,2
gene_4129477,2
gene_3520012,2
gene_3697973,2
gene_3030897,2
gene_4083677,2
gene_1621570,2
gene_2693904,2
gene_3652744,2
gene_4217658,2
gene_4295967,2
gene_3047284,2
gene_3186562,2
gene_2835052,2
gene_3791539,2
gene_2859617,2
gene_3952810,2
gene_3019222,2
gene_3987268,2
gene_2659076,2
gene_4325845,2
gene_3415896,2
Chow_7_GL0265330,2
gene_2772898,2
gene_4572867,2
gene_3908782,2
gene_4270348,2
gene_4360389,2
gene_4632454,2
gene_4197667,2
gene_4621657,2
gene_3852834,2
gene_2308894,2
gene_3553303,2
gene_3984840,2
gene_3908447,2
gene_4354044,2
gene_3752669,2
gene_4479760,2
gene_2547207,2
gene_4519044,2
gene_2594362,2
gene_4131655,2
gene_2539309,2
gene_3312271,2
gene_3827354,2
gene_3891405,2
gene_2918852,2
gene_4543419,2
gene_3809262,2
gene_4290379,2
gene_3594626,2
gene_3054315,2
gene_3673706,2
gene_3201448,2
gene_2114559,2
gene_4556994,2
gene_2950842,2
gene_2598026,2
gene_4223916,2
gene_3644805,2
gene_4147252,2
gene_4319139,2
gene_3406307,2
gene_4349636,2
gene_3310918,2
gene_3621477,2
gene_4358676,2
gene_4522794,2
gene_4027162,2
gene_4568625,2
gene_3839142,2
gene_4429921,2
gene_4481985,2
gene_3814430,2
gene_3044332,2
gene_2947105,2
gene_2552714,2
gene_2674886,2
gene_3455932,2
gene_4293142,2
gene_3647514,2
gene_3338695,2
gene_4019990,2
gene_3521630,2
gene_2472550,2
gene_3543902,2
gene_2637268,2
gene_3192043,2
gene_3609751,2
gene_4021487,2
gene_4178931,2
gene_3415238,2
gene_3449015,2
gene_4569294,2
gene_3562042,2
gene_3895354,2
gene_4332688,2
gene_4434335,2
gene_4576622,2
gene_3533499,2
gene_3885114,2
gene_4617700,2
gene_2556512,2
gene_3684323,2
gene_4472684,2
gene_2664239,2
gene_4276943,2
gene_4443823,2
gene_4053004,2
gene_4488384,2
gene_3460216,2
gene_4354944,2
gene_3438845,2
gene_2893501,2
gene_3329780,2
gene_3659997,2
gene_2205590,2
gene_3144261,2
gene_4268230,2
gene_4311579,2
gene_3507166,2
gene_4114060,2
gene_3234845,2
3-2_GL0061671,2
gene_3319847,2
gene_4176911,2
gene_2823710,2
gene_3714260,2
gene_3037556,2
gene_3668101,2
gene_2064727,2
gene_4619525,2
gene_3465591,2
gene_3561553,2
gene_3146912,2
gene_3137625,2
gene_3687515,2
gene_3907264,2
gene_3465669,2
gene_2820867,2
gene_2757120,2
gene_4337050,2
gene_3540288,2
gene_3911352,2
gene_4615171,2
gene_3719386,2
gene_3670301,2
gene_4024846,2
gene_3830786,2
gene_3807741,2
gene_3756653,2
gene_4223251,2
gene_3049025,2
gene_3588963,2
gene_2931403,2
gene_3992434,2
gene_2794957,2
gene_4447500,2
gene_4475333,2
gene_3529162,2
gene_2583104,2
gene_3733251,2
gene_4606107,2
gene_2228970,2
gene_4473507,2
gene_4387605,2
gene_4260857,2
gene_4054188,2
gene_3901790,2
gene_3334338,2
gene_2455790,2
gene_4167068,2
gene_3365542,2
gene_3454738,2
gene_3350197,2
gene_3220641,2
gene_3978499,2
gene_2596816,2
gene_4282348,2
gene_3426736,2
gene_4134458,2
gene_4514766,2
gene_4318807,2
gene_2404970,2
gene_2396039,2
gene_3458270,2
gene_3905455,2
gene_4098748,2
gene_4269899,2
gene_3766416,2
gene_3932236,2
gene_2727057,2
gene_3398482,2
gene_3961729,2
gene_4439171,2
gene_3494140,2
gene_3573408,2
gene_3749625,2
gene_2899877,2
gene_3868155,2
gene_4007984,2
gene_3357214,2
gene_4525343,2
gene_4227203,2
gene_3435803,2
gene_4098576,2
gene_4489829,2
gene_3874411,2
gene_3957686,2
gene_3843079,2
gene_3110631,2
gene_2827638,2
gene_4049916,2
gene_3204872,2
gene_4088640,2
gene_4349374,2
gene_4402251,2
gene_3962530,2
gene_2799072,2
gene_3328828,2
gene_4596345,2
gene_4083860,2
gene_4087397,2
gene_3912747,2
gene_4149967,2
gene_3994150,2
gene_2718993,2
gene_4586695,2
gene_4306943,2
gene_3678860,2
gene_4388608,2
gene_4131361,2
gene_3576924,2
gene_2479492,2
gene_4317556,2
gene_3657045,2
gene_2556909,2
gene_3858701,2
gene_2615953,2
gene_4384895,2
gene_4414052,2
gene_4442804,2
gene_4172047,2
gene_3091839,2
gene_4399571,2
gene_3669942,2
gene_4018799,2
gene_4239983,2
gene_3196592,2
gene_3601511,2
gene_3198846,2
gene_4146604,2
gene_4524249,2
gene_3556814,2
gene_3698787,2
gene_4167996,2
gene_3466679,2
gene_3914442,2
gene_3077525,2
gene_4347148,2
gene_3028280,2
gene_4367697,2
gene_2848220,2
gene_4511286,2
gene_4154590,2
gene_4395490,2
gene_4251923,2
gene_2969929,2
gene_2533336,2
gene_4149801,2
gene_4153502,2
gene_4051894,2
gene_3653834,2
gene_3475110,2
gene_4386687,2
gene_4065798,2
gene_4195244,2
gene_3758615,2
gene_3703739,2
gene_4263840,2
gene_4359401,2
gene_4362916,2
gene_4261474,2
gene_4316301,2
gene_4008570,2
gene_4557740,2
gene_3121109,2
gene_3138361,2
gene_3722046,2
gene_2719079,2
gene_4511734,2
gene_3770238,2
gene_3922178,2
gene_4411309,2
gene_3463878,2
gene_4603050,2
gene_3803264,2
gene_3833691,2
gene_3879237,2
gene_3522344,2
