gene,noFMT_4_jejunum
OB-1_7_GL0045465,3
gene_2536054,3
NZ_AUGK01000013.1_cds_WP_028027250.1_1947,3
gene_3186953,3
gene_4203075,3
gene_4108200,3
HF-F_9_GL0015750,3
11_GL0051878,3
DSM22607_10_GL0011324,3
2-4_GL0105404,3
MC-0-1_GL0029773,3
gene_739957,3
3-5_GL0065620,3
gene_3322768,3
4-6_GL0034166,3
gene_4310429,3
11_GL0066810,3
NZ_RAYX01000090.1_cds_WP_120377522.1_1769,3
G1-5A_GL0092982,3
gene_1155470,3
2-1_GL0063276,3
gene_2004499,3
7-7_GL0073518,3
S-Fe3_GL0185815,3
Group2-4A_GL0151321,3
7-4_GL0050113,3
NZ_AUGK01000005.1_cds_WP_028026489.1_999,3
S-Fe10_GL0085285,3
OB-1_1_GL0407681,3
gene_2815193,3
11_GL0141812,3
gene_583327,3
gene_3747106,3
HF-F_4_GL0266876,3
MC-0-3_GL0035802,3
gene_3854067,3
G1-7A_GL0009543,3
7-3_GL0058184,3
S-Fe11_GL0130364,3
3-7_GL0075144,3
S-Fe11_GL0105190,3
Food_10_GL0252264,3
gene_3728685,3
gene_2811120,3
11_GL0045175,3
gene_3812019,3
2-1_GL0108259,3
gene_2529627,3
1-6_GL0005074,3
8-4_GL0065375,3
Group2-5A_GL0050057,3
gene_4581950,3
gene_3168050,3
5-6_GL0043372,3
gene_3498408,3
gene_4188406,3
gene_2145678,3
gene_1696546,3
1-6_GL0021670,3
gene_1178083,3
gene_2823340,3
2A-dyr14-06_GL0015006,3
MC-0-1_GL0113327,3
ERR1211980_Scaf87_3521,3
NZ_RAYV01000001.1_cds_WP_120359041.1_702,3
38_GL0083257,3
S-Fe10_GL0096511,3
MH-0-5_GL0035164,3
gene_645801,3
HF-S_2_GL0121377,3
gene_928708,3
S-Fe1_GL0175229,3
AF73-05_11_GL0163446,3
gene_32450,3
gene_3797002,3
gene_2937459,3
NZ_RAYV01000007.1_cds_WP_022858016.1_1575,3
gene_469754,3
gene_2625087,3
S-Fe2_GL0003757,3
14_GL0094730,3
gene_1985094,3
gene_3363163,3
11_GL0084915,3
S-Fe11_GL0047194,3
NZ_RAYV01000011.1_cds_WP_095508122.1_85,3
gene_878483,3
gene_2922732,3
NZ_KB822434.1_cds_WP_004044749.1_1041,3
Food_5_GL0115156,3
Group2-5A_GL0104546,3
gene_3663491,3
gene_1336027,3
4-1_GL0048662,3
7-4_GL0069974,3
S-Fe6_GL0086443,3
3-5_GL0031003,3
NZ_RAYV01000001.1_cds_WP_120359013.1_654,3
11_GL0127304,3
6-1_GL0069585,3
gene_810481,3
Chow_1_GL0044838,3
2-1_GL0010242,3
2-1_GL0007705,3
gene_1841383,3
DSM22607_7_GL0287407,3
G1-5A_GL0125966,3
gene_2703003,3
S-Fe1_GL0036199,3
gene_3482300,3
MC-0-3_GL0044669,3
gene_2386830,3
51_GL0071220,3
S-Fe10_GL0166829,3
4-7_GL0043194,3
3-3_GL0000961,3
gene_450301,3
gene_3432650,3
2A-dyr13-07_GL0037959,3
gene_3967684,3
gene_4198407,3
S-Fe10_GL0026595,3
2-7_GL0031545,3
QGGY01000002.1_cds_PWJ78089.1_973,3
gene_4016489,3
NZ_RAYV01000007.1_cds_WP_120359572.1_1522,3
17_GL0052723,3
NZ_RAYV01000002.1_cds_WP_120359231.1_993,3
S-Fe10_GL0143899,3
gene_1107259,3
MC-6-4_GL0018049,3
gene_3618379,3
1A-dyr5-06_GL0059723,3
2-8_GL0049667,3
MH-6-4_GL0072008,3
gene_3701063,3
gene_4406789,3
7-8_GL0113265,3
Chow_6_GL0168234,3
G1-7A_GL0156134,3
gene_4615268,3
G1-4A_GL0000012,3
gene_3518269,3
HF-F_1_GL0200863,3
gene_3685232,3
NZ_KB822441.1_cds_WP_004068260.1_6,3
37_GL0031090,3
NZ_RAYX01000067.1_cds_WP_120377366.1_1514,3
2-4_GL0056041,3
gene_1347419,3
gene_2699247,3
gene_3709274,3
MC-0-1_GL0015016,3
Group2-1A_GL0040699,3
gene_970458,3
NZ_CP021421.1_cds_WP_068960830.1_2072,3
5-8_GL0016676,3
2-1_GL0056399,3
7-3_GL0060505,3
2A-dyr13-07_GL0028259,3
MH-0-5_GL0020767,3
gene_385609,3
ERR1211992_Scaf3_293,3
S-Fe10_GL0056492,3
gene_641806,3
gene_2470343,3
OB-1_5_GL0050544,3
Chow_5_GL0126291,3
Chow_3_GL0133987,3
45_GL0136828,3
MC-0-3_GL0016796,3
2-4_GL0052283,3
MH-6-2_GL0102048,3
gene_3466410,3
7-4_GL0087900,3
gene_1366714,3
G1-6A_GL0020422,3
AF73-05_13_GL0078348,3
gene_3604548,3
S-Fe13_GL0034561,3
1-1_GL0081097,3
11_GL0088170,3
gene_2124933,3
HF-F_1_GL0063071,3
3-7_GL0048111,3
Food_8_GL0325529,3
gene_3014021,3
HF-F_1_GL0010172,3
3-5_GL0090247,3
HF-F_1_GL0033799,3
HF-F_1_GL0019198,3
4-1_GL0020848,3
NZ_RAYF01000155.1_cds_469,3
gene_938225,3
S-Fe8_GL0104314,3
6-8_GL0050501,3
gene_1356558,3
gene_636435,3
6-2_GL0088401,3
S-Fe20_GL0034848,3
gene_2036254,3
Food_11_GL0109887,3
55_GL0130476,3
MC-0-1_GL0017660,3
gene_3994718,3
HF-S_2_GL0253810,3
gene_3466876,3
1-8_GL0031410,3
gene_1724517,3
S-Fe3_GL0174996,3
HF-F_1_GL0221585,3
gene_454651,3
11_GL0051872,3
gene_2296418,3
gene_1260247,3
55_GL0075511,3
gene_1142422,3
MC-6-4_GL0013374,3
Chow_5_GL0272900,3
gene_1240685,3
gene_2566085,3
NZ_KE159646.1_cds_WP_016309106.1_849,3
gene_2969942,3
gene_486706,3
NZ_QIBY01000001.1_cds_WP_123184776.1_368,3
32_GL0084140,3
MH-0-3_GL0067821,3
5-1_GL0024865,3
8-2_GL0005056,3
gene_2946262,3
11_GL0013956,3
NZ_RAYV01000009.1_cds_WP_026644107.1_1666,3
2A-dyr13-07_GL0023374,3
gene_2614120,3
gene_486626,3
gene_3531582,3
2-1_GL0122209,3
2_GL0113029,3
gene_1757536,3
MH-0-5_GL0013355,3
gene_548300,3
gene_2819381,3
Food_13_GL0184798,3
2A-dyr13-07_GL0020543,3
Food_11_GL0009183,3
4-1_GL0055089,3
gene_4478363,3
gene_2616456,3
1A-dyr4-07_GL0079487,3
S-Fe6_GL0206480,3
gene_1556361,3
Chow_5_GL0224286,3
gene_3590741,3
NZ_RAYV01000001.1_cds_WP_120359071.1_757,3
gene_2664442,3
HF-F_1_GL0230498,3
NZ_CP021421.1_cds_WP_068960573.1_2415,3
7-6_GL0050423,3
NZ_RAYX01000114.1_cds_WP_120377624.1_95,3
S-Fe10_GL0023887,3
11_GL0014317,3
NZ_RAZA01000026.1_cds_WP_120479743.1_1868,3
3-7_GL0055207,3
gene_4442081,3
gene_4172047,3
1-1_GL0035577,3
Food_10_GL0021015,3
gene_518193,3
32_GL0119492,3
Food_11_GL0229876,3
32_GL0052486,3
gene_1501923,3
S-Fe11_GL0021923,3
gene_2492069,3
NZ_RAYW01000004.1_cds_WP_121698168.1_1922,3
gene_2444819,3
Food_7_GL0106311,3
gene_4333103,3
S-Fe11_GL0046563,3
gene_1708125,3
gene_4051575,3
55_GL0064988,3
gene_2997283,3
gene_2631891,3
gene_3719975,3
2A-dyr13-07_GL0025362,3
3-1_GL0077794,3
AF73-05_13_GL0102706,3
gene_449089,3
gene_2395807,3
2-3_GL0089843,3
Food_11_GL0034348,3
5-6_GL0062441,3
2-4_GL0055203,3
HF-F_10_GL0005106,3
11_GL0046267,3
gene_1578571,3
G1-1A_GL0081094,3
HF-S_9_GL0074597,3
gene_2173035,3
OB-1_6_GL0108000,3
gene_2825449,3
G1-1A_GL0062431,3
AF73-05_6_GL0226009,3
HF-F_1_GL0103833,3
gene_3591480,3
8-4_GL0038835,3
MH-0-5_GL0091130,3
ERR1212009_Scaf5_264,3
gene_1947881,3
gene_3240539,3
HF-F_11_GL0121534,3
AF73-05_4_GL0375136,3
gene_793428,3
11_GL0003546,3
S-Fe10_GL0123170,3
Chow_5_GL0306955,3
24_GL0105475,3
S-Fe7_GL0119617,3
gene_1568764,3
gene_3164823,3
gene_1452752,3
2-6_GL0007529,3
gene_4015713,3
2-4_GL0046267,3
gene_3753196,3
MC-6-1_GL0013124,3
gene_2173901,3
S-Fe10_GL0067548,3
gene_1831143,3
HF-F_5_GL0048582,3
gene_109656,3
NZ_RAYB01000069.1_cds_WP_121708479.1_3353,3
gene_3681061,3
6-2_GL0081442,3
gene_2171762,3
S-Fe10_GL0036146,3
gene_3448178,3
gene_4096661,3
5-8_GL0074576,3
NZ_KB822486.1_cds_WP_004060029.1_3183,3
20_GL0064404,3
Chow_8_GL0031881,3
41_GL0111676,3
S-Fe11_GL0145197,3
8-6_GL0006413,3
HF-S_3_GL0198978,3
55_GL0133828,3
S-Fe10_GL0170840,3
gene_870003,3
8-5_GL0009039,3
NZ_RAYX01000090.1_cds_WP_120377521.1_1768,3
gene_2404140,3
S-Fe10_GL0086261,3
gene_3295618,3
gene_3709722,3
G1-6A_GL0082009,3
OB-1_2_GL0036301,3
gene_1038854,3
gene_1256528,3
AF73-05_13_GL0317672,3
2-5_GL0059351,3
Food_9_GL0263762,3
Chow_1_GL0014209,3
HF-F_10_GL0196381,3
NZ_AUGK01000011.1_cds_WP_028027116.1_1796,3
S-Fe5_GL0000986,3
S-Fe7_GL0235233,3
gene_1109389,3
gene_760198,3
NZ_KB822442.1_cds_WP_004070225.1_1001,3
Group2-5A_GL0031534,3
gene_4527352,3
gene_4466769,3
gene_3456454,3
gene_3979536,3
gene_474037,3
DSM22607_4_GL0067360,3
NZ_RAYV01000001.1_cds_WP_120359126.1_837,3
HF-F_1_GL0223630,3
NZ_QZFS01000002.1_cds_WP_129173900.1_4085,3
gene_3788331,3
gene_1767393,3
AF73-05_14_GL0121346,3
Group2-5A_GL0120629,3
gene_3381363,3
S-Fe4_GL0071049,3
4-1_GL0016103,3
gene_4398594,3
8-6_GL0089186,3
gene_2920521,3
1-1_GL0001660,3
2-1_GL0100384,3
gene_4622268,3
gene_944284,3
gene_4464232,3
Group2-1A_GL0069342,3
MC-6-5_GL0040680,3
Food_3_GL0260761,3
HF-S_10_GL0168831,3
11_GL0150082,3
gene_3588998,3
NZ_QIBY01000021.1_cds_WP_123186158.1_1762,3
45_GL0056201,3
AF73-05_6_GL0293370,3
10_GL0040613,3
MH-0-3_GL0004603,3
2A-dyr13-07_GL0040013,3
gene_1795905,3
NZ_RAYQ01000037.1_cds_WP_120472169.1_2646,3
G1-5A_GL0121489,3
3-5_GL0085281,3
gene_4000803,3
gene_4442938,3
HF-F_1_GL0273140,3
S-Fe10_GL0099299,3
2-4_GL0099314,3
4-8_GL0099024,3
gene_3262502,3
gene_1950130,3
1-3_GL0109496,3
NZ_RAYV01000012.1_cds_WP_022857827.1_100,3
7-4_GL0082651,3
4-4_GL0097808,3
gene_3708680,3
4-8_GL0057250,3
gene_4631336,3
11_GL0083522,3
gene_1356562,3
gene_3623717,3
16_GL0021474,3
gene_1016846,3
3-3_GL0059804,3
Food_5_GL0148734,3
3-5_GL0090388,3
gene_3848565,3
NZ_RAZA01000074.1_cds_WP_016222256.1_4017,3
S-Fe6_GL0123651,3
gene_3534695,3
2-1_GL0008670,3
gene_940648,3
gene_4084469,3
gene_3044413,3
gene_473354,3
NZ_OFSM01000016.1_cds_WP_103240487.1_1455,3
gene_4360014,3
gene_4574830,3
gene_3192496,3
gene_1056200,3
gene_109168,3
NZ_RAYV01000016.1_cds_WP_120359812.1_234,3
MH-0-3_GL0086967,3
gene_2761297,3
HF-F_1_GL0180939,3
gene_2149716,3
HF-F_13_GL0282222,3
S-Fe10_GL0080310,3
gene_2857140,3
33_GL0108222,3
DSM22607_3_GL0425252,3
Food_12_GL0192697,3
HF-F_4_GL0121145,3
G1-6A_GL0100184,3
2-1_GL0049807,3
NZ_CP021421.1_cds_WP_068959968.1_464,3
2-4_GL0093646,3
NZ_OFSM01000025.1_cds_WP_103241381.1_1209,3
gene_4410843,3
NZ_RAYX01000034.1_cds_WP_120377064.1_1048,3
Food_14_GL0298008,3
MH-0-3_GL0002014,3
S-Fe13_GL0046327,3
MC-6-2_GL0003202,3
18_GL0082616,3
gene_1065407,3
HF-F_4_GL0193750,3
gene_314032,3
gene_486691,3
20_GL0086496,3
Chow_2_GL0193632,3
NZ_KB822442.1_cds_WP_004070240.1_1004,3
gene_4232087,3
HF-F_4_GL0170072,3
gene_3139657,3
gene_1781237,3
gene_2907170,3
NZ_RAYV01000010.1_cds_WP_120359688.1_24,3
2-7_GL0026447,3
NZ_RAYE01000074.1_cds_WP_120446774.1_4666,3
gene_2238033,3
8-4_GL0005359,3
S-Fe10_GL0136828,3
gene_3484672,3
3-7_GL0017613,3
5-3_GL0012567,3
ERR1211992_Scaf1_32,3
gene_2675188,3
Chow_3_GL0144851,3
gene_3924166,3
Group2-6A_GL0003041,3
S-Fe10_GL0152765,3
gene_811921,3
8-3_GL0066462,3
gene_4173532,3
gene_258113,3
S-Fe19_GL0012631,3
HF-F_12_GL0153807,3
HF-F_1_GL0113429,3
gene_4332970,3
2-5_GL0002051,3
8-6_GL0020736,3
gene_3398292,3
G1-1A_GL0034630,3
HF-F_1_GL0224359,3
gene_3430067,3
gene_181049,3
S-Fe1_GL0176464,3
gene_3364977,3
S-Fe11_GL0115059,3
gene_700973,3
8-6_GL0068123,3
12_GL0023187,3
gene_3097411,3
MC-0-1_GL0020009,3
gene_3061465,3
gene_3546188,3
MC-0-1_GL0042896,3
2B-dyr19-06_GL0060430,3
gene_4211151,3
2A-dyr13-07_GL0009652,3
S-Fe11_GL0012742,3
Chow_5_GL0304778,3
2-3_GL0062860,3
32_GL0010783,3
S-Fe10_GL0000155,3
AF73-05_10_GL0267266,3
gene_246381,3
11_GL0122785,3
MC-6-2_GL0020467,3
31_GL0052351,3
9_GL0013345,3
gene_1083573,3
gene_4605752,3
S-Fe11_GL0084117,3
7-4_GL0102949,3
6-2_GL0090050,3
NZ_KB822503.1_cds_WP_083917354.1_5788,3
S-Fe10_GL0099296,3
4-1_GL0030943,3
11_GL0046263,3
gene_1462136,3
S-Fe20_GL0151752,3
gene_1598585,3
7-6_GL0021945,3
ERR1211992_Scaf7_732,3
7-4_GL0040602,3
gene_2686589,3
AF73-05_6_GL0080686,3
gene_1711624,3
S-Fe1_GL0151762,3
3-5_GL0081141,3
HF-F_1_GL0065534,3
Chow_4_GL0210037,3
10_GL0089958,3
gene_671354,3
gene_2942898,3
gene_1648310,3
gene_4277565,3
gene_1980382,3
NZ_RAYV01000016.1_cds_WP_120359814.1_236,3
gene_3584854,3
HF-S_4_GL0137232,3
gene_4126042,3
gene_508409,3
gene_3458180,3
HF-F_10_GL0335348,3
AF73-05_6_GL0174144,3
gene_1094967,3
S-Fe11_GL0009216,3
OB-1_11_GL0047016,3
7-8_GL0032680,3
2A-dyr16-06_GL0026065,3
MC-6-5_GL0092982,3
11_GL0055324,3
32_GL0052488,3
S-Fe12_GL0086804,3
5-8_GL0003312,3
Chow_5_GL0047865,3
S-Fe2_GL0019831,3
MH-0-5_GL0043515,3
2A-dyr14-06_GL0016432,3
gene_1662551,3
ERR1211992_Scaf1_67,3
S-Fe3_GL0136401,3
10_GL0034780,3
S-Fe15_GL0031089,3
gene_2703000,3
6-2_GL0029515,3
DSM22607_11_GL0147821,3
MC-6-1_GL0058617,3
Group2-2A_GL0008732,3
6-4_GL0029401,3
gene_1350144,3
AF73-05_6_GL0250749,3
Food_9_GL0017705,3
NZ_RAYB01000069.1_cds_WP_121708478.1_3352,3
G1-1A_GL0002588,3
MH-6-4_GL0070106,3
11_GL0122210,3
G1-1A_GL0060968,3
S-Fe15_GL0078521,3
gene_2387460,3
NZ_RAYH01000006.1_cds_WP_002524706.1_1077,3
HF-S_14_GL0252782,3
11_GL0102400,3
2B-dyr19-06_GL0001805,3
NZ_NHMR02000001.1_cds_WP_014697388.1_742,3
gene_553268,3
gene_4044806,3
gene_3392801,3
AF73-05_8_GL0354303,3
gene_1056199,3
11_GL0083926,3
HF-F_10_GL0136734,3
45_GL0002837,3
Food_1_GL0060213,3
MH-6-2_GL0001018,3
NZ_RAYX01000012.1_cds_WP_120376656.1_214,3
MC-0-1_GL0014189,3
6-2_GL0058636,3
gene_785360,3
gene_3229680,3
Group2-8A_GL0000665,3
2-1_GL0111274,3
Chow_5_GL0024790,3
NZ_RAYF01000043.1_cds_WP_120391765.1_2157,3
NZ_KB822499.1_cds_WP_004063514.1_4059,3
gene_3372932,3
2-1_GL0005346,3
Food_11_GL0004400,3
Chow_4_GL0189698,3
2A-dyr13-07_GL0026161,3
gene_848830,3
gene_1433377,3
gene_3446211,3
Food_10_GL0259144,3
21_GL0035397,3
gene_2923553,3
NZ_RAYV01000006.1_cds_WP_095507928.1_1451,3
gene_2933357,3
3-3_GL0072670,3
18_GL0089499,3
NZ_AUGK01000005.1_cds_WP_028026428.1_908,3
3-5_GL0063845,3
5-4_GL0041150,3
3-5_GL0005524,3
5-2_GL0046663,3
MH-0-4_GL0048736,3
gene_656748,3
6-2_GL0037709,3
2-1_GL0066461,3
NZ_RAZJ01000075.1_cds_WP_120390473.1_3167,3
gene_2176751,3
gene_2017540,3
1-8_GL0099411,3
8-2_GL0066391,3
gene_2150684,3
1-1_GL0072988,3
gene_3726647,3
53_GL0074021,3
S-Fe14_GL0005629,3
49_GL0017182,3
42_GL0033066,3
2A-dyr13-07_GL0027998,3
MC-0-1_GL0010207,3
gene_274837,3
HF-F_1_GL0009724,3
3_GL0061384,3
gene_2629884,3
Food_3_GL0049410,3
11_GL0082555,3
MC-6-1_GL0083798,3
gene_4489033,3
gene_2067736,3
gene_2050309,3
11_GL0112822,3
gene_3734576,3
MH-0-5_GL0026394,3
gene_3989823,3
gene_3478995,3
S-Fe10_GL0053520,3
gene_2220591,3
2A-dyr13-07_GL0005507,3
Group2-1A_GL0031551,3
NZ_RAYV01000003.1_cds_WP_022858691.1_1124,3
AF73-05_3_GL0033408,3
gene_3335491,3
MH-0-3_GL0090493,3
HF-F_1_GL0149884,3
NZ_QZFS01000159.1_cds_WP_129184442.1_1601,3
gene_4414796,3
G1-1A_GL0106068,3
Chow_5_GL0260573,3
gene_4463347,3
Group2-5A_GL0057399,3
G1-5A_GL0117920,3
gene_3285020,3
gene_1423684,3
Food_13_GL0168455,3
gene_3091038,3
29_GL0092563,3
7-1_GL0071233,3
2A-dyr13-07_GL0000608,3
MH-6-5_GL0134142,3
NZ_NHMR02000002.1_cds_WP_065523498.1_1184,3
HF-S_13_GL0386476,3
NZ_RAYV01000001.1_cds_WP_120358969.1_553,3
HF-S_10_GL0294242,3
gene_1748520,3
gene_3003648,3
NZ_KB822478.1_cds_WP_004056640.1_2004,3
2-8_GL0062018,3
Food_14_GL0020772,3
gene_3949670,3
Group2-8A_GL0065399,3
MC-6-2_GL0174431,3
HF-F_1_GL0277153,3
Food_14_GL0256635,3
Chow_1_GL0085346,3
11_GL0123433,3
HF-F_6_GL0180161,3
1-5_GL0002066,3
G1-5A_GL0058638,3
gene_2397569,3
MC-0-1_GL0090353,3
gene_3480383,3
gene_3553303,3
MC-0-1_GL0042116,3
gene_3455425,3
gene_2939657,3
gene_4032292,3
gene_2277523,3
gene_3111050,3
gene_2248639,3
gene_2459793,3
2A-dyr13-07_GL0025348,3
gene_2500054,3
gene_3572016,3
11_GL0002394,3
11_GL0064633,3
gene_899565,3
2-7_GL0008849,3
gene_1033882,3
gene_3326998,3
gene_798012,3
gene_4433224,3
8-6_GL0052141,3
gene_2196964,3
gene_1545183,3
1A-dyr2-07_GL0035917,3
gene_2459776,3
14_GL0123801,3
32_GL0040517,3
11_GL0051881,3
S-Fe16_GL0068513,3
gene_1964852,3
gene_1081214,3
gene_3695588,3
gene_4567652,3
gene_2503984,3
8-7_GL0059127,3
gene_795170,3
S-Fe11_GL0057870,3
gene_2846934,3
7-7_GL0026963,3
gene_2178491,3
2-1_GL0111181,3
gene_1785302,3
2-1_GL0083502,3
MC-0-1_GL0042106,3
HF-F_11_GL0123225,3
gene_1356565,3
S-Fe1_GL0135673,3
DSM22607_8_GL0003342,3
HF-S_14_GL0280110,3
gene_3594695,3
gene_2714150,3
1-4_GL0016402,3
42_GL0097280,3
gene_2895996,3
DSM22607_5_GL0008803,3
DSM22607_12_GL0093275,3
gene_1170076,3
gene_2285078,3
NZ_OFSM01000014.1_cds_1719,3
gene_151903,3
gene_1233882,3
gene_4466451,3
gene_2237442,3
gene_3577305,3
45_GL0151803,3
gene_3082657,3
S-Fe10_GL0042076,3
Group2-7A_GL0015930,3
8-6_GL0055626,3
gene_2247454,3
1-1_GL0103727,3
gene_2932727,3
gene_3166953,3
20_GL0164267,3
gene_4431803,3
gene_3208193,3
25_GL0074511,3
NZ_RAYX01000089.1_cds_WP_120377511.1_1758,3
2-1_GL0099559,3
gene_565785,3
NZ_RAYY01000041.1_cds_WP_120424448.1_3380,3
5-4_GL0038255,3
NZ_RAYX01000080.1_cds_WP_120377458.1_1657,3
11_GL0014319,3
S-Fe10_GL0079390,3
5_GL0041549,3
gene_1512903,3
gene_3535156,3
Group2-5A_GL0122741,3
gene_2201161,3
gene_3893494,3
gene_1584246,3
4-5_GL0057039,3
gene_4322998,3
gene_2689414,3
7-7_GL0034498,3
Food_5_GL0026903,3
gene_3019527,3
gene_1025902,3
5-1_GL0011000,3
G1-4A_GL0028001,3
MH-6-1_GL0010000,3
gene_1750800,3
1-1_GL0044127,3
AF73-05_1_GL0051267,3
2-1_GL0088521,3
gene_473362,3
gene_486648,3
24_GL0064882,3
Food_5_GL0232246,3
MH-6-1_GL0057409,3
gene_4434267,3
2A-dyr14-07_GL0000029,3
S-Fe10_GL0130343,3
2-4_GL0062050,3
2-1_GL0080861,3
gene_3541561,3
gene_3377691,3
gene_163468,3
gene_2170164,3
G1-7A_GL0008099,3
S-Fe10_GL0009046,3
14_GL0094729,3
NZ_RAYX01000181.1_cds_WP_120377805.1_534,3
G1-3A_GL0078676,3
gene_3688366,3
gene_3505452,3
OB-1_3_GL0046613,3
gene_3320231,3
8-5_GL0004768,3
gene_1584247,3
NZ_RAZF01000051.1_cds_WP_120428996.1_2423,3
gene_2917924,3
NZ_KE159646.1_cds_WP_016308843.1_592,3
gene_4035607,3
14_GL0038675,3
gene_1883321,3
MC-6-4_GL0026876,3
NZ_RAYV01000002.1_cds_WP_120359247.1_1025,3
MC-6-1_GL0013149,3
gene_3255862,3
gene_451916,3
gene_4286706,3
AF73-05_10_GL0419092,3
gene_1745069,3
G1-2A_GL0096420,3
MH-6-5_GL0066190,3
NZ_RAYX01000085.1_cds_WP_120377491.1_1733,3
MC-0-1_GL0042124,3
2A-dyr16-06_GL0018186,3
gene_3654885,3
11_GL0083925,3
Food_13_GL0026853,3
7-2_GL0005455,3
11_GL0083450,3
NZ_RAYV01000001.1_cds_WP_033488250.1_625,3
NZ_RAYX01000004.1_cds_WP_120376362.1_1299,3
7-2_GL0098621,3
6-6_GL0044749,3
Food_4_GL0355837,3
S-Fe10_GL0130342,3
Food_8_GL0362097,3
MC-0-1_GL0020528,3
gene_1711623,3
gene_1955076,3
11_GL0014314,3
2-1_GL0045206,3
NZ_KE159646.1_cds_WP_016309003.1_748,3
gene_2321094,3
6-3_GL0004881,3
gene_1177280,3
MC-0-3_GL0004278,3
3-5_GL0090359,3
Food_14_GL0051794,3
2-1_GL0000970,3
11_GL0084526,3
AF73-05_4_GL0143377,3
8-2_GL0134317,3
gene_2636804,3
gene_3862528,3
13_GL0015892,3
DSM22607_5_GL0301964,3
Food_9_GL0192820,3
11_GL0099526,3
gene_1940404,3
Group2-1A_GL0116001,3
MC-6-2_GL0160631,3
NZ_RAYM01000043.1_cds_WP_120436095.1_2015,3
HF-F_4_GL0184167,3
gene_3762850,3
gene_1416998,3
Food_1_GL0037199,3
31_GL0048735,3
12_GL0094874,3
S-Fe10_GL0012128,3
gene_1647034,3
38_GL0083097,3
gene_224816,3
gene_911371,3
gene_955020,3
NZ_QIBY01000009.1_cds_WP_123185720.1_1303,3
NZ_RAYV01000013.1_cds_WP_120359764.1_139,3
gene_1114393,3
gene_3796469,3
Chow_5_GL0122320,3
3-5_GL0027945,3
NZ_RAYX01000128.1_cds_WP_120377676.1_195,3
MH-6-2_GL0072195,3
MH-6-5_GL0165397,3
gene_1890385,3
Chow_8_GL0222077,3
48_GL0029387,3
gene_2028991,3
S-Fe4_GL0038857,3
MC-0-1_GL0101988,3
gene_2862485,3
NZ_RAZF01000010.1_cds_3467,3
S-Fe2_GL0189836,3
38_GL0131397,3
11_GL0094974,3
32_GL0133143,3
NZ_RAYF01000064.1_cds_WP_120439418.1_3102,3
AF73-05_3_GL0353824,3
HF-F_1_GL0161678,3
20_GL0100080,3
Chow_5_GL0192843,3
6-2_GL0000344,3
8-6_GL0036327,3
6-2_GL0059797,3
S-Fe9_GL0290811,3
10_GL0053444,3
11_GL0134206,3
2-5_GL0064157,3
gene_1669324,3
gene_739958,3
11_GL0104678,3
gene_1662754,3
gene_2652509,3
gene_3517020,3
gene_2192333,3
NZ_AUGK01000004.1_cds_WP_035021490.1_847,3
NZ_RAYM01000073.1_cds_WP_120437474.1_3572,3
HF-S_8_GL0117542,3
2-7_GL0077593,3
1-1_GL0048176,3
gene_1895875,3
gene_4193208,3
HF-F_1_GL0027688,3
1A-dyr1-07_GL0023218,3
18_GL0034219,3
gene_3056535,3
HF-S_2_GL0246737,3
11_GL0088169,3
NZ_AUGK01000003.1_cds_WP_028026120.1_529,3
NZ_RAZF01000019.1_cds_WP_120427971.1_597,3
10_GL0051453,3
MH-0-3_GL0003293,3
Group2-5A_GL0078373,3
2A-dyr16-07_GL0041613,3
gene_952758,3
DSM22607_11_GL0112967,3
2_GL0099905,3
gene_584664,3
2-8_GL0075602,3
AF73-05_8_GL0229914,3
4-3_GL0021783,3
2-1_GL0065598,3
OB-1_3_GL0228483,3
gene_697416,3
5_GL0090627,3
MC-0-1_GL0113772,3
gene_4532082,3
gene_2286331,3
gene_4128700,3
AF73-05_9_GL0157951,3
HF-F_3_GL0212113,3
NZ_RAYV01000011.1_cds_WP_120359725.1_65,3
gene_4052628,3
gene_1527799,3
gene_2934728,3
25_GL0013232,3
gene_4018367,3
S-Fe10_GL0100562,3
S-Fe12_GL0037224,3
gene_955626,3
7-4_GL0050886,3
Chow_6_GL0036933,3
gene_3018371,3
2-4_GL0111307,3
2-1_GL0108959,3
gene_2291700,3
gene_4096401,3
gene_2691433,3
Chow_8_GL0013216,3
ERR1211992_Scaf6_712,3
3-6_GL0008901,3
gene_1711619,3
HF-F_13_GL0337961,3
6-3_GL0012058,3
gene_2411205,3
gene_417829,3
14_GL0017010,3
gene_4468621,3
gene_1381368,3
NZ_RAYV01000001.1_cds_WP_026643143.1_437,3
MC-0-1_GL0010168,3
gene_3266512,3
5-3_GL0068286,3
8-1_GL0013804,3
gene_4268230,3
gene_4301169,3
gene_1787131,3
DSM22607_8_GL0160344,3
gene_2366293,3
Food_3_GL0024831,3
MC-0-1_GL0060735,3
HF-F_5_GL0151579,3
gene_3331624,3
7-8_GL0029101,3
S-Fe10_GL0015588,3
NZ_KB822470.1_cds_WP_004083178.1_5913,3
gene_2579063,3
gene_701497,3
gene_181084,3
4-8_GL0112196,3
HF-F_1_GL0145022,3
gene_1662753,3
gene_4607442,3
gene_2294146,3
7-8_GL0039633,3
gene_4596345,3
gene_979151,3
Food_11_GL0338877,3
gene_3357716,3
MC-0-1_GL0045207,3
MC-6-4_GL0035529,3
NZ_RAYW01000046.1_cds_WP_121700316.1_2038,3
6_GL0001246,3
