gene,noFMT_1_jejunum
2-3_GL0055901,2
2-3_GL0014782,2
gene_2114202,2
AF73-05_10_GL0139226,2
gene_1087196,2
29_GL0062527,2
Food_5_GL0025295,2
gene_677657,2
HF-F_12_GL0121706,2
AF73-05_10_GL0167458,2
gene_3267974,2
NZ_OFSM01000012.1_cds_WP_103239997.1_2632,2
HF-S_13_GL0299214,2
1-4_GL0048803,2
gene_3488490,2
Chow_7_GL0093804,2
S-Fe6_GL0237600,2
gene_584664,2
DSM22607_10_GL0298168,2
G1-1A_GL0051572,2
G1-1A_GL0001627,2
NZ_KB822443.1_cds_WP_004070765.1_1274,2
NZ_OFSM01000132.1_cds_WP_103242827.1_402,2
AF73-05_10_GL0127601,2
gene_758079,2
gene_2140696,2
S-Fe2_GL0153963,2
2-3_GL0100391,2
HF-F_7_GL0208891,2
Chow_8_GL0071155,2
2-1_GL0088457,2
Chow_5_GL0140180,2
AF73-05_5_GL0190367,2
gene_2268320,2
G1-4A_GL0093583,2
Food_9_GL0338464,2
S-Fe12_GL0173031,2
28_GL0038031,2
MC-6-2_GL0053873,2
gene_4585997,2
Chow_5_GL0291961,2
9_GL0021273,2
gene_3577811,2
S-Fe20_GL0124508,2
2-3_GL0016197,2
gene_3626375,2
G1-1A_GL0010250,2
4-1_GL0061336,2
gene_280654,2
AF73-05_10_GL0215715,2
2-3_GL0086194,2
Food_11_GL0245882,2
24_GL0057957,2
gene_1224511,2
2-3_GL0055137,2
Chow_3_GL0099647,2
6-6_GL0063783,2
11_GL0088224,2
8-3_GL0005680,2
HF-S_7_GL0270614,2
11_GL0071827,2
S-Fe4_GL0113565,2
Food_11_GL0298199,2
gene_2721090,2
7-4_GL0112304,2
2A-dyr16-06_GL0013390,2
2-3_GL0010278,2
39_GL0096167,2
AF73-05_2_GL0320823,2
3_GL0009732,2
MC-6-2_GL0000776,2
7_GL0036778,2
gene_4626145,2
20_GL0003252,2
5-8_GL0109309,2
gene_2378413,2
Group2-2A_GL0007295,2
Food_13_GL0140768,2
7-1_GL0014313,2
S-Fe10_GL0052830,2
AF73-05_9_GL0074719,2
HF-F_7_GL0166798,2
2-1_GL0062461,2
2_GL0097780,2
2-8_GL0058696,2
1A-dyr5-06_GL0036935,2
gene_757871,2
MC-6-2_GL0078918,2
MC-6-2_GL0001447,2
2-3_GL0059544,2
11_GL0035971,2
2-8_GL0011229,2
2-3_GL0023173,2
OB-1_1_GL0071324,2
Chow_6_GL0202103,2
G1-5A_GL0031493,2
38_GL0011379,2
gene_4243487,2
S-Fe12_GL0168212,2
gene_4513053,2
DSM22607_8_GL0094278,2
2-1_GL0054148,2
Chow_8_GL0021918,2
15_GL0152508,2
gene_1773256,2
7-2_GL0077324,2
MC-0-1_GL0091154,2
gene_274585,2
G1-6A_GL0048179,2
2-3_GL0030381,2
gene_3619814,2
gene_3212332,2
2-2_GL0129249,2
DSM22607_13_GL0054410,2
gene_4404001,2
2-3_GL0014692,2
Group2-3A_GL0208888,2
HF-S_9_GL0269751,2
gene_1645407,2
2-3_GL0037962,2
gene_4454751,2
3_GL0013281,2
S-Fe7_GL0120938,2
AF73-05_8_GL0203963,2
HF-F_6_GL0177361,2
5-2_GL0055401,2
18_GL0081014,2
gene_4506679,2
20_GL0126132,2
2-3_GL0061702,2
MC-6-2_GL0065071,2
2-3_GL0093864,2
2-1_GL0007366,2
10_GL0008859,2
2A-dyr16-06_GL0072363,2
Chow_1_GL0157990,2
Chow_1_GL0036456,2
S-Fe11_GL0105357,2
2-3_GL0102982,2
gene_3451142,2
Food_13_GL0165818,2
S-Fe9_GL0113679,2
gene_1784890,2
2-3_GL0002740,2
DSM22607_4_GL0344469,2
16_GL0110948,2
G1-1A_GL0056558,2
3-1_GL0026382,2
Chow_1_GL0076893,2
Chow_1_GL0067617,2
NZ_KB822571.1_cds_WP_010803482.1_5020,2
8-3_GL0031264,2
AF73-05_9_GL0217118,2
1-1_GL0008041,2
gene_4214709,2
Chow_1_GL0069714,2
1-5_GL0025529,2
7-1_GL0012068,2
DSM22607_2_GL0082304,2
HF-S_10_GL0295872,2
gene_1330247,2
gene_3221291,2
HF-F_3_GL0182925,2
AF73-05_10_GL0005031,2
2-1_GL0058375,2
5-8_GL0074239,2
8-5_GL0003296,2
12_GL0001800,2
7-7_GL0028994,2
14_GL0120525,2
2-2_GL0007813,2
gene_3031920,2
45_GL0026606,2
gene_3240493,2
DSM22607_4_GL0028235,2
3_GL0042318,2
HF-S_8_GL0272444,2
14_GL0016245,2
gene_898909,2
S-Fe20_GL0107663,2
Food_11_GL0123979,2
gene_3878529,2
2-3_GL0102632,2
Chow_3_GL0082260,2
gene_3745320,2
2-3_GL0104480,2
G1-1A_GL0096318,2
2-5_GL0050576,2
3_GL0053475,2
S-Fe1_GL0058945,2
gene_803966,2
S-Fe11_GL0007192,2
Food_9_GL0407346,2
gene_2244609,2
S-Fe10_GL0168530,2
2-3_GL0002297,2
2A-dyr16-07_GL0057332,2
HF-F_6_GL0338294,2
3-1_GL0099114,2
NZ_RAYS01000112.1_cds_WP_121767270.1_54,2
G1-1A_GL0039627,2
gene_467101,2
G1-1A_GL0081060,2
MH-6-5_GL0030958,2
G1-1A_GL0058247,2
1A-dyr3-06_GL0040896,2
OB-1_11_GL0137105,2
gene_2650417,2
Chow_6_GL0245203,2
20_GL0008421,2
S-Fe10_GL0072955,2
G1-4A_GL0014412,2
31_GL0063712,2
G1-4A_GL0097071,2
DSM22607_2_GL0094890,2
Chow_3_GL0251898,2
Group2-4A_GL0087924,2
6-1_GL0011342,2
NZ_OFSM01000073.1_cds_WP_103242707.1_4524,2
2-3_GL0002267,2
Food_8_GL0237300,2
gene_4463360,2
DSM22607_6_GL0047172,2
G1-8A_GL0039201,2
Food_3_GL0238428,2
3-7_GL0075144,2
Food_11_GL0066344,2
S-Fe11_GL0145196,2
5_GL0003447,2
20_GL0012477,2
15_GL0091622,2
2-1_GL0101142,2
gene_904903,2
NZ_RAYM01000097.1_cds_4336,2
33_GL0059862,2
1A-dyr4-07_GL0048201,2
2-3_GL0010921,2
2-3_GL0069799,2
Food_14_GL0223543,2
4-4_GL0088770,2
1-1_GL0094600,2
S-Fe9_GL0181243,2
S-Fe12_GL0078663,2
MH-0-3_GL0050953,2
MC-0-3_GL0003999,2
gene_2458592,2
12_GL0028489,2
Group2-1A_GL0121414,2
S-Fe12_GL0137385,2
2-3_GL0013705,2
AF73-05_8_GL0258116,2
NZ_RAZK01000005.1_cds_WP_120481474.1_5057,2
HF-S_8_GL0092605,2
gene_4206361,2
8-3_GL0044124,2
gene_3095581,2
S-Fe3_GL0137488,2
G1-1A_GL0095236,2
gene_3697908,2
S-Fe12_GL0186999,2
G1-2A_GL0088727,2
6-6_GL0093996,2
Group2-7A_GL0034422,2
gene_595835,2
AF73-05_13_GL0072884,2
gene_4356249,2
gene_4289643,2
G1-1A_GL0009027,2
7-8_GL0032692,2
gene_1943946,2
3-5_GL0066586,2
HF-S_3_GL0262027,2
gene_3609782,2
gene_381352,2
gene_859283,2
8-6_GL0094807,2
AF73-05_10_GL0376855,2
G1-1A_GL0056532,2
40_GL0028721,2
55_GL0056743,2
Food_12_GL0042269,2
HF-F_10_GL0268815,2
gene_3271835,2
4-8_GL0012612,2
S-Fe16_GL0000371,2
2-3_GL0055455,2
2-1_GL0071435,2
gene_4505036,2
gene_4560309,2
gene_2988310,2
gene_648631,2
4-6_GL0054560,2
8-3_GL0042704,2
gene_1009599,2
4-7_GL0028085,2
12_GL0137682,2
gene_4557642,2
S-Fe10_GL0146375,2
Chow_3_GL0241400,2
gene_3011879,2
Food_3_GL0188454,2
MC-6-2_GL0021525,2
gene_2136649,2
Chow_1_GL0201230,2
4-7_GL0035452,2
S-Fe16_GL0037184,2
1A-dyr4-07_GL0094500,2
6-7_GL0072617,2
gene_3221659,2
2-3_GL0010251,2
34_GL0076841,2
2-3_GL0062062,2
Food_11_GL0173755,2
AF73-05_6_GL0174144,2
gene_4526195,2
37_GL0026053,2
MC-6-4_GL0091162,2
Chow_8_GL0209499,2
Chow_3_GL0219162,2
HF-F_14_GL0393525,2
14_GL0038892,2
G1-1A_GL0003535,2
Food_6_GL0251823,2
gene_4262073,2
2-3_GL0091862,2
DSM22607_5_GL0254532,2
DSM22607_12_GL0132241,2
gene_4369583,2
3-7_GL0027974,2
2-1_GL0054692,2
gene_2546848,2
2-3_GL0055458,2
2-3_GL0105794,2
gene_2692615,2
12_GL0075663,2
gene_564367,2
1A-dyr1-07_GL0002464,2
2-3_GL0022605,2
Chow_8_GL0257213,2
S-Fe17_GL0017339,2
23_GL0024584,2
DSM22607_4_GL0301183,2
gene_4375920,2
2-3_GL0065535,2
8-3_GL0078714,2
2-3_GL0096831,2
gene_2514137,2
S-Fe10_GL0125360,2
MH-0-4_GL0000129,2
6-4_GL0109738,2
2-1_GL0044641,2
Chow_1_GL0199029,2
8-3_GL0061293,2
S-Fe12_GL0069798,2
Chow_4_GL0093149,2
AF73-05_10_GL0058049,2
gene_1727052,2
2-3_GL0002327,2
S-Fe15_GL0035771,2
OB-1_9_GL0045250,2
AF73-05_14_GL0014768,2
gene_379987,2
AF73-05_7_GL0175897,2
48_GL0011777,2
2-3_GL0101359,2
HF-S_3_GL0206750,2
2-1_GL0029370,2
2-3_GL0097160,2
2-1_GL0111095,2
6-6_GL0118477,2
G1-1A_GL0004117,2
HF-S_4_GL0163646,2
S-Fe8_GL0021335,2
1-7_GL0131196,2
DSM22607_8_GL0109702,2
gene_2388245,2
MC-0-1_GL0047002,2
2-3_GL0005364,2
gene_2889977,2
G1-5A_GL0056914,2
gene_3794844,2
2-1_GL0118538,2
gene_4022371,2
AF73-05_3_GL0406645,2
DSM22607_12_GL0130385,2
gene_3414630,2
MH-0-4_GL0073608,2
gene_2294863,2
DSM22607_12_GL0364381,2
HF-S_7_GL0088192,2
G1-8A_GL0115163,2
2-3_GL0047516,2
2-3_GL0101336,2
Group2-8A_GL0005377,2
gene_1376670,2
NZ_NHTR01000006.1_cds_5845,2
11_GL0001006,2
4-3_GL0093982,2
AF73-05_10_GL0368196,2
3-5_GL0052822,2
gene_2716792,2
gene_838734,2
2-3_GL0102163,2
Chow_5_GL0186078,2
2-3_GL0084506,2
2-3_GL0096859,2
gene_3852506,2
Chow_1_GL0223377,2
Chow_3_GL0060359,2
1A-dyr1-07_GL0043074,2
S-Fe12_GL0011209,2
2-3_GL0004784,2
G1-4A_GL0085533,2
5-7_GL0019991,2
3-4_GL0040185,2
HF-F_7_GL0242887,2
5_GL0115096,2
gene_2886595,2
7-5_GL0054026,2
gene_650807,2
2-3_GL0000982,2
gene_248655,2
gene_2780985,2
Group2-1A_GL0045536,2
G1-1A_GL0103565,2
HF-S_7_GL0085383,2
G1-4A_GL0096216,2
gene_3407586,2
Group2-1A_GL0006079,2
2-7_GL0013784,2
46_GL0032525,2
6-3_GL0095370,2
2-3_GL0102196,2
2-3_GL0086205,2
Food_1_GL0199873,2
Group2-3A_GL0076268,2
gene_4061010,2
G1-1A_GL0057448,2
1-1_GL0042943,2
26_GL0118011,2
Chow_4_GL0161238,2
gene_3985144,2
8_GL0044648,2
1A-dyr2-07_GL0065369,2
gene_4472879,2
S-Fe18_GL0061945,2
gene_1629483,2
gene_4528140,2
G1-1A_GL0092958,2
S-Fe3_GL0109292,2
3-5_GL0000833,2
S-Fe7_GL0218840,2
S-Fe12_GL0022663,2
6-5_GL0127577,2
NZ_NHTR01000001.1_cds_WP_065551284.1_2323,2
gene_1051340,2
6-1_GL0006283,2
S-Fe7_GL0136432,2
gene_3874746,2
15_GL0153230,2
DSM22607_12_GL0106023,2
gene_3842975,2
AF73-05_10_GL0222804,2
gene_4323854,2
NZ_OFSM01000002.1_cds_WP_103237952.1_818,2
Chow_5_GL0310052,2
28_GL0110825,2
Group2-2A_GL0033327,2
DSM22607_4_GL0197732,2
S-Fe12_GL0032178,2
MC-6-5_GL0058797,2
2-3_GL0018378,2
gene_274825,2
gene_1949216,2
gene_238057,2
gene_3983564,2
1A-dyr1-07_GL0026233,2
AF73-05_11_GL0312348,2
6-6_GL0115430,2
2-3_GL0049858,2
2-4_GL0063036,2
Food_11_GL0150921,2
gene_2675915,2
2-1_GL0090550,2
AF73-05_1_GL0239772,2
AF73-05_8_GL0351433,2
DSM22607_8_GL0007433,2
gene_1014979,2
2-1_GL0123322,2
MH-0-3_GL0011807,2
Chow_2_GL0240741,2
AF73-05_3_GL0292894,2
gene_755537,2
gene_2231849,2
G1-8A_GL0109771,2
G1-6A_GL0039003,2
8_GL0144399,2
gene_1243482,2
23_GL0148221,2
gene_4609967,2
G1-4A_GL0102570,2
gene_3876995,2
Food_5_GL0165133,2
S-Fe20_GL0120468,2
gene_3839417,2
gene_3335511,2
MC-6-2_GL0106668,2
6-1_GL0077469,2
2-8_GL0091919,2
S-Fe17_GL0029439,2
G1-4A_GL0076996,2
MH-6-2_GL0097366,2
HF-F_5_GL0258682,2
gene_4192902,2
Food_12_GL0019534,2
Food_7_GL0024082,2
HF-S_11_GL0103022,2
Chow_7_GL0211209,2
2-3_GL0083711,2
7-4_GL0131836,2
7-3_GL0091524,2
2-3_GL0000310,2
20_GL0146187,2
Food_7_GL0326590,2
G1-5A_GL0192204,2
10_GL0100653,2
NZ_RAYM01000041.1_cds_WP_120435876.1_1863,2
S-Fe17_GL0065747,2
S-Fe10_GL0089702,2
2-3_GL0094261,2
5-1_GL0087241,2
8_GL0079931,2
G1-1A_GL0021408,2
gene_3109821,2
MH-6-5_GL0040151,2
HF-F_4_GL0343161,2
OB-1_12_GL0168399,2
8-1_GL0100673,2
2-3_GL0014724,2
2A-dyr16-06_GL0020052,2
S-Fe4_GL0131541,2
G1-1A_GL0004506,2
gene_4203266,2
Chow_7_GL0011161,2
S-Fe17_GL0076135,2
8-7_GL0037742,2
Food_2_GL0174865,2
S-Fe2_GL0016050,2
gene_2613083,2
gene_2286361,2
Group2-4A_GL0114352,2
1A-dyr3-06_GL0007707,2
20_GL0124656,2
10_GL0074090,2
1-6_GL0027680,2
G1-1A_GL0101170,2
gene_3442602,2
Chow_5_GL0321115,2
DSM22607_6_GL0083628,2
G1-1A_GL0025206,2
Chow_1_GL0204189,2
Group2-8A_GL0072356,2
gene_899896,2
G1-4A_GL0088530,2
2-1_GL0117006,2
Food_12_GL0244094,2
gene_2958888,2
gene_4265549,2
2-3_GL0035298,2
Chow_1_GL0275574,2
Food_6_GL0182470,2
MH-6-4_GL0058605,2
DSM22607_11_GL0219336,2
8-2_GL0124068,2
2-3_GL0100382,2
gene_3627527,2
gene_4574777,2
6-6_GL0136942,2
gene_2885356,2
22_GL0039290,2
7-5_GL0152602,2
MC-6-5_GL0015603,2
NZ_CP021421.1_cds_WP_068960225.1_141,2
gene_3395231,2
G1-4A_GL0002374,2
gene_4637268,2
Group2-6A_GL0011734,2
gene_109269,2
Chow_5_GL0297767,2
NZ_RAYR01000034.1_cds_WP_120413674.1_2240,2
2-3_GL0002719,2
1-4_GL0079847,2
2-3_GL0004587,2
gene_2701328,2
Food_11_GL0056992,2
6-2_GL0091755,2
S-Fe10_GL0076837,2
S-Fe10_GL0174118,2
10_GL0017135,2
S-Fe12_GL0166152,2
NZ_RAYW01000011.1_cds_WP_121698851.1_11,2
gene_2545756,2
gene_3159379,2
gene_4595247,2
2-3_GL0004745,2
S-Fe5_GL0022286,2
Chow_1_GL0090215,2
45_GL0016007,2
DSM22607_7_GL0227293,2
2-3_GL0062063,2
DSM22607_4_GL0315538,2
AF73-05_2_GL0046652,2
6-6_GL0101925,2
Food_2_GL0264017,2
gene_1450117,2
gene_4235143,2
gene_774840,2
1-2_GL0100941,2
G1-4A_GL0038423,2
10_GL0073798,2
1-7_GL0009322,2
MC-6-4_GL0024910,2
HF-F_1_GL0245816,2
gene_1783253,2
gene_3696814,2
G1-1A_GL0076721,2
gene_974999,2
1-4_GL0020051,2
MC-6-3_GL0018224,2
8-3_GL0077281,2
gene_4530331,2
1A-dyr4-07_GL0027698,2
AF73-05_8_GL0277912,2
gene_3344860,2
2-3_GL0004718,2
2-3_GL0104469,2
AF73-05_13_GL0055636,2
gene_2733049,2
14_GL0066874,2
2A-dyr16-06_GL0031146,2
gene_1566280,2
1-1_GL0000317,2
Chow_4_GL0266003,2
HF-F_14_GL0295546,2
G1-1A_GL0117439,2
G1-1A_GL0029238,2
gene_4021954,2
23_GL0003104,2
AF73-05_1_GL0220988,2
5-1_GL0088254,2
S-Fe20_GL0058147,2
2-2_GL0038364,2
gene_460575,2
34_GL0034887,2
Chow_2_GL0287821,2
28_GL0074611,2
AF73-05_6_GL0122241,2
2-4_GL0063030,2
Group2-5A_GL0061123,2
G1-4A_GL0012922,2
33_GL0060103,2
S-Fe3_GL0039018,2
AF73-05_7_GL0284150,2
AF73-05_10_GL0340478,2
G1-1A_GL0083428,2
2-3_GL0010284,2
HF-S_8_GL0084542,2
24_GL0055758,2
G1-8A_GL0123513,2
MH-6-4_GL0186509,2
2A-dyr14-07_GL0012947,2
G1-1A_GL0021117,2
7-4_GL0029645,2
S-Fe9_GL0292859,2
8-2_GL0006065,2
gene_3873287,2
Group2-4A_GL0014797,2
1-2_GL0058395,2
gene_1989339,2
8-1_GL0030126,2
34_GL0054421,2
gene_1815851,2
3B-dyr31-06_GL0004644,2
39_GL0084557,2
15_GL0120965,2
6-4_GL0017423,2
4-1_GL0047169,2
S-Fe20_GL0108719,2
G1-1A_GL0110872,2
23_GL0127837,2
MC-0-3_GL0053585,2
S-Fe10_GL0076575,2
S-Fe3_GL0166097,2
G1-1A_GL0052543,2
G1-1A_GL0065761,2
7-6_GL0053479,2
gene_3390271,2
NZ_QZFS01000130.1_cds_WP_129183983.1_821,2
1-1_GL0151220,2
G1-7A_GL0034645,2
S-Fe7_GL0193367,2
gene_2192047,2
G1-1A_GL0056570,2
S-Fe10_GL0050483,2
G1-1A_GL0101176,2
22_GL0033016,2
NZ_CP021421.1_cds_WP_068959932.1_510,2
G1-4A_GL0076572,2
Food_10_GL0180002,2
S-Fe6_GL0241139,2
gene_4104838,2
S-Fe12_GL0011112,2
Chow_8_GL0023536,2
18_GL0109541,2
Chow_1_GL0095303,2
48_GL0071443,2
G1-1A_GL0096344,2
gene_2459593,2
gene_4236814,2
1A-dyr4-07_GL0107184,2
S-Fe12_GL0106201,2
G1-4A_GL0016172,2
Food_7_GL0346260,2
G1-8A_GL0090415,2
Food_6_GL0060214,2
MH-0-5_GL0072634,2
gene_3061667,2
6-7_GL0076487,2
S-Fe17_GL0036256,2
NZ_RAYU01000182.1_cds_WP_120474336.1_1580,2
G1-2A_GL0012427,2
gene_1291874,2
2-3_GL0015690,2
gene_3198953,2
G1-4A_GL0031931,2
G1-1A_GL0026329,2
2-3_GL0068907,2
1A-dyr3-06_GL0034561,2
11_GL0144015,2
G1-1A_GL0008402,2
G1-1A_GL0022236,2
NZ_NHTR01000001.1_cds_1348,2
2-3_GL0095430,2
Group2-2A_GL0021853,2
G1-4A_GL0041474,2
G1-2A_GL0036773,2
MC-0-1_GL0002936,2
gene_4437088,2
2-1_GL0117613,2
3_GL0049209,2
MH-0-5_GL0086386,2
54_GL0035167,2
gene_4523371,2
32_GL0077799,2
G1-4A_GL0001359,2
NZ_QZFS01000233.1_cds_3212,2
G1-1A_GL0101857,2
Group2-1A_GL0117654,2
NZ_QZFS01000039.1_cds_5157,2
8_GL0106706,2
2-3_GL0016188,2
HF-S_7_GL0019516,2
gene_3981139,2
NZ_QZFS01000171.1_cds_WP_129184517.1_1951,2
G1-1A_GL0071188,2
gene_3668076,2
gene_1606062,2
Food_5_GL0343057,2
3_GL0049304,2
2-3_GL0099663,2
G1-4A_GL0005276,2
S-Fe20_GL0107475,2
22_GL0079387,2
4-1_GL0026887,2
Food_11_GL0181224,2
S-Fe20_GL0173560,2
S-Fe12_GL0213430,2
2-3_GL0029397,2
NZ_RAZF01000018.1_cds_WP_120427924.1_546,2
NZ_RAYH01000007.1_cds_WP_002517125.1_1204,2
gene_329565,2
gene_2465819,2
gene_2094357,2
gene_1101890,2
gene_4340976,2
Group2-1A_GL0115749,2
7-4_GL0067509,2
2-5_GL0016310,2
MC-6-4_GL0083223,2
OB-1_3_GL0366508,2
Chow_7_GL0233690,2
1-2_GL0054078,2
Chow_8_GL0178510,2
DSM22607_6_GL0047173,2
3-3_GL0082765,2
7-7_GL0082780,2
gene_4061827,2
G1-4A_GL0102283,2
AF73-05_7_GL0130647,2
G1-1A_GL0024718,2
MC-6-2_GL0041930,2
1-1_GL0044115,2
gene_4343812,2
Chow_7_GL0118327,2
gene_630372,2
NZ_KB822442.1_cds_WP_004070255.1_1012,2
Food_1_GL0265732,2
gene_1200797,2
2-3_GL0099658,2
3-3_GL0024512,2
2-3_GL0103007,2
S-Fe17_GL0125204,2
Food_5_GL0051081,2
G1-5A_GL0059768,2
gene_3723759,2
G1-4A_GL0044387,2
6-6_GL0002329,2
gene_1631321,2
2-3_GL0055481,2
gene_2960276,2
Group2-3A_GL0225183,2
4-2_GL0055746,2
G1-1A_GL0096523,2
35_GL0113935,2
MH-6-2_GL0078868,2
7-5_GL0193413,2
G1-1A_GL0058393,2
HF-F_6_GL0258832,2
4-4_GL0026260,2
gene_1684814,2
S-Fe12_GL0001615,2
2A-dyr13-06_GL0026214,2
1A-dyr2-07_GL0022466,2
S-Fe2_GL0044638,2
2-3_GL0060492,2
gene_4053578,2
45_GL0162391,2
DSM22607_1_GL0199629,2
S-Fe10_GL0044911,2
gene_341624,2
Group2-3A_GL0128132,2
OB-1_2_GL0179380,2
gene_4287837,2
2-3_GL0073322,2
S-Fe12_GL0181175,2
S-Fe12_GL0035568,2
gene_1663648,2
3-1_GL0077438,2
Food_14_GL0205643,2
gene_3106133,2
G1-1A_GL0094353,2
S-Fe12_GL0186612,2
1A-dyr4-07_GL0111320,2
MC-6-2_GL0014161,2
Chow_4_GL0098883,2
6-5_GL0003867,2
gene_4550520,2
gene_1390020,2
G1-1A_GL0106660,2
32_GL0020053,2
NZ_RAYY01000080.1_cds_WP_120425325.1_4982,2
HF-F_11_GL0039980,2
AF73-05_9_GL0050722,2
gene_4142714,2
2-8_GL0078599,2
5-1_GL0082324,2
gene_1324048,2
12_GL0010444,2
G1-1A_GL0102994,2
gene_3242459,2
7_GL0114390,2
8-5_GL0090891,2
3-8_GL0002688,2
S-Fe9_GL0073189,2
G1-1A_GL0079671,2
S-Fe12_GL0079781,2
HF-S_4_GL0076668,2
2-3_GL0008284,2
1-1_GL0002894,2
HF-F_14_GL0363797,2
S-Fe8_GL0119665,2
MH-6-5_GL0187454,2
Group2-1A_GL0074191,2
G1-4A_GL0094017,2
NZ_OFSM01000015.1_cds_WP_103240384.1_2860,2
OB-1_5_GL0148803,2
gene_3665607,2
G1-4A_GL0051442,2
gene_4331749,2
gene_1072625,2
gene_2469618,2
gene_2459006,2
OB-1_5_GL0184588,2
2-3_GL0101350,2
HF-S_4_GL0216783,2
7-3_GL0083025,2
G1-1A_GL0005853,2
G1-1A_GL0061009,2
gene_1389171,2
Food_9_GL0120553,2
2-3_GL0042630,2
2-1_GL0102034,2
AF73-05_7_GL0107719,2
G1-1A_GL0045871,2
gene_4635353,2
13_GL0054975,2
AF73-05_1_GL0041336,2
NZ_RAYR01000016.1_cds_325,2
Group2-1A_GL0012054,2
6-4_GL0071527,2
Food_9_GL0166455,2
3-1_GL0099115,2
HF-F_7_GL0049825,2
gene_3924713,2
NZ_KB822443.1_cds_WP_004070683.1_1218,2
Food_13_GL0056694,2
Food_11_GL0160583,2
5-1_GL0056084,2
S-Fe20_GL0177026,2
gene_4287790,2
NZ_RAYF01000025.1_cds_WP_120435352.1_916,2
MC-6-5_GL0006315,2
S-Fe1_GL0089851,2
gene_3243649,2
gene_3559517,2
G1-5A_GL0127642,2
1A-dyr4-07_GL0076211,2
Food_9_GL0215420,2
S-Fe4_GL0156976,2
7-1_GL0070329,2
HF-S_4_GL0125984,2
gene_1498133,2
4-2_GL0033522,2
G1-2A_GL0065723,2
G1-1A_GL0005800,2
11_GL0124339,2
1-6_GL0007418,2
2-3_GL0026270,2
5-1_GL0040608,2
Group2-3A_GL0078727,2
S-Fe2_GL0036604,2
AF73-05_10_GL0062111,2
S-Fe10_GL0061235,2
gene_2444496,2
S-Fe12_GL0209513,2
Chow_1_GL0021134,2
gene_4521230,2
2-1_GL0110901,2
Chow_8_GL0236792,2
S-Fe12_GL0011111,2
AF73-05_8_GL0420144,2
2-3_GL0083705,2
G1-2A_GL0055817,2
DSM22607_12_GL0272338,2
Chow_1_GL0215828,2
MC-0-1_GL0092443,2
G1-1A_GL0060976,2
gene_937521,2
G1-1A_GL0060404,2
gene_3776251,2
15_GL0119266,2
G1-4A_GL0032476,2
6-3_GL0103691,2
NZ_RAYF01000050.1_cds_WP_120437695.1_2510,2
NZ_RAZG01000072.1_cds_WP_120409547.1_4297,2
Group2-5A_GL0092964,2
6-6_GL0026447,2
G1-1A_GL0083617,2
2A-dyr16-06_GL0006858,2
2-3_GL0099714,2
G1-1A_GL0025565,2
G1-4A_GL0011632,2
gene_4095929,2
G1-1A_GL0004100,2
gene_3754771,2
G1-8A_GL0028058,2
Food_5_GL0024630,2
gene_3282122,2
2A-dyr16-06_GL0041273,2
2-3_GL0006741,2
2-1_GL0039822,2
11_GL0149176,2
Chow_1_GL0101770,2
gene_4624481,2
gene_4494375,2
gene_2755128,2
gene_3452181,2
gene_3054337,2
4-1_GL0049420,2
8-1_GL0065947,2
55_GL0044132,2
15_GL0137854,2
2-3_GL0019107,2
AF73-05_7_GL0357154,2
S-Fe13_GL0037929,2
3A-dyr30-06_GL0015750,2
AF73-05_2_GL0152613,2
1-5_GL0051804,2
MH-6-3_GL0091940,2
gene_396493,2
4_GL0001785,2
2-3_GL0104520,2
gene_2904014,2
2-3_GL0010910,2
DSM22607_8_GL0167693,2
6-4_GL0036328,2
8-3_GL0063505,2
7-7_GL0097195,2
G1-2A_GL0097268,2
G1-1A_GL0053958,2
2-3_GL0091937,2
G1-1A_GL0076593,2
gene_4625775,2
2-2_GL0133911,2
NZ_RAYY01000048.1_cds_WP_120424706.1_3649,2
S-Fe12_GL0059299,2
11_GL0008123,2
2A-dyr13-06_GL0054455,2
gene_2043202,2
2-4_GL0060787,2
gene_3823417,2
NZ_RAZA01000084.1_cds_WP_120480677.1_4229,2
gene_2374328,2
HF-F_13_GL0500585,2
NZ_KB822480.1_cds_WP_004057092.1_2103,2
2-3_GL0068909,2
8-3_GL0050852,2
S-Fe18_GL0039126,2
2-3_GL0014693,2
S-Fe12_GL0028550,2
S-Fe14_GL0059481,2
OB-1_4_GL0245907,2
S-Fe20_GL0124511,2
Food_14_GL0094480,2
MC-0-1_GL0069119,2
Group2-4A_GL0033894,2
S-Fe5_GL0155919,2
2-3_GL0043395,2
2-3_GL0078354,2
2-3_GL0018404,2
G1-1A_GL0042384,2
MC-6-5_GL0064101,2
gene_2916773,2
gene_3224370,2
7-8_GL0156677,2
Food_5_GL0213410,2
S-Fe20_GL0163670,2
Food_14_GL0102830,2
2-3_GL0008291,2
2-3_GL0050504,2
2-2_GL0006713,2
gene_2436416,2
gene_4540404,2
AF73-05_3_GL0060430,2
G1-1A_GL0096467,2
S-Fe6_GL0245102,2
gene_2853121,2
HF-F_14_GL0156856,2
S-Fe12_GL0141085,2
Food_11_GL0255700,2
S-Fe11_GL0032130,2
4-8_GL0071616,2
2-3_GL0082995,2
G1-1A_GL0085683,2
2-3_GL0086185,2
NZ_RAZH01000003.1_cds_WP_120391731.1_1715,2
6-6_GL0086322,2
gene_4616227,2
4-6_GL0100007,2
Chow_2_GL0213202,2
2-3_GL0094268,2
2-3_GL0102185,2
DSM22607_10_GL0070417,2
2-3_GL0083690,2
