gene,postFMT_1_colon
gene_4112228,2
1-1_GL0044115,2
gene_3421914,2
gene_2967947,2
gene_4464591,2
gene_3046727,2
gene_3047515,2
gene_3090320,2
gene_4350480,2
gene_4123432,2
gene_4381829,2
gene_3430177,2
S-Fe10_GL0135306,2
gene_3795076,2
gene_3393687,2
gene_1816174,2
10_GL0019360,2
gene_4354557,2
7_GL0094295,2
gene_245299,2
AF73-05_3_GL0205351,2
gene_4627517,2
10_GL0093323,2
gene_2955319,2
gene_1567481,2
gene_3079829,2
10_GL0084138,2
gene_4128588,2
gene_2647699,2
10_GL0090845,2
1A-dyr2-07_GL0066970,2
gene_3274911,2
gene_3210158,2
gene_2730987,2
gene_1978955,2
1-6_GL0040141,2
10_GL0080459,2
gene_3598816,2
gene_3948381,2
gene_4361645,2
gene_3724841,2
14_GL0027993,2
gene_3875203,2
10_GL0096561,2
gene_4462509,2
gene_2847026,2
gene_3086252,2
gene_3037806,2
10_GL0053428,2
gene_3824752,2
Chow_1_GL0272967,2
gene_337101,2
gene_3420753,2
gene_3025835,2
gene_3554911,2
10_GL0061536,2
gene_3377274,2
gene_4597916,2
gene_4471488,2
gene_2528650,2
10_GL0093338,2
21_GL0047961,2
gene_1447582,2
gene_4004278,2
NZ_RAZA01000017.1_cds_WP_120479126.1_792,2
gene_4205254,2
S-Fe16_GL0086521,2
10_GL0021987,2
S-Fe8_GL0002735,2
gene_1400313,2
gene_4593240,2
gene_3424000,2
gene_1447589,2
gene_2282921,2
gene_4249004,2
gene_4034422,2
gene_3130456,2
gene_4362502,2
10_GL0012831,2
gene_4468907,2
gene_4614976,2
gene_3920430,2
gene_3618145,2
gene_4502941,2
gene_3722439,2
gene_3796795,2
gene_3186064,2
gene_4423031,2
gene_4297879,2
NZ_RAYW01000023.1_cds_WP_121699667.1_1058,2
gene_4302554,2
gene_1600512,2
gene_4350204,2
gene_3071362,2
gene_2657356,2
gene_4463731,2
gene_4162283,2
gene_4096999,2
gene_4109167,2
gene_4256810,2
gene_2926169,2
gene_2629831,2
gene_2574162,2
gene_4634198,2
gene_3217544,2
10_GL0030744,2
NZ_RAYW01000002.1_cds_WP_121698060.1_1550,2
gene_4225159,2
gene_3564334,2
AF73-05_11_GL0243494,2
gene_3717534,2
gene_4247693,2
gene_2774755,2
gene_3457369,2
gene_3958334,2
MH-6-3_GL0091940,2
gene_4324733,2
10_GL0030964,2
gene_2779616,2
S-Fe17_GL0036256,2
gene_4432969,2
gene_4428223,2
gene_3455838,2
gene_2789777,2
10_GL0081491,2
S-Fe4_GL0131596,2
MC-0-3_GL0030790,2
gene_1986690,2
gene_3671950,2
gene_3189092,2
gene_4511734,2
gene_3435592,2
gene_4519833,2
gene_3280477,2
gene_4238794,2
gene_2564123,2
MC-0-1_GL0088184,2
8-4_GL0014178,2
MC-0-1_GL0007118,2
gene_4126173,2
gene_3497234,2
gene_3021688,2
1A-dyr2-07_GL0065047,2
gene_4047087,2
gene_3145094,2
S-Fe12_GL0173031,2
gene_2685939,2
gene_4240427,2
11_GL0004393,2
gene_3239955,2
gene_2829152,2
gene_3753266,2
S-Fe2_GL0052214,2
gene_4585683,2
1A-dyr1-07_GL0040997,2
55_GL0069474,2
S-Fe3_GL0188705,2
gene_4053256,2
gene_4178181,2
gene_3776443,2
MC-0-1_GL0087355,2
gene_4565888,2
gene_3295144,2
Group2-5A_GL0017802,2
MH-0-5_GL0000330,2
gene_1967999,2
gene_2966427,2
gene_4566806,2
gene_3615338,2
gene_4578600,2
gene_3893494,2
gene_3543291,2
S-Fe3_GL0173797,2
S-Fe11_GL0050852,2
gene_4282891,2
gene_3388057,2
gene_3893000,2
gene_3674867,2
gene_4201206,2
10_GL0030747,2
gene_2285030,2
gene_4139372,2
gene_3513804,2
gene_2788961,2
gene_4160017,2
gene_3673205,2
39_GL0037921,2
AF73-05_1_GL0323144,2
gene_2769485,2
S-Fe2_GL0088821,2
gene_4599929,2
gene_3053205,2
gene_4062411,2
10_GL0028478,2
gene_4059456,2
MC-6-5_GL0109169,2
gene_3784698,2
gene_4587006,2
gene_2400525,2
gene_4347837,2
Food_4_GL0219322,2
10_GL0070878,2
gene_2699166,2
gene_2762264,2
gene_3425640,2
gene_2409570,2
Chow_1_GL0274313,2
10_GL0065304,2
gene_2761994,2
gene_4175326,2
gene_4397974,2
gene_3587813,2
gene_3470078,2
10_GL0070896,2
gene_3759517,2
gene_3797716,2
gene_3774645,2
gene_3683914,2
10_GL0018332,2
gene_3812908,2
gene_3660397,2
gene_2935184,2
10_GL0035786,2
gene_4509480,2
gene_3692281,2
gene_2340482,2
MC-0-3_GL0024565,2
gene_3841401,2
OB-1_9_GL0184320,2
gene_4527848,2
gene_1713605,2
DSM22607_9_GL0235073,2
gene_4467508,2
gene_4616862,2
S-Fe8_GL0053460,2
gene_4020360,2
10_GL0010695,2
5_GL0008795,2
5-5_GL0020239,2
gene_3248939,2
gene_3583144,2
gene_1796314,2
gene_4337595,2
Chow_3_GL0065760,2
gene_4298447,2
gene_2834885,2
Chow_4_GL0030498,2
gene_4562748,2
G1-6A_GL0022191,2
gene_3513201,2
11_GL0122223,2
gene_4522015,2
gene_4189060,2
10_GL0037688,2
S-Fe14_GL0091679,2
gene_3515490,2
S-Fe19_GL0079247,2
S-Fe10_GL0006235,2
gene_1740551,2
37_GL0016504,2
gene_2782771,2
gene_3922178,2
10_GL0030298,2
gene_1955168,2
gene_3711003,2
gene_3694613,2
gene_3445510,2
gene_4360033,2
gene_1081068,2
gene_3786377,2
gene_4117691,2
gene_3386608,2
10_GL0081460,2
AF73-05_14_GL0168237,2
gene_1789838,2
gene_4467995,2
gene_3763383,2
gene_4076676,2
gene_2214311,2
gene_3661356,2
gene_4623893,2
gene_3743782,2
gene_2941118,2
NZ_NHMU01000012.1_cds_WP_084081122.1_373,2
gene_4304459,2
gene_3051500,2
gene_4613428,2
gene_3741608,2
gene_3474916,2
gene_3460958,2
gene_4020840,2
gene_3815603,2
gene_4213762,2
gene_4277729,2
gene_3943031,2
gene_3331725,2
gene_3590807,2
gene_3046038,2
4-1_GL0024314,2
Chow_7_GL0153103,2
gene_4157516,1
1A-dyr2-07_GL0030403,1
2A-dyr16-06_GL0084806,1
NZ_QWMU01000003.1_cds_WP_119448105.1_1176,1
Group2-1A_GL0084269,1
Group2-1A_GL0057219,1
gene_4423016,1
3_GL0025034,1
gene_4396583,1
10_GL0016174,1
gene_3777010,1
MH-0-5_GL0010496,1
gene_2593733,1
gene_3260244,1
S-Fe20_GL0039497,1
gene_3653834,1
gene_4054096,1
gene_3275139,1
Food_8_GL0339591,1
2-2_GL0092610,1
DSM22607_2_GL0138723,1
27_GL0055819,1
Chow_4_GL0017822,1
gene_1467023,1
gene_2895734,1
gene_2932204,1
G1-1A_GL0053386,1
1-1_GL0009234,1
gene_4304548,1
gene_4479202,1
S-Fe10_GL0023489,1
NZ_KI535334.1_cds_WP_023348273.1_2691,1
10_GL0013256,1
Group2-3A_GL0181540,1
Food_10_GL0055978,1
1-1_GL0152241,1
gene_483323,1
gene_4058577,1
1A-dyr4-07_GL0062490,1
gene_4201722,1
MC-6-2_GL0184194,1
Chow_5_GL0206592,1
MH-0-3_GL0000696,1
NZ_KB822413.1_cds_WP_004039997.1_297,1
Chow_7_GL0268101,1
HF-F_12_GL0187429,1
gene_3074231,1
1-1_GL0012716,1
gene_2443427,1
gene_4305321,1
gene_3759516,1
S-Fe13_GL0100591,1
gene_3146508,1
Chow_4_GL0025861,1
DSM22607_11_GL0287749,1
Food_11_GL0340463,1
NZ_QWMU01000011.1_cds_WP_004049605.1_172,1
OB-1_8_GL0086841,1
5-4_GL0010411,1
gene_4341477,1
gene_1300130,1
MH-6-5_GL0194681,1
Group2-1A_GL0033033,1
gene_4342658,1
gene_3465250,1
gene_3313451,1
gene_3596976,1
7_GL0080646,1
gene_4554745,1
gene_4203755,1
S-Fe7_GL0223126,1
gene_3309140,1
Chow_4_GL0109735,1
gene_2193421,1
gene_4611410,1
gene_3727213,1
MC-6-4_GL0087776,1
gene_4036882,1
gene_4611380,1
gene_3962782,1
Food_6_GL0170403,1
gene_1805651,1
gene_3142786,1
gene_2924738,1
MH-6-2_GL0104506,1
AF73-05_10_GL0289963,1
10_GL0075153,1
AF73-05_5_GL0113053,1
HF-S_3_GL0097632,1
NZ_NHMQ01000001.1_cds_WP_065535586.1_55,1
S-Fe11_GL0042143,1
G1-7A_GL0071010,1
OB-1_3_GL0240880,1
gene_3336255,1
7_GL0008683,1
HF-F_10_GL0192848,1
HF-F_13_GL0341574,1
gene_2945248,1
S-Fe7_GL0249279,1
Group2-2A_GL0042551,1
gene_2636544,1
gene_4331249,1
gene_2294428,1
1-1_GL0096112,1
MH-6-2_GL0024957,1
1A-dyr2-07_GL0034119,1
MC-6-2_GL0124678,1
gene_929439,1
S-Fe11_GL0113674,1
S-Fe17_GL0054763,1
OB-1_4_GL0406977,1
45_GL0007392,1
gene_4297394,1
gene_4311323,1
gene_4458221,1
gene_4188351,1
gene_4245791,1
MC-6-2_GL0108697,1
gene_4240155,1
OB-1_6_GL0008998,1
gene_1637767,1
gene_3711036,1
gene_2313341,1
gene_1601070,1
Chow_1_GL0231224,1
gene_3389178,1
HF-F_9_GL0300062,1
NZ_RAZA01000074.1_cds_WP_016222257.1_4016,1
gene_4607472,1
1-1_GL0131985,1
gene_3117423,1
gene_4456280,1
gene_3836859,1
gene_3652820,1
DSM22607_9_GL0075557,1
gene_4508423,1
Group2-2A_GL0043708,1
G1-1A_GL0043806,1
gene_3581654,1
gene_4194034,1
gene_1174292,1
MC-0-3_GL0045750,1
gene_2876512,1
Group2-1A_GL0002195,1
Group2-2A_GL0105982,1
10_GL0063231,1
gene_29041,1
2-2_GL0023083,1
Food_5_GL0138182,1
S-Fe8_GL0033504,1
gene_1376859,1
gene_4145079,1
gene_4408819,1
gene_2332630,1
gene_4232856,1
Food_13_GL0115580,1
41_GL0093949,1
MH-6-3_GL0032487,1
gene_2593844,1
gene_1357938,1
39_GL0059318,1
gene_4233887,1
HF-S_9_GL0180474,1
gene_3839165,1
MC-0-1_GL0120769,1
24_GL0116221,1
Food_10_GL0178434,1
HF-F_13_GL0204763,1
20_GL0154005,1
Group2-3A_GL0089132,1
11_GL0082775,1
5-7_GL0083467,1
OB-1_5_GL0153537,1
gene_2294687,1
HF-S_6_GL0144058,1
gene_360014,1
AF73-05_4_GL0234821,1
gene_3521630,1
MC-6-1_GL0078344,1
gene_4133781,1
gene_3889652,1
7-4_GL0063830,1
gene_2631408,1
1-1_GL0095555,1
gene_4349316,1
AF73-05_10_GL0368873,1
10_GL0063235,1
HF-S_13_GL0002670,1
NZ_KB822441.1_cds_WP_004068286.1_22,1
MC-0-3_GL0011673,1
gene_4076029,1
5-2_GL0024574,1
3-1_GL0037600,1
gene_3012786,1
gene_48492,1
gene_4597076,1
gene_444142,1
gene_2268583,1
gene_4402157,1
gene_4474439,1
MC-0-1_GL0093486,1
MC-0-1_GL0056964,1
gene_3880789,1
10_GL0065284,1
33_GL0099282,1
gene_2056376,1
MC-6-1_GL0004288,1
10_GL0050633,1
AF73-05_3_GL0016978,1
gene_4082173,1
DSM22607_4_GL0043231,1
gene_4403463,1
36_GL0030143,1
gene_4083509,1
gene_1575623,1
gene_4179268,1
gene_4211037,1
16_GL0088328,1
MH-6-2_GL0087569,1
S-Fe8_GL0147475,1
10_GL0026551,1
gene_4549003,1
gene_3317463,1
NZ_NHMT01000001.1_cds_WP_065533284.1_1406,1
24_GL0117647,1
gene_3990152,1
gene_1219207,1
S-Fe10_GL0031337,1
gene_1799785,1
gene_3219380,1
gene_4608663,1
gene_4274702,1
11_GL0138027,1
gene_4135940,1
gene_1499880,1
MC-0-1_GL0080061,1
S-Fe13_GL0035335,1
gene_3743399,1
NZ_QZFS01000032.1_cds_WP_129178901.1_4474,1
gene_3740809,1
DSM22607_2_GL0284902,1
DSM22607_2_GL0170403,1
gene_3602039,1
gene_4248368,1
gene_3232768,1
16_GL0063294,1
10_GL0082738,1
35_GL0118017,1
gene_1290296,1
31_GL0075302,1
gene_2770807,1
MC-0-1_GL0073744,1
gene_2953689,1
gene_3595035,1
gene_3863025,1
gene_4162368,1
DSM22607_12_GL0224701,1
gene_4364690,1
gene_3948011,1
gene_3205657,1
gene_4159574,1
27_GL0012851,1
34_GL0063609,1
OB-1_12_GL0032055,1
Food_10_GL0124604,1
HF-F_9_GL0187950,1
Food_10_GL0068114,1
S-Fe6_GL0012773,1
MC-6-2_GL0001895,1
gene_2805817,1
OB-1_4_GL0450292,1
S-Fe15_GL0085780,1
Chow_1_GL0018093,1
gene_3753006,1
Chow_8_GL0127708,1
gene_4282712,1
S-Fe10_GL0017725,1
15_GL0099866,1
gene_4478822,1
gene_2505498,1
gene_1629625,1
OB-1_1_GL0079439,1
DSM22607_2_GL0243131,1
gene_2841623,1
gene_3805779,1
NZ_RAYO01000005.1_cds_WP_120394563.1_2009,1
MH-6-1_GL0153156,1
10_GL0002265,1
MC-6-2_GL0197336,1
Chow_8_GL0098833,1
gene_3677681,1
4-7_GL0078995,1
G1-1A_GL0062431,1
gene_2014036,1
G1-1A_GL0061021,1
gene_3745470,1
gene_3455622,1
gene_4400581,1
gene_3351931,1
gene_4077819,1
gene_3293064,1
14_GL0091902,1
gene_4257158,1
1A-dyr3-07_GL0020212,1
G1-2A_GL0051434,1
gene_4164865,1
gene_3140302,1
gene_4491315,1
gene_1421967,1
gene_2609574,1
gene_3951758,1
gene_605342,1
Food_7_GL0209847,1
Group2-3A_GL0217201,1
MC-6-1_GL0035348,1
gene_3690232,1
HF-S_2_GL0266187,1
DSM22607_6_GL0218412,1
S-Fe3_GL0036057,1
gene_3009308,1
HF-S_6_GL0089084,1
S-Fe13_GL0035520,1
HF-S_14_GL0277297,1
S-Fe10_GL0109773,1
gene_3703027,1
gene_4128587,1
27_GL0001452,1
4-8_GL0101502,1
Food_14_GL0197051,1
Chow_2_GL0052200,1
S-Fe10_GL0138428,1
gene_3374464,1
DSM22607_8_GL0384315,1
3-8_GL0060375,1
gene_3347327,1
33_GL0002021,1
DSM22607_13_GL0143664,1
gene_1938112,1
gene_3742307,1
Food_3_GL0059847,1
AF73-05_8_GL0129929,1
gene_2523785,1
gene_3347808,1
3-4_GL0010518,1
gene_2880643,1
AF73-05_10_GL0417869,1
S-Fe20_GL0111929,1
Food_13_GL0012666,1
gene_3791320,1
2-2_GL0010158,1
gene_1671857,1
1-1_GL0053191,1
Chow_1_GL0113178,1
MC-6-1_GL0071031,1
gene_1785333,1
gene_2724221,1
gene_4544905,1
gene_4147446,1
MH-6-1_GL0059399,1
gene_3670406,1
HF-S_7_GL0028288,1
40_GL0013437,1
gene_3896237,1
gene_3760863,1
10_GL0073802,1
3-2_GL0075583,1
HF-F_10_GL0236182,1
gene_4138879,1
Food_5_GL0164811,1
MC-0-1_GL0087548,1
gene_3533785,1
gene_4612181,1
11_GL0158232,1
G1-1A_GL0117148,1
gene_4402534,1
gene_4249341,1
7_GL0038877,1
Food_1_GL0073685,1
1-1_GL0001919,1
10_GL0032897,1
5-2_GL0069875,1
gene_4620340,1
gene_1738308,1
Food_9_GL0326341,1
gene_3249622,1
NZ_RAYS01000105.1_cds_WP_024988364.1_4180,1
10_GL0061912,1
AF73-05_6_GL0253344,1
gene_3759079,1
gene_4317245,1
ERR1212018_Scaf19_508,1
Chow_4_GL0291437,1
gene_2913964,1
3_GL0038919,1
Food_5_GL0049584,1
NZ_NHMU01000003.1_cds_WP_065539225.1_1925,1
gene_1911659,1
gene_3212163,1
gene_2317850,1
gene_4148352,1
9_GL0035165,1
8-3_GL0073182,1
S-Fe8_GL0214763,1
S-Fe4_GL0065106,1
gene_2581709,1
gene_4249934,1
gene_2591808,1
gene_2985232,1
gene_3297444,1
Group2-1A_GL0016410,1
Group2-2A_GL0018078,1
Chow_8_GL0281381,1
gene_3757733,1
MC-6-2_GL0117761,1
gene_1119433,1
G1-3A_GL0042475,1
gene_2549694,1
2_GL0052842,1
Food_1_GL0051633,1
gene_3655282,1
gene_3065903,1
gene_2315287,1
16_GL0069619,1
gene_4518420,1
S-Fe19_GL0030518,1
Food_10_GL0203177,1
1-8_GL0037326,1
gene_4585215,1
MC-6-3_GL0002981,1
MC-6-2_GL0071632,1
Group2-3A_GL0147766,1
gene_4281850,1
gene_3131606,1
gene_3519288,1
MC-0-1_GL0055007,1
gene_3717358,1
gene_3935485,1
HF-F_14_GL0413812,1
6-7_GL0120626,1
S-Fe4_GL0060088,1
NZ_NHMU01000003.1_cds_WP_065539461.1_2233,1
gene_3516104,1
gene_4195770,1
S-Fe1_GL0121630,1
gene_2977678,1
MH-0-4_GL0052919,1
gene_3343002,1
gene_2081223,1
MC-6-3_GL0018763,1
AF73-05_8_GL0117924,1
gene_4156310,1
gene_4504936,1
gene_3478666,1
S-Fe10_GL0057177,1
HF-S_2_GL0248460,1
gene_4546734,1
10_GL0064137,1
gene_561122,1
Food_14_GL0092378,1
4_GL0094152,1
gene_2356325,1
gene_3517020,1
2-1_GL0000946,1
gene_4550987,1
G1-3A_GL0000301,1
NZ_RAYW01000009.1_cds_WP_121698623.1_2574,1
NZ_RAYW01000012.1_cds_WP_121698995.1_153,1
G1-1A_GL0118212,1
23_GL0020930,1
19_GL0062984,1
gene_2804171,1
gene_1195444,1
42_GL0027380,1
gene_3761661,1
S-Fe10_GL0129103,1
gene_580651,1
gene_4614854,1
gene_3976876,1
S-Fe13_GL0061024,1
S-Fe19_GL0039696,1
gene_1165742,1
gene_3513223,1
S-Fe1_GL0063703,1
Chow_3_GL0165771,1
NZ_RAYW01000010.1_cds_WP_121698819.1_2781,1
46_GL0048830,1
1-3_GL0017304,1
S-Fe20_GL0194603,1
gene_3546709,1
gene_3654348,1
gene_2976934,1
gene_3681118,1
AF73-05_11_GL0251634,1
gene_1007778,1
gene_4113889,1
gene_4286684,1
gene_4541943,1
gene_4483181,1
gene_2855969,1
S-Fe11_GL0055298,1
32_GL0027823,1
AF73-05_11_GL0008143,1
gene_2567378,1
HF-S_13_GL0391716,1
gene_3140263,1
gene_3189359,1
6-1_GL0053995,1
gene_786946,1
23_GL0047040,1
gene_2021987,1
gene_1758319,1
gene_1181838,1
gene_2343988,1
AF73-05_10_GL0231839,1
gene_2677007,1
gene_3360368,1
gene_2906170,1
G1-3A_GL0036049,1
NZ_KI535338.1_cds_WP_023348995.1_3480,1
4-1_GL0043905,1
NZ_CP021422.1_cds_WP_084384544.1_2089,1
4-5_GL0071666,1
gene_4088120,1
S-Fe2_GL0190602,1
NZ_RAYG01000012.1_cds_WP_100263379.1_4156,1
G1-7A_GL0026012,1
MC-6-4_GL0101422,1
gene_2993576,1
Food_3_GL0169690,1
10_GL0026077,1
gene_4388822,1
2-3_GL0037810,1
20_GL0170320,1
35_GL0049679,1
gene_3072521,1
gene_1290092,1
S-Fe20_GL0168829,1
8-1_GL0036694,1
26_GL0002531,1
1-2_GL0024949,1
gene_2766286,1
gene_1178056,1
1A-dyr2-07_GL0016762,1
MC-6-2_GL0080706,1
gene_1872991,1
6-5_GL0094751,1
8_GL0056879,1
Food_10_GL0227949,1
gene_3158969,1
Food_4_GL0161945,1
G1-1A_GL0002528,1
10_GL0049846,1
gene_3707096,1
gene_4023720,1
gene_4257407,1
gene_4178345,1
gene_4026027,1
2_GL0122681,1
HF-F_7_GL0263530,1
Chow_8_GL0193483,1
Food_4_GL0106507,1
gene_1299085,1
gene_3556221,1
gene_4605922,1
NZ_RAYW01000002.1_cds_WP_121698053.1_1543,1
gene_4066139,1
gene_2764382,1
4-1_GL0020939,1
gene_4532385,1
NZ_RAZA01000062.1_cds_WP_120480591.1_3748,1
3-1_GL0008149,1
AF73-05_14_GL0326383,1
gene_2296811,1
gene_1305462,1
1A-dyr4-07_GL0106177,1
gene_4011639,1
gene_4524478,1
gene_2845914,1
gene_4201808,1
10_GL0099107,1
NZ_CP021421.1_cds_WP_068959870.1_588,1
gene_3177964,1
Group2-2A_GL0149820,1
HF-F_13_GL0336963,1
gene_4434175,1
S-Fe13_GL0055023,1
5-5_GL0119109,1
gene_3072176,1
gene_4051600,1
Food_10_GL0228004,1
gene_2889394,1
gene_3631132,1
gene_3247629,1
gene_3300606,1
2-7_GL0060758,1
10_GL0063247,1
gene_2394603,1
gene_2799426,1
gene_4033709,1
Group2-3A_GL0213766,1
Food_3_GL0200142,1
gene_500947,1
1-1_GL0133369,1
gene_2780475,1
33_GL0088435,1
S-Fe11_GL0149641,1
DSM22607_12_GL0299830,1
gene_2918710,1
2-7_GL0048442,1
Chow_1_GL0006667,1
S-Fe12_GL0165006,1
gene_4196316,1
Chow_5_GL0205088,1
gene_2804011,1
gene_1918150,1
gene_2661444,1
AF73-05_1_GL0019729,1
1A-dyr2-07_GL0041503,1
Group2-3A_GL0005622,1
HF-S_12_GL0116323,1
gene_1705294,1
1-2_GL0039508,1
10_GL0096555,1
gene_3101727,1
NZ_RAZL01000010.1_cds_WP_004324713.1_82,1
7-2_GL0088699,1
gene_4165299,1
gene_3918785,1
gene_2541930,1
gene_4232606,1
gene_2945421,1
28_GL0025110,1
S-Fe20_GL0108822,1
gene_3288632,1
gene_4447214,1
MC-0-1_GL0059926,1
12_GL0034133,1
6-1_GL0025021,1
gene_3275528,1
gene_3212196,1
gene_2028207,1
10_GL0095214,1
gene_3838390,1
MC-6-5_GL0137984,1
MC-0-3_GL0090408,1
NZ_RAYW01000041.1_cds_WP_121700245.1_1811,1
gene_128520,1
HF-F_5_GL0136646,1
2-4_GL0071963,1
OB-1_3_GL0132821,1
10_GL0016177,1
HF-F_11_GL0270618,1
Food_9_GL0370912,1
gene_3705104,1
NZ_KI535336.1_cds_3286,1
NZ_RAZM01000031.1_cds_WP_032934794.1_2047,1
MC-6-1_GL0054053,1
gene_3245031,1
gene_4424239,1
DSM22607_3_GL0160391,1
AF73-05_1_GL0393512,1
NZ_RAYW01000008.1_cds_WP_121698524.1_2474,1
HF-S_8_GL0240765,1
gene_681076,1
gene_4216767,1
DSM22607_10_GL0100441,1
10_GL0017571,1
MC-0-1_GL0055518,1
10_GL0039443,1
gene_4526939,1
gene_1087802,1
gene_3230953,1
gene_2819461,1
gene_3096735,1
gene_3661236,1
MC-6-2_GL0089252,1
gene_3492358,1
gene_3185178,1
10_GL0062048,1
11_GL0148231,1
S-Fe10_GL0168042,1
gene_3925908,1
gene_3384498,1
Group2-1A_GL0066452,1
5-1_GL0052203,1
gene_4147312,1
S-Fe14_GL0021644,1
gene_3487039,1
NZ_CP021421.1_cds_WP_068960652.1_2313,1
gene_4602751,1
4-1_GL0043282,1
gene_4239309,1
gene_857188,1
OB-1_10_GL0018461,1
40_GL0031724,1
gene_3924497,1
MH-0-3_GL0021358,1
MC-6-4_GL0010165,1
gene_3147648,1
gene_3470325,1
gene_3191768,1
2A-dyr14-06_GL0047791,1
10_GL0084146,1
1-2_GL0064407,1
14_GL0021655,1
Food_9_GL0015503,1
MH-6-4_GL0060329,1
gene_2672658,1
3-3_GL0067010,1
gene_3675932,1
gene_787003,1
gene_3173208,1
gene_2762598,1
gene_3247717,1
S-Fe10_GL0181760,1
6-2_GL0088408,1
gene_3712568,1
gene_3797835,1
OB-1_8_GL0278949,1
MC-0-3_GL0086387,1
gene_864879,1
4-6_GL0034028,1
gene_3076524,1
Chow_2_GL0080521,1
NZ_RAYW01000017.1_cds_WP_121699387.1_561,1
gene_3442942,1
gene_3558786,1
10_GL0008513,1
gene_4306535,1
gene_2550791,1
MH-0-5_GL0103755,1
HF-F_12_GL0162912,1
S-Fe11_GL0051627,1
gene_3915361,1
Group2-2A_GL0030292,1
S-Fe11_GL0137013,1
gene_4229346,1
gene_3662279,1
gene_3200819,1
gene_3727813,1
gene_4243243,1
S-Fe18_GL0005091,1
Group2-2A_GL0116833,1
8-3_GL0053583,1
14_GL0005297,1
MH-6-1_GL0086385,1
10_GL0023860,1
gene_3883918,1
6-3_GL0073252,1
gene_4561331,1
MC-0-1_GL0059538,1
gene_1851498,1
gene_3351545,1
11_GL0128167,1
S-Fe11_GL0045265,1
gene_137158,1
gene_2498374,1
10_GL0082743,1
gene_2799457,1
gene_3201397,1
OB-1_11_GL0145117,1
Food_9_GL0360282,1
G1-5A_GL0201892,1
gene_4056316,1
gene_4146645,1
gene_127814,1
gene_2954151,1
gene_3631000,1
gene_2881830,1
S-Fe9_GL0003997,1
gene_3445449,1
gene_4315162,1
Group2-1A_GL0065321,1
gene_4637597,1
MC-6-2_GL0178370,1
gene_1691312,1
HF-F_13_GL0232262,1
Food_3_GL0094082,1
gene_3249402,1
Chow_5_GL0103376,1
gene_3108661,1
gene_2676267,1
18_GL0050226,1
gene_3533169,1
S-Fe10_GL0117128,1
gene_3200880,1
10_GL0030097,1
gene_210548,1
HF-S_9_GL0279035,1
gene_3803987,1
gene_4211493,1
gene_4347291,1
gene_3141576,1
G1-5A_GL0091172,1
gene_3174915,1
2A-dyr14-06_GL0007554,1
gene_3730337,1
8-2_GL0139882,1
S-Fe10_GL0012572,1
Chow_7_GL0101700,1
Food_11_GL0361975,1
gene_4054086,1
8-5_GL0016511,1
Food_1_GL0193942,1
gene_3709899,1
17_GL0124688,1
gene_3429562,1
2A-dyr14-06_GL0031301,1
gene_2486357,1
2A-dyr16-06_GL0060201,1
gene_3059685,1
gene_4250102,1
gene_3574009,1
10_GL0065271,1
gene_987040,1
gene_4539528,1
10_GL0086015,1
NZ_RAYW01000016.1_cds_WP_121699307.1_481,1
OB-1_1_GL0204876,1
22_GL0104427,1
gene_3221168,1
gene_3221540,1
10_GL0030101,1
AF73-05_3_GL0290308,1
gene_4377880,1
10_GL0035776,1
gene_3378236,1
gene_3482861,1
gene_4127485,1
gene_4310517,1
gene_4128064,1
gene_3039837,1
DSM22607_1_GL0293031,1
AF73-05_8_GL0015133,1
11_GL0144015,1
HF-F_10_GL0114438,1
gene_3568447,1
Food_5_GL0084610,1
gene_4114871,1
Food_1_GL0226055,1
Food_1_GL0107582,1
gene_3586114,1
10_GL0046422,1
gene_4370923,1
6-3_GL0062190,1
gene_2808837,1
31_GL0090834,1
gene_3377783,1
gene_1937255,1
gene_2616311,1
gene_3012363,1
gene_3740893,1
gene_3435588,1
DSM22607_12_GL0006511,1
gene_3236415,1
gene_2115624,1
gene_4453241,1
DSM22607_6_GL0064266,1
HF-F_6_GL0169311,1
55_GL0070018,1
S-Fe10_GL0081672,1
47_GL0040492,1
1-1_GL0109111,1
2635341663,1
gene_1370576,1
14_GL0040069,1
Food_10_GL0268953,1
gene_2743813,1
MC-6-1_GL0063862,1
8-1_GL0093226,1
gene_4040226,1
S-Fe10_GL0125360,1
gene_3279046,1
MC-6-2_GL0001741,1
gene_4254676,1
gene_2592191,1
10_GL0055282,1
AF73-05_1_GL0139679,1
MC-0-1_GL0005760,1
gene_510304,1
gene_4532789,1
gene_3331624,1
7_GL0076237,1
gene_3206461,1
gene_3785550,1
gene_3567696,1
MH-0-5_GL0025214,1
Chow_4_GL0235011,1
gene_1052157,1
Food_5_GL0182424,1
gene_3778587,1
AF73-05_8_GL0206691,1
G1-1A_GL0036627,1
gene_2950908,1
gene_3557381,1
gene_1124652,1
7_GL0020180,1
AF73-05_9_GL0078833,1
gene_873933,1
HF-S_8_GL0184312,1
DSM22607_8_GL0179310,1
gene_4412004,1
gene_3978556,1
NZ_CP021421.1_cds_WP_068961304.1_1510,1
S-Fe10_GL0077007,1
gene_3553581,1
7-1_GL0072609,1
Group2-7A_GL0060682,1
NZ_CP021421.1_cds_WP_068960403.1_2605,1
gene_4549590,1
2A-dyr14-06_GL0062737,1
MH-6-2_GL0088365,1
G1-3A_GL0073253,1
1A-dyr2-07_GL0030441,1
MC-0-1_GL0127434,1
10_GL0061863,1
