gene,donor_3_cecum
gene_1514603,2
Food_5_GL0008552,2
27_GL0008474,2
2-7_GL0071852,2
MC-6-4_GL0010471,2
MH-0-4_GL0051399,2
MH-6-4_GL0005690,2
gene_4026988,2
gene_3958197,2
Food_11_GL0159949,2
gene_2624848,2
DSM22607_13_GL0233087,2
gene_4324462,2
AF73-05_8_GL0255585,2
HF-F_13_GL0288109,2
S-Fe7_GL0179238,2
gene_4555133,2
25_GL0009068,2
2A-dyr16-07_GL0028574,2
NZ_RAYO01000004.1_cds_WP_120394271.1_1598,2
gene_4614337,2
Group2-1A_GL0012933,2
gene_2755761,2
6-5_GL0056299,2
7-1_GL0003806,2
2A-dyr16-07_GL0029369,2
gene_152169,2
13_GL0001032,2
MH-6-3_GL0073373,2
gene_3225741,2
S-Fe18_GL0031910,2
MH-6-4_GL0126497,2
4-1_GL0048100,2
3-7_GL0015912,2
HF-F_4_GL0349498,2
Group2-7A_GL0041747,2
MC-0-1_GL0104752,2
Chow_3_GL0082168,2
4-7_GL0084006,2
AF73-05_6_GL0192068,2
gene_1296002,2
S-Fe11_GL0099593,2
gene_2503640,2
S-Fe7_GL0119239,2
gene_4187522,2
MH-6-5_GL0128373,2
S-Fe3_GL0036482,2
NZ_KB822465.1_cds_WP_004078910.1_3915,2
AF73-05_1_GL0061945,2
1_GL0113171,2
7-8_GL0095294,2
38_GL0042441,2
7-8_GL0099917,2
Food_14_GL0095080,2
MH-6-1_GL0008578,2
S-Fe9_GL0147359,2
gene_3224675,2
gene_2655519,2
6-8_GL0028196,2
gene_3514133,2
26_GL0124954,2
gene_2712100,2
gene_3042202,2
MC-6-3_GL0109136,2
gene_4170484,2
3-5_GL0037726,2
gene_2797031,2
8-5_GL0025569,2
gene_3818814,2
S-Fe2_GL0160761,2
AF73-05_7_GL0306580,2
HF-S_5_GL0296976,2
MH-6-4_GL0042140,2
S-Fe8_GL0248988,2
Food_1_GL0232871,2
MH-6-1_GL0065992,2
gene_2586353,2
Food_5_GL0335975,2
Food_1_GL0039216,2
MC-0-1_GL0093338,2
Chow_8_GL0308251,2
G1-1A_GL0053099,2
gene_3724623,2
Food_10_GL0112088,2
Food_14_GL0319024,2
HF-S_14_GL0228200,2
2A-dyr14-07_GL0048366,2
7_GL0007318,2
Group2-3A_GL0039060,2
gene_3128241,2
gene_2993224,2
MC-0-1_GL0011796,2
Food_5_GL0198273,2
Food_8_GL0059859,2
8-3_GL0015875,2
ERR1211980_Scaf47_2950,2
gene_4590135,2
gene_3871723,2
ERR1211980_Scaf53_3068,2
20_GL0043055,2
gene_3792529,2
Food_14_GL0020242,2
9_GL0020072,2
Chow_7_GL0272526,2
gene_3963408,2
MH-6-3_GL0054794,2
HF-F_14_GL0454780,2
Chow_1_GL0191378,2
AF73-05_3_GL0246391,2
gene_4426017,2
gene_3030506,2
1-2_GL0123198,2
gene_3064736,2
gene_4529761,2
2-2_GL0061409,2
17_GL0063809,2
AF73-05_7_GL0222067,2
S-Fe8_GL0287591,2
1-1_GL0039082,2
gene_3239614,2
Food_8_GL0372150,2
2-1_GL0094352,2
gene_1043812,2
gene_2947543,2
16_GL0089360,2
Food_13_GL0196416,2
gene_4065177,2
gene_3779352,2
HF-F_3_GL0185391,2
Food_14_GL0098528,2
MH-6-4_GL0124195,2
Chow_1_GL0289153,2
HF-S_10_GL0064086,2
Chow_5_GL0096210,2
gene_3540692,2
gene_4458221,2
gene_2783435,2
gene_2122510,2
33_GL0119804,2
gene_2298323,2
MC-6-4_GL0102132,2
gene_4584479,2
AF73-05_7_GL0335261,2
Food_5_GL0048962,2
NZ_RAZA01000001.1_cds_WP_120476830.1_1334,2
HF-S_1_GL0249139,2
20_GL0022647,2
HF-F_12_GL0071578,2
Food_11_GL0036785,2
HF-S_2_GL0050089,2
gene_4030863,2
gene_1960361,2
S-Fe8_GL0153147,2
17_GL0112475,2
Food_9_GL0090916,2
14_GL0127454,2
S-Fe1_GL0067266,2
Food_1_GL0081740,2
MH-6-4_GL0039535,2
34_GL0061393,2
Food_1_GL0042663,2
gene_3358924,2
2756679298,2
S-Fe2_GL0103918,2
MH-0-3_GL0013787,2
17_GL0014833,2
NZ_QWMU01000064.1_cds_WP_004051212.1_1689,2
OB-1_6_GL0323688,2
Chow_6_GL0140855,2
HF-S_12_GL0076013,2
MH-6-3_GL0151934,2
MC-6-1_GL0050111,2
HF-S_5_GL0122380,2
AF73-05_5_GL0096300,2
17_GL0084911,2
gene_1980797,2
4-7_GL0130706,2
gene_3303057,2
G1-8A_GL0150352,2
Group2-3A_GL0203638,2
S-Fe1_GL0024761,2
Chow_7_GL0101514,2
Food_6_GL0038754,2
gene_1117107,2
5-6_GL0085101,2
1-1_GL0079077,2
5-6_GL0040669,2
4_GL0049791,2
Food_14_GL0134505,2
gene_4454542,2
gene_3256364,2
HF-F_13_GL0311054,2
S-Fe2_GL0079662,2
54_GL0075522,2
43_GL0021362,2
MH-6-3_GL0109568,2
43_GL0091292,2
13_GL0079087,2
S-Fe20_GL0153683,2
AF73-05_6_GL0388537,2
30_GL0021034,2
gene_4197088,2
DSM22607_1_GL0030026,2
AF73-05_6_GL0409215,2
2-1_GL0033223,2
AF73-05_4_GL0144975,2
AF73-05_10_GL0018300,2
AF73-05_5_GL0210860,2
5-7_GL0018928,2
2-2_GL0068021,2
gene_1976328,2
gene_3402597,2
10_GL0009412,2
4-1_GL0054874,2
gene_4071716,2
3-3_GL0071418,2
MH-0-5_GL0091130,2
gene_3470236,2
MH-6-5_GL0022584,2
NZ_RAZA01000026.1_cds_WP_120479740.1_1862,2
MC-0-1_GL0029671,2
DSM22607_2_GL0308016,2
gene_1247676,2
HF-S_10_GL0211934,2
AF73-05_1_GL0067231,2
G1-1A_GL0007007,2
33_GL0046541,2
gene_4030501,2
Group2-1A_GL0002599,2
gene_1090517,2
DSM22607_3_GL0344096,2
Food_8_GL0286247,2
gene_3649271,2
DSM22607_1_GL0233067,2
4-1_GL0012230,2
AF73-05_2_GL0168717,2
DSM22607_6_GL0028454,2
gene_3870635,2
52_GL0047744,2
Group2-3A_GL0193884,2
Chow_8_GL0099993,2
DSM22607_12_GL0285381,2
AF73-05_3_GL0201008,2
gene_3803039,2
20_GL0049314,2
gene_158352,2
gene_4116788,2
NZ_RAYO01000071.1_cds_WP_120397049.1_2712,2
AF73-05_9_GL0107932,2
gene_1959024,2
NZ_RAYF01000033.1_cds_WP_120438199.1_1557,2
gene_3815815,2
gene_2382374,2
1-1_GL0026660,2
gene_1755732,2
gene_4572026,2
HF-F_4_GL0148512,2
OB-1_2_GL0070534,2
12_GL0010264,2
3-7_GL0015538,2
MC-6-1_GL0049053,2
7-5_GL0039092,2
gene_2909644,2
gene_3003178,2
gene_2819528,2
gene_3120017,2
6-1_GL0019141,2
3_GL0022453,2
HF-S_13_GL0124395,2
33_GL0082703,2
6-8_GL0035672,2
gene_1885141,2
DSM22607_7_GL0253774,2
3-3_GL0084999,2
gene_2698845,2
Group2-8A_GL0010075,2
1-1_GL0017212,2
gene_2480997,2
Group2-3A_GL0053975,2
HF-F_10_GL0298692,2
Chow_2_GL0197145,2
AF73-05_8_GL0134667,2
gene_3650063,2
5-1_GL0021243,2
2-5_GL0002678,2
gene_2709625,2
gene_1818234,2
gene_2076200,2
Chow_5_GL0165952,2
Food_13_GL0045826,2
gene_3851100,2
7-5_GL0096197,2
12_GL0070230,2
AF73-05_3_GL0341083,2
gene_4292326,2
S-Fe7_GL0280442,2
AF73-05_8_GL0117067,2
1-2_GL0005279,2
gene_2202398,2
Chow_1_GL0180849,2
MH-6-3_GL0079957,2
S-Fe2_GL0160422,2
HF-F_6_GL0297862,2
Chow_1_GL0159036,2
G1-6A_GL0036064,2
DSM22607_4_GL0087166,2
gene_1179468,2
4-1_GL0053516,2
3-5_GL0123663,2
6-6_GL0047179,2
1A-dyr3-06_GL0030715,2
OB-1_8_GL0195651,2
4-8_GL0007384,2
3-6_GL0018705,2
OB-1_2_GL0188816,2
S-Fe1_GL0061734,2
2-3_GL0065510,2
gene_2450172,2
DSM22607_5_GL0072795,2
gene_2691523,2
gene_4615775,2
S-Fe9_GL0108726,2
S-Fe6_GL0262195,2
gene_2422713,2
AF73-05_8_GL0324523,2
17_GL0006939,2
NZ_RAYQ01000001.1_cds_WP_120466001.1_1536,2
S-Fe8_GL0232789,2
Food_14_GL0121141,2
1-1_GL0088707,2
S-Fe16_GL0036741,2
S-Fe12_GL0059097,2
MH-6-3_GL0030215,2
42_GL0033961,2
36_GL0062926,2
gene_3736338,2
21_GL0060956,2
gene_1220983,2
NZ_QZFS01000016.1_cds_WP_016230078.1_1834,2
gene_3735573,2
5-1_GL0012385,2
gene_3463925,2
4-1_GL0010348,2
Chow_7_GL0113211,2
24_GL0020387,2
gene_4430402,2
gene_4044649,2
DSM22607_7_GL0229626,2
gene_2280689,2
G1-1A_GL0066214,2
Chow_2_GL0121217,2
G1-8A_GL0022004,2
Food_5_GL0308604,2
AF73-05_2_GL0091397,2
gene_3454569,2
2_GL0120758,2
Chow_8_GL0277525,2
gene_2636948,2
gene_4550299,2
gene_2334307,2
gene_1493904,2
1-1_GL0097296,2
Chow_5_GL0286498,2
S-Fe10_GL0027262,2
Chow_3_GL0164387,2
Food_4_GL0232446,2
S-Fe11_GL0146711,2
AF73-05_10_GL0353653,2
Group2-6A_GL0038750,2
ERR1211980_Scaf6_920,2
Food_5_GL0056114,2
gene_3671174,2
39_GL0173394,2
Group2-6A_GL0000355,2
gene_3823199,2
gene_726803,2
1-1_GL0034738,2
Food_14_GL0141736,2
2A-dyr16-07_GL0047168,2
AF73-05_10_GL0319350,2
NZ_QZFS01000092.1_cds_WP_129183017.1_8929,2
gene_1438543,2
gene_1190668,2
2-1_GL0043423,2
39_GL0054575,2
AF73-05_11_GL0154000,2
MH-6-5_GL0093602,2
MC-6-3_GL0023796,2
gene_3574987,2
gene_1773113,2
Food_10_GL0065101,2
Food_5_GL0227243,2
Group2-5A_GL0112546,2
4-5_GL0068116,2
S-Fe2_GL0143674,2
Chow_3_GL0015838,2
19_GL0002266,2
S-Fe3_GL0123566,2
14_GL0022352,2
gene_1971173,2
6-1_GL0002528,2
gene_2929617,2
17_GL0010366,2
4-1_GL0018832,2
DSM22607_2_GL0094952,2
47_GL0115385,2
gene_3642562,2
7-8_GL0012844,2
HF-F_13_GL0242549,2
17_GL0112643,2
S-Fe7_GL0092872,2
gene_3851120,2
gene_2583309,2
1-8_GL0001335,2
NZ_RAYY01000049.1_cds_WP_120424737.1_3686,2
S-Fe7_GL0013401,2
MC-0-1_GL0021595,2
gene_2879093,2
11_GL0132479,2
AF73-05_14_GL0220216,2
Food_10_GL0016970,2
51_GL0064740,2
NZ_QZFS01000049.1_cds_WP_129180274.1_6076,2
AF73-05_14_GL0016882,2
53_GL0022143,2
AF73-05_13_GL0141809,2
1B-dyr12-07_GL0000721,2
Group2-4A_GL0060172,2
gene_106400,2
1-4_GL0077515,2
G1-7A_GL0133210,2
HF-S_2_GL0099078,2
6-1_GL0039553,2
gene_2179926,2
gene_3476923,2
gene_4143696,2
NZ_RAYO01000047.1_cds_WP_120396703.1_1935,2
OB-1_11_GL0024875,2
3_GL0116502,2
gene_4334594,2
2-3_GL0104142,2
gene_2569650,2
11_GL0115032,2
S-Fe3_GL0191190,2
20_GL0138294,2
17_GL0046158,2
MC-6-1_GL0049054,2
AF73-05_8_GL0282870,2
NZ_OFSM01000054.1_cds_WP_103242469.1_2207,2
AF73-05_13_GL0001119,2
gene_2827638,2
8-1_GL0028102,2
gene_3406559,2
1-7_GL0141189,2
Food_1_GL0258904,2
AF73-05_13_GL0204791,2
gene_417340,2
gene_4171321,2
NZ_KB822444.1_cds_WP_004071346.1_1492,2
gene_1095461,2
S-Fe9_GL0017752,2
gene_3319847,2
DSM22607_5_GL0325323,2
AF73-05_7_GL0120704,2
G1-5A_GL0090737,2
10_GL0014574,2
Chow_6_GL0275424,2
gene_4566640,2
gene_4392298,2
1-1_GL0027662,2
gene_4203624,2
gene_2722750,2
Food_6_GL0078775,2
2756680107,2
S-Fe2_GL0152625,2
AF73-05_1_GL0373033,2
gene_3382143,2
HF-F_14_GL0154238,2
Chow_1_GL0082564,2
AF73-05_10_GL0233790,2
AF73-05_11_GL0201049,2
S-Fe1_GL0172712,2
Food_13_GL0012196,2
gene_3664329,2
gene_4387532,2
gene_3198925,2
55_GL0077324,2
gene_4062882,2
HF-S_6_GL0111643,2
DSM22607_6_GL0173328,2
gene_2674395,2
Chow_7_GL0173346,2
AF73-05_5_GL0019834,2
HF-F_6_GL0263279,2
1A-dyr4-07_GL0029611,2
gene_4250220,2
gene_4117070,2
gene_3140900,2
gene_4503943,2
Food_10_GL0245493,2
gene_3192579,2
gene_362071,2
AF73-05_14_GL0241081,2
S-Fe10_GL0070258,2
HF-S_11_GL0130280,2
gene_3049994,2
MH-6-2_GL0085722,2
gene_2637522,2
DSM22607_10_GL0379491,2
MH-6-4_GL0055159,2
Food_6_GL0071902,2
5-8_GL0047335,2
1-2_GL0011183,2
gene_3424576,2
AF73-05_10_GL0306890,2
S-Fe8_GL0247945,2
gene_4290151,2
gene_2557474,2
7-2_GL0000870,2
51_GL0076146,2
gene_4462496,2
AF73-05_11_GL0359981,2
gene_3466032,2
gene_4415742,2
4-3_GL0018090,2
gene_1678216,2
AF73-05_10_GL0241773,2
MH-6-4_GL0006002,2
4-2_GL0086378,2
HF-F_1_GL0176909,2
Chow_3_GL0056476,2
OB-1_8_GL0182489,2
gene_4599929,2
HF-F_14_GL0062128,2
1-2_GL0096327,2
8-1_GL0114127,2
DSM22607_6_GL0138297,2
NZ_KB822478.1_cds_WP_004056666.1_2020,2
gene_3634254,2
HF-F_1_GL0070161,2
MH-6-4_GL0014843,2
gene_4639662,2
4-2_GL0027824,2
DSM22607_9_GL0007402,2
AF73-05_10_GL0271183,2
DSM22607_5_GL0138823,2
gene_3600117,2
gene_308059,2
gene_4161300,2
Food_7_GL0194871,2
gene_4176824,2
Food_10_GL0255341,2
Food_10_GL0187035,2
gene_1870186,2
Food_14_GL0111390,2
Food_3_GL0003941,2
4-2_GL0007901,2
AF73-05_5_GL0141366,2
gene_3702107,2
NZ_RAYY01000034.1_cds_WP_120424193.1_2848,2
gene_2362960,2
Group2-8A_GL0128876,2
26_GL0015230,2
DSM22607_1_GL0167500,2
Chow_2_GL0169343,2
S-Fe6_GL0099571,2
NZ_QWMU01000087.1_cds_WP_004047557.1_2020,2
OB-1_12_GL0330204,2
S-Fe11_GL0040647,2
gene_2939514,2
5-1_GL0082119,2
Chow_7_GL0266709,2
8-1_GL0081044,2
MC-6-3_GL0000301,2
MH-6-2_GL0041661,2
gene_2674503,2
4-3_GL0019506,2
gene_3345439,2
gene_266290,2
Food_9_GL0254205,2
5_GL0015418,2
OB-1_4_GL0332077,2
gene_2993991,2
gene_385103,2
gene_1725890,2
2-3_GL0095493,2
20_GL0179631,2
G1-6A_GL0087281,2
Food_2_GL0051758,2
gene_2984041,2
G1-5A_GL0036182,2
MH-0-4_GL0021448,2
gene_3404429,2
gene_415295,2
gene_4612905,2
7-1_GL0056843,2
HF-S_5_GL0085670,2
gene_4581285,2
OB-1_2_GL0153902,2
S-Fe9_GL0186937,2
HF-F_10_GL0043410,2
HF-F_13_GL0173183,2
8_GL0070377,2
2A-dyr16-07_GL0041954,2
MH-6-5_GL0001644,2
7-8_GL0060504,2
G1-5A_GL0018469,2
AF73-05_13_GL0194874,2
HF-F_13_GL0425477,2
Group2-3A_GL0208517,2
G1-1A_GL0097132,2
gene_3631424,2
33_GL0028638,2
gene_3068232,2
gene_2330750,2
AF73-05_4_GL0345333,2
HF-S_1_GL0196863,2
gene_1544068,2
gene_2824375,2
35_GL0058209,2
Food_10_GL0244551,2
3-2_GL0046097,2
OB-1_12_GL0250033,2
AF73-05_4_GL0316820,2
gene_1917425,2
gene_2884960,2
gene_2236126,2
HF-F_13_GL0168544,2
AF73-05_13_GL0342353,2
gene_4395780,2
6-7_GL0004438,2
AF73-05_14_GL0029011,2
gene_3587146,2
DSM22607_4_GL0227086,2
S-Fe9_GL0145975,2
MH-0-3_GL0034033,2
gene_2387876,2
gene_3528274,2
MH-6-3_GL0096375,2
20_GL0164474,2
S-Fe7_GL0096638,2
1A-dyr4-07_GL0022638,2
gene_3690795,2
gene_2029182,2
gene_3802989,2
G1-5A_GL0194602,2
16_GL0045742,2
DSM22607_1_GL0237724,2
Chow_6_GL0082806,2
S-Fe12_GL0054822,2
14_GL0018390,2
gene_3229993,2
gene_2987039,2
S-Fe10_GL0169324,2
gene_3795076,2
gene_3412276,2
gene_920377,2
2-1_GL0098509,2
gene_3991844,2
4-5_GL0073135,2
gene_3323443,2
gene_3118642,2
gene_2273791,2
AF73-05_4_GL0222060,2
MH-6-5_GL0045536,2
gene_4042304,2
Chow_5_GL0210725,2
S-Fe6_GL0038197,2
gene_4069642,2
DSM22607_11_GL0160184,2
NZ_RAZD01000002.1_cds_WP_120417731.1_2070,2
13_GL0004298,2
gene_4239077,2
gene_4071000,2
NZ_RAZG01000002.1_cds_WP_120406190.1_2459,2
8-6_GL0084820,2
DSM22607_3_GL0158945,2
S-Fe9_GL0132016,2
S-Fe5_GL0091081,2
10_GL0043348,2
AF73-05_11_GL0056687,2
gene_3716163,2
gene_3090966,2
G1-5A_GL0095489,2
Chow_3_GL0234393,2
2A-dyr13-07_GL0006900,2
HF-F_2_GL0083357,2
47_GL0037710,2
NZ_KB822482.1_cds_WP_004059087.1_2977,2
5-2_GL0085536,2
gene_1548133,2
HF-F_10_GL0179628,2
17_GL0146224,2
NZ_KB822465.1_cds_WP_004079588.1_4262,2
Food_2_GL0141784,2
12_GL0075014,2
5-8_GL0145081,2
gene_4464499,2
gene_4051492,2
1-8_GL0003459,2
S-Fe7_GL0173037,2
5-8_GL0087540,2
G1-5A_GL0041767,2
17_GL0025105,2
gene_4030509,2
gene_2110306,2
S-Fe19_GL0007433,2
Food_7_GL0212810,2
gene_3084882,2
MH-6-1_GL0102517,2
OB-1_3_GL0374357,2
gene_4224402,2
S-Fe9_GL0048152,2
G1-5A_GL0208502,2
gene_3662131,2
gene_986553,2
17_GL0089904,2
AF73-05_6_GL0225461,2
Food_12_GL0211574,2
26_GL0031893,2
gene_4497683,2
NZ_OFSM01000103.1_cds_WP_103242792.1_56,2
gene_3616835,2
HF-S_4_GL0117075,2
22_GL0022966,2
DSM22607_4_GL0108875,2
MH-6-4_GL0035263,2
NZ_OFSM01000015.1_cds_WP_103240416.1_2901,2
gene_1883196,2
gene_3366874,2
gene_4634826,2
55_GL0056664,2
MH-6-1_GL0107603,2
NZ_RAZF01000019.1_cds_WP_120427970.1_594,2
gene_4346999,2
NZ_CP021422.1_cds_WP_066535543.1_743,2
Food_11_GL0375289,2
51_GL0043538,2
Food_5_GL0138618,2
24_GL0055718,2
11_GL0067869,2
DSM22607_7_GL0011202,2
Food_5_GL0255034,2
36_GL0044116,2
NZ_QZFS01000007.1_cds_WP_129176047.1_8318,2
35_GL0065050,2
OB-1_3_GL0337244,2
Chow_2_GL0293409,2
5-4_GL0026334,2
1-8_GL0093848,2
17_GL0110920,2
AF73-05_10_GL0077610,2
ERR1211980_Scaf13_1543,2
54_GL0037568,2
NZ_QWMU01000015.1_cds_WP_119448182.1_380,2
gene_4486326,2
HF-F_3_GL0095371,2
MH-6-1_GL0002727,2
45_GL0054529,2
gene_4126848,2
13_GL0040322,2
6-5_GL0119330,2
HF-S_2_GL0041128,2
gene_922482,2
Chow_1_GL0140881,2
MC-6-5_GL0078262,2
4-1_GL0040238,2
gene_3092939,2
G1-5A_GL0021172,2
gene_4398035,2
S-Fe6_GL0172416,2
23_GL0112728,2
HF-S_10_GL0151031,2
MH-6-2_GL0023237,2
Food_10_GL0066639,2
22_GL0037205,2
54_GL0144660,2
1-1_GL0128290,2
8-2_GL0039581,2
gene_2699166,2
8-2_GL0009262,2
1A-dyr5-06_GL0048513,2
2-3_GL0102254,2
6-3_GL0126318,2
gene_3943662,2
MH-6-1_GL0145129,2
MH-6-4_GL0043858,2
Chow_1_GL0139274,2
2-1_GL0044565,2
Chow_1_GL0012260,2
gene_2114239,2
gene_2948675,2
gene_2193323,2
MH-6-3_GL0099346,2
Food_1_GL0062379,2
Group2-8A_GL0178471,2
Food_11_GL0222516,2
MH-6-4_GL0105828,2
Food_2_GL0178314,2
gene_1959748,2
gene_3540745,2
MC-6-3_GL0009486,2
MH-6-1_GL0056536,2
Chow_1_GL0226690,2
Chow_4_GL0218959,2
AF73-05_9_GL0359069,2
OB-1_7_GL0133893,2
HF-S_13_GL0111144,2
MC-6-1_GL0031563,2
gene_3722956,2
AF73-05_2_GL0009139,2
8-3_GL0052802,2
MH-6-2_GL0025064,2
gene_3601459,2
6-3_GL0010524,2
S-Fe9_GL0173467,2
gene_3715439,2
gene_2611286,2
gene_3638821,2
S-Fe1_GL0093292,2
4-5_GL0012805,2
S-Fe14_GL0037477,2
gene_3300277,2
7-5_GL0064161,2
2-3_GL0045478,2
38_GL0008615,2
gene_1308009,2
1A-dyr1-07_GL0010601,2
HF-F_5_GL0094813,2
gene_3244573,2
6_GL0106578,2
gene_3832042,2
gene_2728388,2
gene_1731193,2
gene_2961225,2
gene_3810815,2
HF-S_12_GL0205646,2
2_GL0097780,2
gene_4603672,2
gene_3175391,2
HF-S_10_GL0260385,2
G1-1A_GL0003947,2
gene_2366281,2
OB-1_2_GL0131361,2
S-Fe7_GL0138311,2
gene_2962882,2
gene_2530718,2
Food_14_GL0045360,2
4-6_GL0063829,2
23_GL0135227,2
gene_3066289,2
33_GL0101910,2
11_GL0105035,2
Food_10_GL0216405,2
Food_10_GL0067454,2
OB-1_5_GL0029758,2
gene_3960324,2
11_GL0108481,2
HF-S_4_GL0295216,2
gene_4416771,2
ERR1212009_Scaf11_445,2
6-1_GL0097993,2
HF-S_2_GL0167982,2
2_GL0097927,2
MH-6-1_GL0072451,2
2-2_GL0033144,2
1A-dyr1-07_GL0048449,2
gene_4487387,2
11_GL0002636,2
Group2-3A_GL0149081,2
8-1_GL0014066,2
2-2_GL0104343,2
gene_4437774,2
NZ_RAYF01000059.1_cds_2880,2
gene_1070008,2
Food_5_GL0332033,2
MC-0-1_GL0084716,2
NZ_RAYY01000030.1_cds_WP_120423983.1_2613,2
5-4_GL0016052,2
MH-6-2_GL0021684,2
1-1_GL0018544,2
gene_2415258,2
gene_3137829,2
AF73-05_10_GL0076435,2
MH-6-2_GL0043773,2
Food_14_GL0302855,2
gene_418876,2
gene_2966572,2
HF-F_13_GL0313986,2
gene_3480331,2
gene_4001244,2
Food_10_GL0011614,2
NZ_RAZD01000003.1_cds_2496,2
HF-F_10_GL0113099,2
Food_10_GL0231641,2
gene_3299739,2
gene_1848221,2
gene_2571865,2
Food_10_GL0026217,2
gene_926845,2
gene_3324528,2
Food_12_GL0193015,2
5_GL0102870,2
3_GL0000559,2
1-1_GL0127888,2
S-Fe2_GL0089587,2
gene_2798813,2
DSM22607_13_GL0162216,2
Food_11_GL0240747,2
8-7_GL0050260,2
AF73-05_11_GL0011344,2
gene_3260639,2
5-8_GL0092858,2
gene_3867654,2
Food_10_GL0149532,2
Chow_1_GL0039637,2
gene_3731732,2
AF73-05_10_GL0375255,2
AF73-05_9_GL0106099,2
gene_1469814,2
4-1_GL0001305,2
gene_3691224,2
8-3_GL0032057,2
41_GL0014407,2
S-Fe10_GL0088869,2
Food_9_GL0396710,2
DSM22607_8_GL0378259,2
MH-6-4_GL0114579,2
gene_2378329,2
43_GL0051958,2
5-5_GL0115558,2
4-3_GL0051558,2
gene_2020747,2
MC-6-4_GL0041106,2
gene_3348938,2
gene_3845824,2
gene_1858070,2
3-5_GL0024845,2
gene_4562911,2
gene_2760986,2
OB-1_4_GL0138779,2
45_GL0072911,2
gene_2507664,2
6-1_GL0046787,2
Chow_8_GL0214838,2
gene_2082398,2
Chow_1_GL0228084,2
gene_3268102,2
3-7_GL0032456,2
S-Fe6_GL0181023,2
gene_3958808,2
AF73-05_4_GL0434929,2
3-3_GL0018884,2
gene_4631594,2
2-1_GL0030654,2
G1-8A_GL0080647,2
1-1_GL0048897,2
gene_3435802,2
5-1_GL0089288,2
S-Fe20_GL0117956,2
Food_4_GL0298809,2
G1-5A_GL0012019,2
13_GL0045496,2
gene_4402238,2
gene_2924199,2
gene_3343698,2
gene_3168661,2
gene_4022016,2
Food_10_GL0152431,2
MH-6-4_GL0059269,2
Chow_1_GL0229943,2
5-1_GL0024902,2
6-4_GL0003189,2
Chow_3_GL0102364,2
6-6_GL0045950,2
NZ_RAYR01000008.1_cds_WP_120411039.1_2806,2
Food_5_GL0298457,2
AF73-05_10_GL0059171,2
gene_4172341,2
AF73-05_13_GL0095847,2
33_GL0030924,2
G1-1A_GL0061069,2
5-7_GL0099375,2
HF-S_4_GL0108829,2
HF-S_12_GL0032714,2
8-2_GL0014311,2
G1-5A_GL0051308,2
Chow_8_GL0051897,2
18_GL0065183,2
HF-S_13_GL0421255,2
Food_7_GL0353980,2
gene_4021600,2
MC-0-3_GL0000349,2
2-2_GL0139716,2
gene_4492585,2
NZ_QZFS01000079.1_cds_WP_129182514.1_8198,2
1-3_GL0040247,2
AF73-05_11_GL0141433,2
gene_3088536,2
Group2-3A_GL0134503,2
NZ_RAYM01000013.1_cds_WP_120432217.1_3777,2
12_GL0040022,2
gene_4513077,2
AF73-05_7_GL0109603,2
18_GL0000003,2
Chow_5_GL0272208,2
S-Fe19_GL0044330,2
MH-6-2_GL0042861,2
Group2-2A_GL0115033,2
gene_3978786,2
1-1_GL0075813,2
HF-F_5_GL0086250,2
3_GL0079350,2
Food_8_GL0096222,2
S-Fe9_GL0261412,2
gene_4340273,2
gene_3140041,2
gene_1756315,2
gene_4562504,2
HF-F_4_GL0246644,2
gene_2323982,2
HF-S_6_GL0097308,2
gene_4385705,2
G1-5A_GL0036173,2
gene_4105100,2
gene_1282685,2
gene_4544633,2
Food_14_GL0322036,2
5-4_GL0035329,2
Food_11_GL0303406,2
50_GL0073235,2
gene_4309882,2
S-Fe9_GL0096227,2
Chow_1_GL0224340,2
OB-1_6_GL0041399,2
Group2-3A_GL0218080,2
G1-4A_GL0089795,2
7-1_GL0015394,2
gene_3679987,2
2B-dyr24-07_GL0041841,2
gene_3135989,2
HF-F_13_GL0363592,2
gene_1880260,2
gene_4139967,2
gene_2286165,2
NZ_RAYU01000096.1_cds_7118,2
3-5_GL0016210,2
gene_2807496,2
gene_3119449,2
OB-1_1_GL0317956,2
OB-1_2_GL0219982,2
2B-dyr24-06_GL0066341,2
DSM22607_13_GL0101230,2
Food_1_GL0012616,2
S-Fe20_GL0056947,2
gene_2602447,2
7-5_GL0017779,2
7-3_GL0057196,2
52_GL0122311,2
gene_2898311,2
3-5_GL0052257,2
gene_4421837,2
gene_4378094,2
Chow_4_GL0076257,2
Chow_5_GL0107113,2
Food_9_GL0197165,2
gene_3288393,2
Food_6_GL0188442,2
DSM22607_2_GL0062456,2
MH-0-4_GL0006880,2
4-8_GL0114202,2
NZ_QWMU01000011.1_cds_WP_004049563.1_150,2
HF-F_4_GL0333982,2
6-1_GL0055961,2
S-Fe6_GL0118209,2
gene_3115429,2
2-5_GL0075775,2
AF73-05_6_GL0174144,2
Food_1_GL0091410,2
1-5_GL0008201,2
gene_2497909,2
gene_3688408,2
G1-7A_GL0077798,2
Chow_8_GL0042312,2
HF-F_1_GL0091781,2
Food_6_GL0238216,2
AF73-05_1_GL0070513,2
S-Fe3_GL0078729,2
Group2-2A_GL0009949,2
G1-5A_GL0196459,2
gene_4483621,2
G1-5A_GL0091765,2
gene_3542948,2
3-1_GL0071634,2
gene_3967024,2
7-2_GL0021849,2
gene_3195988,2
gene_3461468,2
gene_4158827,2
