gene,postFMT_3_cecum
gene_2887235,2
gene_2824363,2
4-2_GL0095115,2
gene_4096661,2
gene_3190591,2
MH-6-4_GL0092567,2
S-Fe7_GL0081566,2
HF-F_10_GL0271824,2
Chow_4_GL0093324,2
gene_4161240,2
gene_2965730,2
gene_1896192,2
11_GL0090199,2
3_GL0014417,2
43_GL0081232,2
gene_4457300,2
gene_3931986,2
MH-0-4_GL0000499,2
S-Fe11_GL0093097,2
Chow_7_GL0177201,2
49_GL0007050,2
Group2-3A_GL0096807,2
gene_4548229,2
NZ_RAYU01000162.1_cds_1289,2
NZ_RAZD01000005.1_cds_WP_120418258.1_3092,2
NZ_RAYY01000073.1_cds_WP_120425187.1_4718,2
DSM22607_8_GL0101135,2
gene_2697239,2
Food_8_GL0150558,2
S-Fe7_GL0117310,2
gene_894876,2
gene_3311046,2
gene_3791139,2
5-6_GL0064282,2
2-1_GL0103332,2
NZ_RAZD01000020.1_cds_WP_120421191.1_1330,2
gene_4617104,2
NZ_RAYF01000050.1_cds_WP_120437666.1_2519,2
gene_4430711,2
OB-1_10_GL0100424,2
gene_1442053,2
gene_2951667,2
gene_2358154,2
Chow_6_GL0102940,2
gene_4186614,2
NZ_KB822443.1_cds_WP_004070733.1_1250,2
HF-F_13_GL0295964,2
gene_1201645,2
gene_4562911,2
gene_3820861,2
G1-7A_GL0111160,2
MC-6-4_GL0028244,2
S-Fe2_GL0079731,2
gene_2536862,2
Food_7_GL0021440,2
gene_2278439,2
1A-dyr3-06_GL0026551,2
Chow_6_GL0070754,2
Food_9_GL0406203,2
NZ_RAZA01000035.1_cds_WP_120480152.1_2573,2
Group2-4A_GL0051885,2
7-1_GL0018235,2
Food_1_GL0163601,2
HF-F_9_GL0109195,2
AF73-05_2_GL0315005,2
11_GL0126512,2
10_GL0088468,2
19_GL0081386,2
DSM22607_4_GL0319998,2
gene_4442619,2
gene_2883847,2
1-6_GL0089435,2
gene_3315305,2
MC-6-5_GL0037973,2
1A-dyr3-07_GL0009819,2
gene_1590228,2
NZ_RAYM01000088.1_cds_WP_120437680.1_4058,2
gene_3830899,2
6-6_GL0109891,2
gene_3721534,2
NZ_RAZF01000070.1_cds_WP_120429146.1_2926,2
50_GL0017309,2
4-8_GL0043949,2
1-7_GL0085151,2
gene_3229463,2
HF-F_7_GL0254159,2
S-Fe7_GL0165783,2
OB-1_4_GL0314356,2
NZ_RAYW01000003.1_cds_WP_121698102.1_1852,2
gene_4448458,2
30_GL0038639,2
HF-S_11_GL0229402,2
gene_4605284,2
DSM22607_2_GL0155505,2
gene_3441757,2
gene_4244724,2
Food_10_GL0175885,2
11_GL0017164,2
6-7_GL0112218,2
Group2-1A_GL0016504,2
31_GL0058737,2
gene_4484928,2
MC-6-4_GL0107235,2
gene_3588741,2
NZ_KB822443.1_cds_1362,2
NZ_CP021421.1_cds_WP_068960594.1_815,2
10_GL0011015,2
6-1_GL0038285,2
G1-5A_GL0169950,2
gene_3327842,2
8-5_GL0004766,2
G1-5A_GL0096984,2
5-4_GL0087456,2
gene_4527402,2
gene_3430428,2
gene_4297397,2
gene_338157,2
NZ_RAYM01000043.1_cds_WP_120436093.1_2014,2
gene_3990503,2
gene_3079973,2
Chow_5_GL0225218,2
5-1_GL0046311,2
HF-S_4_GL0033789,2
HF-S_5_GL0305633,2
NZ_RAYF01000050.1_cds_WP_120437695.1_2510,2
gene_1587107,2
gene_1680388,2
36_GL0075928,2
gene_2446033,2
7-8_GL0032680,2
5-6_GL0014313,2
gene_4135481,2
gene_2692458,2
gene_3051500,2
gene_3152681,2
gene_4247474,2
gene_3934074,2
NZ_RAZD01000016.1_cds_WP_120420532.1_652,2
Group2-5A_GL0095514,2
AF73-05_10_GL0012318,2
gene_4031457,2
NZ_RAYM01000012.1_cds_WP_120431878.1_3259,2
NZ_KB822442.1_cds_WP_004070255.1_1012,2
Food_3_GL0177259,2
gene_2856965,2
gene_2795895,2
gene_4243537,2
gene_2708347,2
3-5_GL0125955,2
G1-5A_GL0031797,2
gene_4447214,2
gene_3219857,2
gene_501690,2
1-1_GL0120589,2
2-4_GL0096454,2
G1-5A_GL0105248,2
gene_3196379,2
NZ_QZFS01000028.1_cds_WP_129178751.1_3844,2
gene_3127184,2
AF73-05_13_GL0325551,2
NZ_QZFS01000012.1_cds_WP_016291926.1_975,2
MH-6-4_GL0089473,2
gene_3740879,2
3-6_GL0028454,2
S-Fe12_GL0031384,2
7_GL0113578,2
HF-F_10_GL0183602,2
Chow_6_GL0102816,2
gene_4555428,2
2-1_GL0063865,2
NZ_RAZK01000021.1_cds_WP_120483918.1_2236,2
gene_4544681,2
gene_4519626,2
HF-F_4_GL0115503,2
NZ_RAZG01000027.1_cds_2207,2
gene_2308485,2
Group2-2A_GL0070439,2
gene_4200994,2
gene_3164615,2
NZ_OFSM01000009.1_cds_WP_103239345.1_2007,2
gene_2525173,2
22_GL0092479,2
11_GL0160060,2
6-7_GL0038685,2
gene_1257858,2
gene_4224706,2
33_GL0000083,2
Food_10_GL0261802,2
10_GL0076159,2
gene_4030612,2
NZ_RAYE01000151.1_cds_WP_120447225.1_588,2
gene_3926518,2
AF73-05_13_GL0197388,2
5-1_GL0063431,2
2-7_GL0018830,2
gene_4158395,2
45_GL0001230,2
S-Fe4_GL0177279,2
MC-6-2_GL0067090,2
46_GL0046789,2
AF73-05_13_GL0239955,2
gene_3436117,2
gene_3382626,2
OB-1_3_GL0242167,2
gene_4392618,2
gene_4396201,2
gene_1740551,2
gene_3072046,2
AF73-05_3_GL0093713,2
gene_2168586,2
gene_4034618,2
gene_4565548,2
Food_5_GL0061090,2
NZ_QZFS01000163.1_cds_WP_129184468.1_1767,2
Chow_6_GL0256165,2
Group2-5A_GL0110473,2
gene_2930587,2
gene_4541742,2
gene_1862248,2
MH-6-1_GL0064611,2
gene_4602381,2
gene_1796315,2
gene_3329718,2
gene_4269454,2
Food_11_GL0336952,2
NZ_RAYF01000034.1_cds_WP_120438204.1_1563,2
25_GL0045952,2
NZ_QZFS01000133.1_cds_WP_129184053.1_1006,2
gene_3803987,2
NZ_RAZK01000209.1_cds_WP_016303809.1_2213,2
MC-6-2_GL0157737,2
NZ_KB822501.1_cds_WP_004065825.1_5139,2
gene_938143,2
gene_4299530,2
gene_3136262,2
gene_3109165,2
G1-7A_GL0124230,2
gene_1038347,2
NZ_RAYU01000833.1_cds_WP_120476277.1_6781,2
gene_4370791,2
NZ_OFSM01000025.1_cds_WP_103241381.1_1209,2
MH-6-4_GL0061899,2
33_GL0000443,2
gene_4585092,2
Group2-8A_GL0168076,2
MC-6-4_GL0069082,2
gene_3524024,2
HF-F_14_GL0351121,2
gene_2660406,2
NZ_KB822480.1_cds_WP_004057040.1_2075,2
NZ_KB822458.1_cds_WP_004076930.1_3257,2
AF73-05_5_GL0270636,2
gene_4601743,2
gene_4473505,2
MH-6-2_GL0022526,2
gene_3027984,2
Group2-4A_GL0128151,2
NZ_RAYY01000095.1_cds_WP_120425448.1_5245,2
gene_3508235,2
10_GL0059082,2
10_GL0055280,2
6-5_GL0128559,2
13_GL0067298,2
gene_4122724,2
4-8_GL0057226,2
7-2_GL0027591,2
NZ_KI535321.1_cds_WP_023346812.1_1189,2
gene_4058078,2
Food_14_GL0157800,2
gene_2827465,2
gene_3820729,2
AF73-05_8_GL0254988,2
NZ_KB822448.1_cds_WP_004073547.1_2276,2
HF-S_12_GL0017461,2
NZ_KB822478.1_cds_WP_040469013.1_1927,2
gene_4008267,2
gene_3650858,2
AF73-05_8_GL0386864,2
gene_4441330,2
gene_4563133,2
gene_2202396,2
gene_2383344,2
gene_3540867,2
NZ_OFSM01000044.1_cds_WP_103242226.1_5526,2
HF-F_6_GL0338334,2
29_GL0024651,2
gene_4563249,2
NZ_RAYR01000014.1_cds_WP_120412133.1_26,2
12_GL0105593,2
gene_3576147,2
S-Fe16_GL0063781,2
gene_3142700,2
DSM22607_4_GL0001341,2
G1-5A_GL0172550,2
gene_4319765,2
HF-S_7_GL0188516,2
HF-F_11_GL0042416,2
gene_4370404,2
gene_546548,2
1-1_GL0107681,2
gene_2670561,2
gene_2814844,2
gene_4398430,2
gene_3752715,2
AF73-05_2_GL0178233,2
Food_2_GL0274894,2
MH-6-2_GL0096897,2
gene_1497609,2
NZ_RAZK01000141.1_cds_WP_120486853.1_1021,2
2-8_GL0034988,2
MC-0-3_GL0065315,2
gene_4618627,2
gene_1726761,2
NZ_RAYB01000055.1_cds_WP_121708295.1_2816,2
gene_4056718,2
HF-S_3_GL0409965,2
S-Fe11_GL0151364,2
HF-S_6_GL0167902,2
41_GL0029501,2
Chow_6_GL0035322,2
Food_1_GL0079667,2
Group2-3A_GL0033453,2
NZ_RAYB01000069.1_cds_WP_121708478.1_3352,2
HF-S_3_GL0228680,2
S-Fe8_GL0233136,2
Chow_6_GL0076230,2
5-4_GL0022488,2
gene_2690470,2
Chow_6_GL0078534,2
33_GL0095840,2
26_GL0110791,2
gene_2148232,2
11_GL0109530,2
MH-6-5_GL0141887,2
DSM22607_4_GL0252390,2
NZ_KB822442.1_cds_WP_004070249.1_1009,2
gene_4149088,2
7-4_GL0015391,2
gene_4333121,2
NZ_RAYW01000046.1_cds_WP_121700307.1_2029,2
gene_4559652,2
gene_4058249,2
gene_2715322,2
gene_3858917,2
gene_3239801,2
12_GL0073015,2
gene_4257593,2
gene_2657919,2
ERR1211980_Scaf14_1622,2
S-Fe9_GL0204152,2
MH-6-5_GL0124772,2
gene_4440066,2
gene_638687,2
Group2-1A_GL0091289,2
Food_8_GL0306030,2
gene_4533004,2
NZ_RAZD01000060.1_cds_WP_120422901.1_2914,2
Chow_3_GL0261530,2
HF-S_9_GL0167587,2
Food_9_GL0120880,2
gene_2439009,2
1-7_GL0054670,2
12_GL0147150,2
HF-S_2_GL0230784,2
Food_3_GL0114135,2
S-Fe5_GL0093682,2
gene_1757750,2
gene_3909116,2
4-2_GL0035239,2
Food_3_GL0073351,2
gene_2996940,2
gene_4606164,2
gene_3195988,2
gene_3481693,2
AF73-05_11_GL0145529,2
gene_3347461,2
gene_876566,2
HF-S_11_GL0067230,2
31_GL0051360,2
Food_9_GL0096714,2
gene_2087612,2
gene_3843080,2
6-3_GL0107787,2
gene_4271033,2
gene_3959282,2
11_GL0113273,2
gene_3701856,2
MH-6-1_GL0024611,2
Group2-4A_GL0035778,2
HF-S_14_GL0345221,2
NZ_RAYM01000012.1_cds_WP_120431877.1_3258,2
Food_7_GL0388976,2
54_GL0102696,2
Chow_4_GL0132429,2
NZ_CP021421.1_cds_WP_068960910.1_1224,2
G1-5A_GL0202760,2
Chow_2_GL0169329,2
gene_3619898,2
gene_1739069,2
gene_3529425,2
46_GL0024011,2
G1-5A_GL0213304,2
gene_4417697,2
8-2_GL0093034,2
HF-F_1_GL0025728,2
41_GL0057326,2
39_GL0045498,2
gene_3334043,2
gene_3719149,2
gene_4269184,2
Food_5_GL0223171,2
3-8_GL0039053,2
NZ_QZFS01000078.1_cds_WP_129182457.1_8126,2
gene_1774380,2
9_GL0042986,2
gene_3874747,2
gene_2473475,2
gene_1437817,2
1A-dyr1-07_GL0035268,2
gene_3863269,2
S-Fe2_GL0088008,2
gene_3675170,2
MH-6-4_GL0181478,2
gene_4174586,2
2-5_GL0081082,2
MC-6-2_GL0179805,2
gene_3545708,2
gene_1610435,2
gene_4568625,2
Chow_6_GL0256892,2
8-1_GL0069146,2
3-8_GL0030946,2
MH-6-4_GL0183002,2
gene_3430487,2
gene_2818837,2
gene_4636799,2
NZ_RAYE01000031.1_cds_2453,2
47_GL0014231,2
G1-1A_GL0050052,2
1-1_GL0095469,2
gene_98048,2
Food_13_GL0149604,2
NZ_RAZE01000014.1_cds_WP_120399695.1_612,2
G1-5A_GL0007761,2
gene_418873,2
gene_2737041,2
gene_4548923,2
gene_4271358,2
NZ_KB822471.1_cds_WP_004053904.1_961,2
S-Fe10_GL0011965,2
gene_2840538,2
gene_4071155,2
gene_2664238,2
gene_2371059,2
gene_4427592,2
gene_3711313,2
3-8_GL0006761,2
Food_5_GL0066892,2
gene_3702398,2
gene_3462352,2
gene_3576146,2
S-Fe9_GL0168172,2
1A-dyr4-07_GL0074204,2
gene_3099711,2
gene_3537382,2
gene_3588033,2
NZ_RAYQ01000059.1_cds_WP_120472469.1_3531,2
Food_10_GL0204452,2
gene_3314572,2
gene_2066732,2
NZ_OFSM01000060.1_cds_WP_103242567.1_3949,2
NZ_OFSM01000069.1_cds_WP_103242678.1_2419,2
S-Fe9_GL0055550,2
gene_3918399,2
S-Fe5_GL0044011,2
HF-S_6_GL0012917,2
AF73-05_8_GL0246433,2
gene_3953070,2
6-4_GL0072341,2
gene_4369174,2
S-Fe18_GL0064592,2
Group2-5A_GL0025995,2
NZ_RAZD01000063.1_cds_3102,2
gene_4362502,2
HF-F_11_GL0055374,2
gene_3375783,2
MC-0-3_GL0011674,2
gene_2866580,2
gene_4399192,2
MC-6-2_GL0009813,2
gene_4574795,2
gene_3616543,2
gene_2951163,2
2B-dyr23-07_GL0047640,2
G1-7A_GL0035747,2
G1-1A_GL0000626,2
gene_4405429,2
Food_8_GL0226693,2
gene_4225660,2
S-Fe16_GL0023120,2
gene_3534764,2
Chow_3_GL0229116,2
18_GL0055069,2
S-Fe20_GL0112109,2
Food_9_GL0325322,2
S-Fe10_GL0028259,2
gene_4639497,2
35_GL0134927,2
gene_1910090,2
gene_4385370,2
gene_4572086,2
S-Fe7_GL0108390,2
5-1_GL0054831,2
HF-F_2_GL0316553,2
gene_4505013,2
gene_3586292,2
gene_4236696,2
gene_4360450,2
NZ_KB822478.1_cds_WP_004056581.1_1973,2
gene_3693985,2
gene_3399982,2
Food_5_GL0252830,2
3_GL0131681,2
gene_4503080,2
gene_3896188,2
S-Fe14_GL0037908,2
Group2-3A_GL0004824,2
gene_4479686,2
gene_3952112,2
NZ_NHMU01000002.1_cds_WP_089280692.1_1223,2
NZ_RAYG01000031.1_cds_WP_121773409.1_1817,2
gene_3827202,2
gene_3840213,2
gene_4413409,2
39_GL0103900,2
NZ_QZFS01000146.1_cds_WP_129184292.1_1341,2
7-4_GL0106970,2
2A-dyr14-06_GL0047971,2
gene_302888,2
51_GL0056246,2
G1-5A_GL0093174,2
Food_4_GL0155455,2
gene_3214212,2
gene_3595151,2
1-5_GL0005434,2
gene_3200849,2
1A-dyr4-07_GL0101706,2
gene_4190884,2
5-1_GL0025645,2
NZ_CP021421.1_cds_WP_068960425.1_2579,2
NZ_QZFS01000102.1_cds_WP_129183391.1_46,2
gene_1133039,2
gene_2731813,2
gene_4505384,2
Food_10_GL0003387,2
gene_3889040,2
Food_9_GL0027829,2
gene_4524486,2
34_GL0066849,2
11_GL0062430,2
S-Fe5_GL0113946,2
gene_4372776,2
gene_3503866,2
Chow_6_GL0157083,2
gene_2525172,2
gene_4429798,2
36_GL0010242,2
NZ_QZFS01000179.1_cds_2014,2
16_GL0000696,2
6-3_GL0019111,2
gene_3266923,2
Food_10_GL0046544,2
gene_3939783,2
S-Fe12_GL0033083,2
MC-6-3_GL0076955,2
MH-6-5_GL0153134,2
AF73-05_10_GL0373146,2
gene_3729531,2
Chow_6_GL0237642,2
34_GL0076834,2
gene_3917244,2
Group2-3A_GL0131570,2
Chow_5_GL0277633,2
39_GL0001961,2
HF-S_3_GL0422370,2
Food_9_GL0250413,2
gene_4630267,2
gene_2942688,2
AF73-05_10_GL0279314,2
NZ_KB822465.1_cds_WP_004078910.1_3915,2
gene_4232538,2
gene_4241176,2
gene_4047745,2
2-6_GL0057553,2
11_GL0125998,2
Chow_6_GL0006999,2
S-Fe10_GL0006235,2
NZ_RAYF01000047.1_cds_WP_120437398.1_2367,2
gene_3885114,2
Food_7_GL0105100,2
Food_3_GL0220722,2
NZ_KB822441.1_cds_WP_004068262.1_7,2
gene_882913,2
S-Fe12_GL0003670,2
gene_4118433,2
54_GL0037568,2
gene_1471942,2
Food_9_GL0040211,2
gene_4208531,2
Group2-3A_GL0163754,2
6-2_GL0032571,2
S-Fe17_GL0086231,2
Food_9_GL0016310,2
gene_1798877,2
NZ_QZFS01000063.1_cds_7289,2
4-1_GL0033659,2
AF73-05_13_GL0229467,2
S-Fe14_GL0083818,2
1A-dyr4-07_GL0079278,2
gene_4323814,2
40_GL0062709,2
Food_1_GL0152052,2
DSM22607_11_GL0306133,2
1-3_GL0024936,2
NZ_RAZF01000057.1_cds_WP_120429054.1_2700,2
HF-S_13_GL0292234,2
gene_4359430,2
gene_3929721,2
7-2_GL0070363,2
gene_3473972,2
gene_4629269,2
1-8_GL0081019,2
Food_13_GL0026856,2
gene_4561259,2
gene_4294864,2
gene_4596399,2
gene_1260880,2
HF-F_14_GL0226204,2
gene_4611559,2
NZ_OFSM01000044.1_cds_WP_103242229.1_5530,2
NZ_QZFS01000005.1_cds_WP_129175352.1_7088,2
10_GL0098901,2
4-1_GL0074827,2
NZ_RAYF01000043.1_cds_WP_120391769.1_2153,2
gene_2445034,2
gene_2282922,2
10_GL0031148,2
4-3_GL0093163,2
24_GL0046169,2
gene_4591869,2
DSM22607_5_GL0299229,2
27_GL0001911,2
gene_4549457,2
Chow_8_GL0135344,2
gene_4325648,2
gene_3830293,2
NZ_KI535329.1_cds_WP_023346905.1_1294,2
gene_3781139,2
gene_1801275,2
gene_4611185,2
HF-F_4_GL0339217,2
gene_3989151,2
gene_4493884,2
gene_4551757,2
gene_3602197,2
6-1_GL0078072,2
MH-6-2_GL0000514,2
S-Fe2_GL0165503,2
gene_2613816,2
gene_2906736,2
4-1_GL0044989,2
2_GL0095013,2
Chow_5_GL0017810,2
gene_2730300,2
NZ_RAYY01000101.1_cds_WP_120425465.1_4,2
gene_2681274,2
Chow_8_GL0014572,2
gene_3723279,2
8-6_GL0093189,2
gene_3420534,2
gene_4073934,2
gene_3333399,2
gene_4415667,2
gene_4375896,2
S-Fe2_GL0067376,2
4-8_GL0003029,2
gene_4504553,2
Chow_1_GL0286631,2
S-Fe10_GL0110392,2
45_GL0107504,2
gene_902020,2
gene_3399863,2
gene_4632166,2
G1-5A_GL0089187,2
G1-5A_GL0103270,2
AF73-05_3_GL0276917,2
2-3_GL0074160,2
gene_4219713,2
gene_4546847,2
NZ_RAZD01000030.1_cds_WP_120422098.1_2074,2
11_GL0070634,2
MH-6-4_GL0005533,2
gene_3317314,2
gene_4233933,2
Chow_6_GL0277955,2
gene_3978891,2
35_GL0116773,2
gene_3831617,2
Food_4_GL0106012,2
gene_261073,2
HF-F_14_GL0100548,2
NZ_KB822480.1_cds_WP_004057054.1_2083,2
gene_4617700,2
gene_3887818,2
3-8_GL0011993,2
MC-6-2_GL0001862,2
gene_3667161,2
gene_3849764,2
NZ_CP021421.1_cds_WP_068960295.1_39,2
HF-S_3_GL0295128,2
8_GL0152532,2
gene_3798027,2
2-6_GL0001639,2
gene_3131263,2
1-4_GL0081140,2
S-Fe20_GL0087469,2
G1-1A_GL0112055,2
AF73-05_10_GL0131863,2
18_GL0102211,2
HF-F_9_GL0249280,2
S-Fe6_GL0011945,2
gene_2615482,2
HF-F_6_GL0152896,2
10_GL0082330,2
gene_4394921,2
gene_2868971,2
NZ_RAZD01000016.1_cds_WP_120420529.1_650,2
HF-F_14_GL0101605,2
Food_4_GL0106761,2
Group2-1A_GL0129140,2
gene_3574252,2
6-3_GL0083914,2
Food_7_GL0423078,2
gene_3586542,2
gene_3265021,2
G1-5A_GL0079158,2
gene_465262,2
gene_1655138,2
Chow_1_GL0274313,2
gene_4252019,2
gene_3929852,2
AF73-05_2_GL0356908,2
4-4_GL0042098,2
gene_3954281,2
gene_1771173,2
NZ_RAZF01000057.1_cds_WP_120429053.1_2697,2
gene_3438740,2
Chow_6_GL0055794,2
Food_5_GL0156491,2
gene_3656247,2
20_GL0152747,2
Chow_6_GL0043820,2
gene_3208878,2
OB-1_10_GL0161555,2
Food_2_GL0121393,2
DSM22607_3_GL0155723,2
NZ_KB822470.1_cds_WP_004083295.1_5974,2
6-4_GL0050120,2
gene_4088781,2
gene_2642983,2
HF-F_12_GL0032442,2
8-1_GL0104194,2
2-7_GL0074493,2
gene_4077529,2
1-7_GL0133708,2
3-3_GL0089836,2
gene_1002077,2
Food_9_GL0327466,2
Group2-1A_GL0113815,2
gene_4066156,2
gene_3888283,2
gene_4415098,2
gene_4558785,2
HF-S_4_GL0082821,2
NZ_RAZE01000038.1_cds_WP_120400864.1_2691,2
gene_3937009,2
gene_4261394,2
gene_3822366,2
gene_4616080,2
1A-dyr1-07_GL0016756,2
Chow_5_GL0343104,2
gene_3857269,2
gene_4256037,2
gene_1874831,2
Chow_3_GL0268280,2
8-4_GL0035809,2
Chow_6_GL0202643,2
5_GL0008795,2
Group2-7A_GL0025805,2
4-7_GL0026664,2
Food_6_GL0268142,2
Chow_2_GL0277954,2
S-Fe3_GL0175345,2
gene_2186388,2
gene_2631944,2
Chow_1_GL0186738,2
NZ_RAYM01000041.1_cds_WP_120435923.1_1919,2
gene_331426,2
NZ_CP021421.1_cds_WP_068960670.1_2283,2
26_GL0068225,2
gene_994976,2
20_GL0034288,2
8-4_GL0122090,2
Group2-1A_GL0025814,2
3-2_GL0062396,2
HF-F_4_GL0043535,2
gene_3388839,2
gene_3539187,2
NZ_OFSM01000087.1_cds_WP_016227613.1_5608,2
8-8_GL0041605,2
34_GL0037777,2
Food_10_GL0084390,1
33_GL0001156,1
2B-dyr24-07_GL0016104,1
gene_877664,1
1-1_GL0019960,1
HF-S_7_GL0083564,1
gene_3422920,1
7-3_GL0038145,1
gene_4295419,1
S-Fe10_GL0012367,1
ERR1212009_Scaf2_88,1
gene_4111002,1
MH-6-3_GL0057461,1
OB-1_1_GL0107174,1
gene_4247251,1
S-Fe6_GL0093276,1
gene_2881214,1
gene_2011429,1
Chow_5_GL0032692,1
MH-0-5_GL0079795,1
MC-6-2_GL0030603,1
6-2_GL0088079,1
S-Fe7_GL0262710,1
gene_3993986,1
14_GL0036572,1
gene_3711156,1
gene_3403003,1
10_GL0044239,1
gene_1177779,1
DSM22607_11_GL0285745,1
gene_4339724,1
gene_1729315,1
ERR1212009_Scaf69_1690,1
gene_799928,1
gene_3534071,1
6-4_GL0069494,1
gene_3222448,1
2B-dyr24-06_GL0011431,1
S-Fe7_GL0246667,1
DSM22607_4_GL0228771,1
gene_3105736,1
gene_236998,1
G1-1A_GL0043789,1
gene_1455964,1
24_GL0001140,1
Food_9_GL0050790,1
6-5_GL0006966,1
11_GL0078598,1
Food_10_GL0066292,1
OB-1_3_GL0131629,1
gene_3811133,1
gene_3932898,1
gene_3858905,1
gene_3984081,1
7-7_GL0031640,1
gene_1222499,1
gene_3443689,1
gene_3349923,1
8-5_GL0095368,1
gene_3969368,1
5-1_GL0051619,1
gene_4238511,1
MC-0-1_GL0059028,1
AF73-05_14_GL0338167,1
gene_4338958,1
2-6_GL0091015,1
gene_3187858,1
gene_3312703,1
DSM22607_3_GL0423999,1
12_GL0111931,1
Group2-5A_GL0071940,1
6-4_GL0024562,1
Chow_6_GL0259142,1
G1-3A_GL0099759,1
gene_4246210,1
S-Fe7_GL0112658,1
5-6_GL0032336,1
43_GL0056201,1
4-4_GL0037836,1
gene_3196942,1
gene_470844,1
32_GL0122456,1
gene_2246644,1
Food_10_GL0042023,1
gene_4483143,1
Group2-5A_GL0085429,1
gene_4556087,1
gene_3815509,1
2-2_GL0092097,1
gene_3506725,1
gene_3193734,1
gene_2879473,1
28_GL0024962,1
AF73-05_10_GL0117538,1
1-1_GL0056330,1
gene_2566525,1
gene_2621704,1
gene_1241377,1
G1-5A_GL0181785,1
HF-S_3_GL0036656,1
12_GL0119604,1
gene_3224317,1
gene_1164824,1
HF-S_12_GL0153339,1
gene_3863514,1
gene_4512616,1
OB-1_7_GL0014022,1
G1-7A_GL0046872,1
2B-dyr23-07_GL0017474,1
Chow_6_GL0062667,1
gene_3247776,1
Chow_5_GL0343016,1
1-2_GL0104675,1
Food_11_GL0262147,1
36_GL0089992,1
Food_10_GL0067435,1
45_GL0038209,1
gene_2768678,1
gene_2034955,1
AF73-05_4_GL0458035,1
Chow_5_GL0250730,1
gene_2777922,1
Chow_7_GL0248565,1
S-Fe11_GL0105616,1
Food_5_GL0347013,1
AF73-05_2_GL0379647,1
gene_2197868,1
5-1_GL0022475,1
33_GL0074848,1
gene_1928660,1
NZ_KI530584.1_cds_WP_023275906.1_1065,1
MH-6-4_GL0055581,1
1A-dyr1-07_GL0022380,1
NZ_RAZK01000130.1_cds_WP_120486762.1_672,1
gene_4611087,1
31_GL0084101,1
gene_4460089,1
17_GL0083152,1
31_GL0041527,1
gene_2497113,1
MH-6-5_GL0044323,1
18_GL0038473,1
OB-1_8_GL0236118,1
DSM22607_6_GL0163090,1
S-Fe6_GL0070538,1
gene_648783,1
gene_1725890,1
Food_1_GL0336268,1
Chow_1_GL0050424,1
gene_2661817,1
G1-1A_GL0060461,1
gene_3975800,1
G1-2A_GL0063906,1
gene_1306506,1
19_GL0013924,1
gene_3395579,1
MH-0-5_GL0036540,1
gene_4627313,1
gene_3139172,1
NZ_RAYR01000008.1_cds_WP_120411171.1_2960,1
16_GL0054127,1
Food_11_GL0044776,1
Chow_4_GL0040967,1
gene_3982326,1
Chow_5_GL0136974,1
gene_2003307,1
AF73-05_13_GL0140337,1
G1-1A_GL0050732,1
Food_10_GL0086541,1
7-2_GL0053689,1
gene_4294630,1
gene_1523790,1
7-4_GL0102887,1
AF73-05_13_GL0166474,1
gene_2930310,1
DSM22607_8_GL0094600,1
Food_14_GL0150872,1
gene_4457089,1
17_GL0040083,1
gene_2825632,1
43_GL0016389,1
Chow_6_GL0030410,1
21_GL0063109,1
1-5_GL0029127,1
MH-6-4_GL0043634,1
gene_4563177,1
gene_2399282,1
9_GL0045862,1
Food_10_GL0185878,1
Chow_1_GL0089134,1
AF73-05_11_GL0049551,1
OB-1_13_GL0079289,1
MC-6-1_GL0070734,1
AF73-05_8_GL0209552,1
Group2-8A_GL0223718,1
gene_3023042,1
2-1_GL0045854,1
gene_3562461,1
11_GL0151482,1
gene_3731045,1
AF73-05_4_GL0129232,1
2-1_GL0113546,1
Chow_2_GL0153166,1
gene_2432867,1
OB-1_7_GL0036906,1
MC-0-3_GL0042108,1
S-Fe11_GL0068193,1
gene_2432488,1
Chow_5_GL0312594,1
NZ_NHMU01000002.1_cds_WP_065537802.1_1712,1
Group2-7A_GL0087521,1
HF-S_14_GL0277185,1
Chow_2_GL0092887,1
G1-3A_GL0033798,1
18_GL0020424,1
Food_8_GL0125214,1
14_GL0077148,1
1-2_GL0095043,1
5-4_GL0103125,1
G1-5A_GL0020966,1
NZ_KB822469.1_cds_WP_004082710.1_5664,1
NZ_RAYY01000024.1_cds_WP_120423516.1_1917,1
35_GL0058435,1
NZ_RAZG01000146.1_cds_WP_120410067.1_749,1
32_GL0013251,1
gene_3903316,1
S-Fe20_GL0087810,1
gene_3207052,1
gene_4150634,1
gene_2263328,1
6-1_GL0048969,1
Chow_1_GL0183390,1
gene_3084931,1
gene_3498212,1
8-1_GL0032342,1
AF73-05_10_GL0103302,1
1-4_GL0008538,1
NZ_RAYF01000109.1_cds_WP_120439246.1_4368,1
1_GL0060392,1
NZ_RAYQ01000020.1_cds_WP_120471491.1_1194,1
MC-6-4_GL0064655,1
20_GL0103771,1
DSM22607_2_GL0059745,1
2-3_GL0075858,1
gene_2090220,1
NZ_KB822466.1_cds_WP_004080468.1_4651,1
NZ_QZFS01000129.1_cds_WP_129183979.1_818,1
gene_4145080,1
1-1_GL0129284,1
Food_1_GL0079077,1
AF73-05_4_GL0343671,1
Food_9_GL0133386,1
gene_3939876,1
11_GL0007179,1
AF73-05_10_GL0013288,1
Food_5_GL0062632,1
AF73-05_8_GL0360201,1
Chow_6_GL0068118,1
