gene,noFMT_3_ileum
Chow_2_GL0289921,2
gene_3920693,2
MH-6-1_GL0035655,2
Group2-8A_GL0015164,2
3-5_GL0098108,2
gene_4542087,2
gene_3803461,2
S-Fe2_GL0073566,2
7-2_GL0083498,2
11_GL0098622,2
DSM22607_13_GL0051465,2
2A-dyr16-07_GL0031350,2
2-2_GL0152960,2
AF73-05_7_GL0204294,2
gene_999464,2
6-2_GL0023674,2
1A-dyr4-07_GL0074096,2
26_GL0084018,2
11_GL0142484,2
HF-S_4_GL0331498,2
NZ_RAYH01000018.1_cds_WP_008598545.1_2130,2
5-1_GL0076447,2
gene_2397047,2
11_GL0100463,2
10_GL0081958,2
HF-F_10_GL0179505,2
2-1_GL0099402,2
2-5_GL0059351,2
gene_1569034,2
gene_1849435,2
1A-dyr2-07_GL0004288,2
36_GL0016441,2
2A-dyr16-07_GL0028574,2
gene_2020404,2
HF-S_14_GL0191167,2
DSM22607_8_GL0047694,2
39_GL0012616,2
NZ_RAZE01000034.1_cds_WP_120400802.1_2620,2
5-3_GL0083939,2
48_GL0013097,2
AF73-05_4_GL0441662,2
31_GL0003941,2
Food_5_GL0006901,2
3_GL0035180,2
7_GL0112442,2
NZ_RAZA01000005.1_cds_WP_120477785.1_3702,2
gene_1468733,2
5-8_GL0031573,2
gene_4211680,2
HF-F_9_GL0202271,2
gene_2123787,2
AF73-05_9_GL0333042,2
3-5_GL0080404,2
28_GL0126329,2
MC-6-1_GL0079638,2
gene_2451765,2
2A-dyr13-07_GL0038659,2
Food_8_GL0287742,2
Group2-1A_GL0054079,2
10_GL0065299,2
G1-5A_GL0000935,2
2-3_GL0015878,2
2-3_GL0054456,2
G1-6A_GL0111576,2
Group2-2A_GL0003154,2
HF-F_4_GL0258193,2
MH-0-5_GL0136982,2
gene_4316716,2
11_GL0005292,2
G1-6A_GL0020004,2
MH-6-5_GL0025727,2
gene_3931479,2
7-7_GL0095312,2
gene_4050349,2
AF73-05_2_GL0290038,2
gene_2412555,2
gene_3749960,2
10_GL0042324,2
5-7_GL0069574,2
gene_427542,2
11_GL0017839,2
OB-1_11_GL0048420,2
4-7_GL0129064,2
NZ_RAYY01000105.1_cds_WP_120425477.1_19,2
Food_3_GL0035766,2
MC-6-1_GL0059706,2
AF73-05_11_GL0004730,2
HF-F_7_GL0148272,2
NZ_RAZF01000020.1_cds_WP_120427988.1_618,2
OB-1_1_GL0101117,2
AF73-05_13_GL0161618,2
DSM22607_9_GL0265610,2
gene_3683356,2
gene_1905631,2
gene_3888370,2
S-Fe10_GL0111423,2
34_GL0021792,2
AF73-05_13_GL0212304,2
gene_2445854,2
NZ_RAYH01000003.1_cds_WP_041446302.1_675,2
NZ_RAZK01000244.1_cds_2668,2
gene_1631665,2
Food_9_GL0225885,2
G1-6A_GL0031446,2
10_GL0012994,2
Chow_1_GL0006291,2
2-1_GL0066461,2
10_GL0054032,2
gene_524192,2
2-1_GL0085666,2
Group2-5A_GL0043788,2
6-3_GL0106560,2
3-5_GL0123685,2
NZ_KB822443.1_cds_WP_004070759.1_1271,2
55_GL0057832,2
Food_10_GL0089875,2
20_GL0090254,2
MC-0-3_GL0002739,2
3-4_GL0037062,2
5-8_GL0139169,2
Chow_2_GL0000749,2
4-7_GL0134065,2
gene_3356152,2
Food_9_GL0335891,2
Food_5_GL0007368,2
gene_1819613,2
11_GL0063339,2
2-7_GL0018830,2
NZ_NHTR01000005.1_cds_WP_065548829.1_5711,2
55_GL0038658,2
AF73-05_2_GL0346466,2
15_GL0095997,2
AF73-05_2_GL0316419,2
MC-6-4_GL0025843,2
23_GL0142262,2
gene_1362453,2
gene_4443788,2
S-Fe11_GL0063671,2
12_GL0080508,2
DSM22607_5_GL0060380,2
6-6_GL0056996,2
Food_14_GL0024128,2
32_GL0028110,2
gene_4101166,2
Food_10_GL0077505,2
Food_13_GL0149604,2
11_GL0154465,2
S-Fe6_GL0173687,2
6-2_GL0038973,2
DSM22607_4_GL0152758,2
MH-6-4_GL0047490,2
6-3_GL0039291,2
AF73-05_5_GL0322839,2
OB-1_7_GL0188665,2
Food_1_GL0138898,2
6-4_GL0118971,2
NZ_QZFS01000004.1_cds_6115,2
MH-6-3_GL0090953,2
HF-S_8_GL0142721,2
10_GL0049040,2
OB-1_9_GL0123675,2
gene_3997338,2
2-6_GL0091015,2
38_GL0044675,2
2A-dyr13-07_GL0041268,2
S-Fe20_GL0151752,2
36_GL0030091,2
Food_2_GL0135462,2
HF-S_1_GL0160139,2
2A-dyr13-07_GL0019501,2
14_GL0050229,2
11_GL0055395,2
3-3_GL0092107,2
4_GL0074716,2
S-Fe5_GL0083344,2
gene_4000148,2
MC-6-5_GL0092922,2
7-7_GL0076969,2
21_GL0046930,2
17_GL0038250,2
1A-dyr2-07_GL0069649,2
S-Fe2_GL0065608,2
10_GL0081950,2
DSM22607_13_GL0023389,2
43_GL0113592,2
10_GL0031770,2
gene_3347461,2
4-1_GL0040908,2
Food_5_GL0305736,2
gene_3736748,2
Food_11_GL0248033,2
8-1_GL0103329,2
NZ_RAYY01000170.1_cds_WP_120425598.1_774,2
S-Fe7_GL0142448,2
HF-S_8_GL0181926,2
NZ_RAYQ01000040.1_cds_WP_120472245.1_2732,2
MH-0-3_GL0079513,2
MC-6-3_GL0018485,2
gene_409131,2
34_GL0059754,2
32_GL0092263,2
DSM22607_13_GL0125560,2
gene_1766001,2
gene_3918552,2
2A-dyr16-06_GL0022280,2
gene_1087798,2
11_GL0113148,2
MC-6-5_GL0013917,2
Food_6_GL0237456,2
5-2_GL0002212,2
gene_3142995,2
ERR1212009_Scaf51_1417,2
Food_10_GL0156275,2
NZ_KB822452.1_cds_WP_004075139.1_2791,2
gene_1477777,2
Food_10_GL0183338,2
gene_327120,2
10_GL0009545,2
gene_274961,2
10_GL0086451,2
Food_1_GL0128777,2
10_GL0064597,2
gene_206373,2
55_GL0021916,2
23_GL0051102,2
gene_753134,2
MH-0-5_GL0126281,2
G1-8A_GL0073347,2
gene_3916226,2
32_GL0051493,2
Chow_5_GL0298846,2
10_GL0087653,2
gene_4183581,2
7-8_GL0029741,2
7-4_GL0099769,2
Chow_5_GL0199419,2
1A-dyr2-07_GL0055629,2
3-8_GL0062695,2
DSM22607_1_GL0234242,2
10_GL0050112,2
MC-0-3_GL0048395,2
10_GL0054043,2
NZ_RAZK01000002.1_cds_WP_120481052.1_3387,2
HF-F_10_GL0188646,2
gene_1510621,2
32_GL0104701,2
gene_4442443,2
gene_545889,2
1-4_GL0008537,2
MH-6-1_GL0095491,2
50_GL0083335,2
gene_2602074,2
Group2-6A_GL0002628,2
2_GL0047856,2
Group2-4A_GL0003911,2
1_GL0014741,2
1A-dyr4-07_GL0090702,2
S-Fe7_GL0190754,2
gene_3754113,2
2-3_GL0090491,2
S-Fe9_GL0279649,2
gene_4100444,2
gene_3686286,2
gene_3148548,2
gene_1122887,2
HF-S_5_GL0004204,2
gene_1237419,2
10_GL0030327,2
4-7_GL0071001,2
5-6_GL0085215,2
gene_4369716,2
gene_4047981,2
AF73-05_4_GL0025394,2
S-Fe7_GL0065469,2
11_GL0059590,2
gene_2963889,2
4-1_GL0012701,2
Food_13_GL0165312,2
4-1_GL0039346,2
16_GL0057853,2
5-6_GL0107842,2
10_GL0053433,2
S-Fe20_GL0073049,2
S-Fe12_GL0078116,2
gene_318926,2
gene_4488751,2
DSM22607_6_GL0179167,2
Food_13_GL0112679,2
1-7_GL0111002,2
10_GL0030361,2
gene_369728,2
Food_4_GL0075958,2
NZ_RAYU01000988.1_cds_7311,2
Chow_2_GL0050271,2
gene_3207793,2
gene_3388185,2
DSM22607_3_GL0333833,2
AF73-05_10_GL0135443,2
NZ_RAYR01000060.1_cds_WP_120413911.1_3031,2
S-Fe19_GL0060716,2
48_GL0072614,2
gene_1133904,2
54_GL0037568,2
gene_4519033,2
10_GL0045144,2
gene_1409009,2
1-4_GL0086179,2
gene_2376728,2
gene_1672374,2
Food_10_GL0211307,2
10_GL0063441,2
gene_3911803,2
2-4_GL0099314,2
2-8_GL0081647,2
S-Fe10_GL0162054,2
2-5_GL0051550,2
1A-dyr2-07_GL0008258,2
AF73-05_1_GL0066690,2
gene_4003123,2
gene_2745205,2
gene_864945,2
gene_480118,2
gene_4571613,2
8-1_GL0050733,2
gene_1489011,2
10_GL0034855,2
gene_381367,2
8-6_GL0090807,2
3-5_GL0123686,2
Food_9_GL0394729,2
gene_3745887,2
7-5_GL0031790,2
ERR1212009_Scaf51_1398,2
gene_892457,2
Group2-5A_GL0142711,2
gene_3567492,2
Food_7_GL0379295,2
4-2_GL0089917,2
11_GL0127370,2
10_GL0037626,2
Chow_2_GL0070583,2
1-3_GL0025326,2
gene_2120730,2
Chow_6_GL0018551,2
AF73-05_11_GL0182010,2
1-1_GL0093021,2
MH-0-3_GL0079768,2
4-6_GL0024678,2
Group2-6A_GL0065989,2
2A-dyr16-06_GL0057484,2
11_GL0158716,2
2-8_GL0104473,2
NZ_RAZA01000100.1_cds_WP_120480703.1_3,2
20_GL0095535,2
1A-dyr2-07_GL0069759,2
Food_9_GL0141122,2
gene_4369782,2
51_GL0033052,2
1A-dyr2-07_GL0008123,2
NZ_RAZH01000004.1_cds_WP_120392113.1_2126,2
gene_4243484,2
2-2_GL0060658,2
MH-6-1_GL0021631,2
1_GL0092338,2
Food_10_GL0003083,2
gene_805202,2
2-3_GL0023486,2
S-Fe20_GL0105095,2
2-3_GL0059812,2
Food_14_GL0265692,2
S-Fe12_GL0172997,2
gene_4027448,2
17_GL0076452,2
G1-1A_GL0101709,2
Food_10_GL0239001,2
gene_4385476,2
AF73-05_13_GL0163085,2
4-4_GL0042098,2
G1-2A_GL0035517,2
gene_2109423,2
3-5_GL0062826,2
HF-S_2_GL0007445,2
10_GL0047627,2
32_GL0067761,2
HF-F_1_GL0166493,2
1-2_GL0023393,2
gene_3021351,2
Chow_4_GL0022206,2
gene_4261426,2
HF-S_7_GL0101420,2
gene_1689283,2
10_GL0056378,2
38_GL0088411,2
gene_3985509,2
gene_1568756,2
HF-F_13_GL0190334,2
gene_1568757,2
4-2_GL0019813,2
10_GL0050113,2
1-1_GL0135178,2
gene_2839180,2
AF73-05_6_GL0028356,2
gene_976031,2
gene_3789038,2
gene_700973,2
NZ_RAZK01000001.1_cds_2022,2
10_GL0046424,2
11_GL0036076,2
8-1_GL0015644,2
gene_1141173,2
gene_4536800,2
10_GL0081490,2
gene_2107129,2
Group2-8A_GL0072330,2
Food_14_GL0041506,2
gene_3948879,2
7-3_GL0017484,2
41_GL0050302,2
Food_14_GL0022782,2
MC-6-1_GL0036703,2
HF-S_8_GL0186037,2
2-1_GL0102875,2
NZ_RAYH01000014.1_cds_1850,2
10_GL0095554,2
gene_3616404,2
MC-6-1_GL0055192,2
gene_1397864,2
NZ_RAZK01000094.1_cds_WP_120486322.1_6920,2
10_GL0065304,2
NZ_CP021421.1_cds_WP_068960215.1_155,2
Group2-3A_GL0160940,2
3-1_GL0050178,2
gene_1276185,2
45_GL0118150,2
Group2-1A_GL0002054,2
2-3_GL0004659,2
8-3_GL0010451,2
G1-2A_GL0068546,2
Food_10_GL0230458,2
gene_4443446,2
1A-dyr2-07_GL0047551,2
AF73-05_4_GL0179472,2
gene_341640,2
1-1_GL0070135,2
2-8_GL0079173,2
Group2-3A_GL0078343,2
gene_4512224,2
gene_1785302,2
S-Fe9_GL0024258,2
23_GL0074153,2
11_GL0083441,2
2-1_GL0015374,2
8-2_GL0120328,2
gene_3197931,2
1A-dyr2-07_GL0064413,2
3_GL0100765,2
S-Fe8_GL0160569,2
20_GL0127217,2
NZ_RAYY01000040.1_cds_WP_120424431.1_3347,2
AF73-05_7_GL0069102,2
HF-F_4_GL0006951,2
S-Fe13_GL0005076,2
1-5_GL0002360,2
S-Fe4_GL0040594,2
Food_8_GL0058634,2
10_GL0012993,2
AF73-05_7_GL0266429,2
gene_4528196,2
10_GL0013257,2
5-8_GL0043889,2
gene_4452507,2
11_GL0064850,2
ERR1211980_Scaf34_2588,2
gene_218625,2
gene_2098164,2
11_GL0021833,2
gene_1431164,2
AF73-05_4_GL0151366,2
Food_5_GL0146229,2
3-5_GL0090350,2
gene_3902141,2
AF73-05_6_GL0070959,2
11_GL0131466,2
gene_2839937,2
10_GL0089318,2
gene_4564162,2
1-2_GL0088455,2
4-1_GL0019838,2
29_GL0062527,2
10_GL0045238,2
S-Fe3_GL0185815,2
S-Fe10_GL0079079,2
S-Fe7_GL0191576,2
2-1_GL0122146,2
2-7_GL0087748,2
DSM22607_9_GL0034034,2
4-1_GL0033764,2
3-6_GL0028454,2
Chow_2_GL0276633,2
10_GL0038706,2
DSM22607_3_GL0395397,2
10_GL0018724,2
HF-F_3_GL0138665,2
gene_833618,2
Food_10_GL0229363,2
S-Fe11_GL0067095,2
gene_456035,2
gene_4164766,2
14_GL0085713,2
NZ_RAYM01000005.1_cds_WP_120431326.1_1368,2
NZ_RAYB01000029.1_cds_1429,2
1-1_GL0030765,2
gene_2821593,2
gene_3120075,2
1-1_GL0115588,2
NZ_RAYQ01000001.1_cds_1503,2
HF-F_3_GL0191322,2
7-1_GL0081512,2
DSM22607_4_GL0078989,2
gene_3847449,2
gene_4028022,2
2-2_GL0087223,2
S-Fe20_GL0105708,2
gene_1451254,2
gene_2371830,2
HF-S_5_GL0223543,2
7-2_GL0101240,2
S-Fe9_GL0290811,2
Food_6_GL0046490,2
5-7_GL0107412,2
NZ_KB822441.1_cds_WP_004069666.1_783,2
2-8_GL0047018,2
13_GL0077423,2
6-1_GL0059687,2
S-Fe10_GL0085558,2
gene_4168850,2
gene_393499,2
NZ_RAZG01000034.1_cds_WP_120408593.1_2631,2
S-Fe2_GL0201873,2
HF-S_12_GL0256348,2
gene_429594,2
MC-0-3_GL0021030,2
Group2-6A_GL0043762,2
gene_164976,2
6-6_GL0122824,2
6-4_GL0068237,2
4-8_GL0075586,2
Food_1_GL0016473,2
gene_3790399,2
Food_1_GL0215086,2
QGGY01000002.1_cds_PWJ78302.1_1186,2
NZ_RAZK01000095.1_cds_WP_120486339.1_6944,2
4-6_GL0076177,2
HF-S_3_GL0071272,2
NZ_RAZF01000010.1_cds_3467,2
HF-S_12_GL0312937,2
S-Fe2_GL0057329,2
gene_3843954,2
AF73-05_11_GL0102853,2
2A-dyr13-07_GL0031568,2
5-3_GL0068286,2
31_GL0049271,2
18_GL0165212,2
11_GL0045574,2
8-1_GL0029059,2
1A-dyr2-07_GL0044599,2
AF73-05_1_GL0292162,2
10_GL0097308,2
2-8_GL0033771,2
1-4_GL0000633,2
DSM22607_13_GL0175677,2
G1-7A_GL0140730,2
OB-1_5_GL0200854,2
MC-6-1_GL0034891,2
1A-dyr4-07_GL0056498,2
Chow_1_GL0157900,2
Chow_8_GL0267329,2
2A-dyr16-06_GL0065384,2
DSM22607_4_GL0217464,2
3-2_GL0061630,2
S-Fe7_GL0203572,2
gene_4007592,2
gene_2741863,2
gene_545907,2
Food_9_GL0056798,2
39_GL0151933,2
17_GL0007788,2
Food_6_GL0250896,2
MH-6-5_GL0137270,2
HF-F_6_GL0392750,2
Group2-7A_GL0134608,2
3-5_GL0045095,2
1-1_GL0094628,2
3-5_GL0000007,2
7-4_GL0056003,2
8-2_GL0008248,2
Chow_5_GL0078583,2
4-4_GL0095650,2
gene_3939594,2
32_GL0083436,2
10_GL0098811,2
gene_2975699,2
DSM22607_10_GL0319400,2
gene_3144771,2
HF-F_1_GL0000671,2
Chow_8_GL0098880,2
10_GL0065309,2
gene_2205800,2
NZ_RAZA01000036.1_cds_WP_120480186.1_2631,2
NZ_RAYH01000003.1_cds_WP_015011519.1_494,2
DSM22607_7_GL0280094,2
AF73-05_5_GL0249733,2
OB-1_11_GL0147459,2
Group2-5A_GL0001370,2
8-1_GL0046516,2
32_GL0002264,2
10_GL0027488,2
gene_4345154,2
gene_218655,2
5-4_GL0037771,2
gene_1730055,2
HF-S_14_GL0191379,2
S-Fe6_GL0098092,2
MH-6-3_GL0109299,2
gene_3383164,2
4-1_GL0029920,2
gene_2070007,2
S-Fe6_GL0036472,2
3-3_GL0073262,2
10_GL0058847,2
10_GL0008512,2
10_GL0088878,2
AF73-05_10_GL0371826,2
gene_3238829,2
AF73-05_2_GL0313432,2
gene_1746038,2
NZ_RAZG01000015.1_cds_WP_120407639.1_991,2
Chow_1_GL0180599,2
36_GL0011856,2
gene_3676666,2
gene_371454,2
ERR1212009_Scaf8_382,2
NZ_RAYW01000029.1_cds_WP_121699902.1_1315,2
DSM22607_9_GL0231499,2
Chow_5_GL0047296,2
G1-3A_GL0120489,2
HF-F_14_GL0030451,2
gene_2598436,2
gene_3144460,2
MH-6-4_GL0060640,2
10_GL0081457,2
Food_6_GL0329329,2
8-1_GL0071551,2
1_GL0088031,2
HF-F_2_GL0368230,2
DSM22607_2_GL0238256,2
OB-1_6_GL0036274,2
OB-1_5_GL0264019,2
G1-6A_GL0118141,2
Chow_1_GL0169148,2
gene_4346990,2
2-5_GL0051706,2
3_GL0106560,2
gene_2199478,2
7-2_GL0039853,2
gene_3503605,2
MH-6-4_GL0004677,2
gene_3729402,2
gene_4122686,2
43_GL0105256,2
NZ_RAZG01000016.1_cds_1027,2
8-6_GL0090264,2
HF-S_12_GL0116323,2
4-1_GL0050003,2
8-5_GL0032798,2
Food_10_GL0090283,2
1-4_GL0005752,2
8-4_GL0117031,2
gene_1072146,2
Food_7_GL0008850,2
AF73-05_1_GL0379562,2
gene_775579,2
gene_4186579,2
8-1_GL0134165,2
NZ_KB822452.1_cds_WP_004075291.1_2883,2
HF-F_13_GL0326662,2
1A-dyr2-07_GL0044642,2
NZ_RAZH01000005.1_cds_WP_120392458.1_2465,2
AF73-05_7_GL0051919,2
Chow_8_GL0297641,2
gene_4023847,2
10_GL0030322,2
8_GL0065502,2
DSM22607_9_GL0293243,2
Group2-5A_GL0046625,2
gene_2606036,2
Food_4_GL0225694,2
DSM22607_9_GL0241599,2
MH-6-5_GL0063192,2
gene_3511151,2
S-Fe10_GL0078796,2
10_GL0005348,2
S-Fe2_GL0039337,2
Food_10_GL0215988,2
Group2-1A_GL0099582,2
Chow_3_GL0155608,2
10_GL0050716,2
Food_3_GL0257953,2
S-Fe11_GL0135599,2
Food_10_GL0072490,2
32_GL0132681,2
gene_4541436,2
gene_1573518,2
6-2_GL0088401,2
gene_4296261,2
NZ_RAYU01000387.1_cds_3971,2
OB-1_1_GL0316115,2
10_GL0034781,2
1A-dyr2-07_GL0049094,2
gene_4218354,2
gene_2801242,2
NZ_KB822463.1_cds_WP_004078085.1_3628,2
HF-S_3_GL0031803,2
MC-6-2_GL0107725,2
gene_1682548,2
HF-F_9_GL0218625,2
S-Fe10_GL0157933,2
11_GL0049648,2
OB-1_7_GL0075887,2
gene_1281743,2
25_GL0082688,2
4-2_GL0078485,2
3A-dyr30-06_GL0031603,2
11_GL0141543,2
42_GL0081357,2
DSM22607_2_GL0080334,2
2-1_GL0076470,2
Food_13_GL0066513,2
NZ_RAZD01000016.1_cds_WP_120420532.1_652,2
4-2_GL0066473,2
7_GL0106041,2
gene_3752113,2
gene_2340533,2
MC-0-1_GL0064063,2
gene_4181968,2
34_GL0042074,2
S-Fe17_GL0050601,2
HF-S_5_GL0099528,2
32_GL0101846,2
gene_1929008,2
NZ_KB822463.1_cds_WP_004077906.1_3520,2
10_GL0065287,2
18_GL0131517,2
gene_4345046,2
10_GL0064133,2
29_GL0063233,2
3-7_GL0067200,2
gene_2279826,2
gene_1088701,2
NZ_RAYO01000019.1_cds_WP_120395444.1_108,2
AF73-05_14_GL0269732,2
S-Fe9_GL0289736,2
23_GL0112167,2
G1-4A_GL0069182,2
20_GL0080681,2
11_GL0150082,2
3_GL0025695,2
MC-6-3_GL0037985,2
10_GL0021981,2
gene_1796314,2
gene_4461008,2
Chow_4_GL0058419,2
10_GL0030367,2
2B-dyr23-07_GL0019945,2
10_GL0063400,2
Chow_8_GL0052290,2
gene_4194280,2
NZ_RAYO01000020.1_cds_WP_120395544.1_215,2
gene_1662587,2
32_GL0071722,2
1-1_GL0148807,2
G1-7A_GL0066184,2
gene_3168057,2
OB-1_7_GL0184356,2
10_GL0093328,2
8-5_GL0043212,2
45_GL0152614,2
gene_348147,2
1A-dyr2-07_GL0017813,2
gene_3203713,2
gene_4616818,2
Chow_4_GL0209289,2
NZ_RAZF01000053.1_cds_WP_120429026.1_2656,2
10_GL0065610,2
1-4_GL0084954,2
AF73-05_4_GL0434197,2
gene_2668423,2
10_GL0056364,2
ERR1211980_Scaf18_1895,2
HF-S_9_GL0261297,2
G1-1A_GL0039742,2
Food_9_GL0326164,2
gene_4566738,2
NZ_KB822441.1_cds_WP_004069774.1_831,2
39_GL0058909,2
AF73-05_11_GL0269939,2
38_GL0013094,2
gene_1842651,2
gene_3852366,2
5-1_GL0011603,2
11_GL0083586,2
5-8_GL0043890,2
1-1_GL0095048,2
1A-dyr1-07_GL0027917,2
Group2-1A_GL0009049,2
Food_10_GL0173791,2
gene_3659142,2
S-Fe10_GL0097790,2
Food_11_GL0143792,2
gene_4274460,2
DSM22607_3_GL0247475,2
AF73-05_13_GL0073509,2
gene_3963734,2
gene_1485571,2
36_GL0028713,2
gene_3764298,2
48_GL0055647,2
AF73-05_1_GL0328372,2
11_GL0085461,2
6-2_GL0071949,2
10_GL0011056,2
gene_1228123,2
11_GL0038375,2
NZ_KB822467.1_cds_WP_004081471.1_5133,2
7-6_GL0035528,2
AF73-05_9_GL0385769,2
2A-dyr14-07_GL0019441,2
gene_1017937,2
gene_3374860,2
Chow_5_GL0295854,2
23_GL0001558,2
5_GL0170396,2
gene_1528299,2
32_GL0094508,2
16_GL0056402,2
1-4_GL0037902,2
gene_3813131,2
OB-1_8_GL0208363,2
5-6_GL0011757,2
AF73-05_11_GL0038246,2
2-2_GL0055507,2
13_GL0045890,2
2-1_GL0096778,2
MH-0-5_GL0036285,2
S-Fe8_GL0022912,2
11_GL0084961,2
1-4_GL0032895,2
Chow_7_GL0160769,2
11_GL0148078,2
gene_464178,2
Food_1_GL0126042,2
Food_10_GL0148882,2
2B-dyr23-07_GL0025150,2
10_GL0081458,2
7-3_GL0067505,2
MC-6-2_GL0042842,2
DSM22607_9_GL0377157,2
S-Fe7_GL0093801,2
2A-dyr14-06_GL0060402,2
Food_9_GL0256211,2
gene_3929762,2
1A-dyr2-07_GL0027666,2
Group2-8A_GL0037722,2
7_GL0022999,2
DSM22607_8_GL0112912,2
MH-6-4_GL0061288,2
gene_2559743,2
10_GL0069244,2
DSM22607_3_GL0174291,2
gene_3748032,2
gene_4052584,2
7_GL0076237,2
2-2_GL0100040,2
1A-dyr3-06_GL0060437,2
HF-S_8_GL0145663,2
gene_160411,2
S-Fe10_GL0043810,2
4-1_GL0031759,2
G1-5A_GL0036391,2
10_GL0032892,2
Food_13_GL0019296,2
HF-F_5_GL0185568,2
S-Fe6_GL0213993,2
Chow_8_GL0110512,2
2A-dyr16-06_GL0011096,2
2-4_GL0086157,2
G1-3A_GL0100670,2
11_GL0137545,2
3-3_GL0028950,2
gene_2854453,2
G1-2A_GL0000477,2
gene_1472586,2
G1-8A_GL0082168,2
Food_13_GL0117870,2
DSM22607_5_GL0126513,2
gene_2137314,2
8-3_GL0005911,2
gene_955016,2
MH-6-5_GL0031534,2
3-5_GL0118829,2
HF-S_7_GL0254361,2
gene_2383450,2
MH-6-5_GL0000278,2
gene_3629582,2
3-5_GL0028913,2
5-8_GL0025866,2
11_GL0087249,2
10_GL0081462,2
gene_4632783,2
Food_10_GL0180494,2
Chow_4_GL0142419,2
8-1_GL0132109,2
3-3_GL0086891,2
Food_10_GL0239325,2
gene_2286898,2
8-3_GL0079408,2
gene_715076,2
Chow_8_GL0320933,2
NZ_RAYY01000107.1_cds_29,2
gene_3651492,2
HF-S_1_GL0141651,2
NZ_QZFS01000083.1_cds_WP_129182674.1_8515,2
5-8_GL0158264,2
gene_4096335,2
gene_3252853,2
5-5_GL0026898,2
G1-1A_GL0111245,2
gene_3611061,2
11_GL0061147,2
gene_1447109,2
G1-1A_GL0010500,2
Group2-5A_GL0032625,2
35_GL0053258,2
OB-1_6_GL0042031,2
gene_2916382,2
6-8_GL0039753,2
32_GL0030591,2
2-3_GL0003958,2
Group2-7A_GL0010875,2
gene_1941098,2
S-Fe3_GL0128562,2
gene_3558226,2
gene_3778329,2
Food_3_GL0160072,2
Food_10_GL0128338,2
46_GL0051234,2
S-Fe11_GL0087332,2
10_GL0049623,2
gene_1596509,2
gene_1020862,2
8-3_GL0077877,2
AF73-05_4_GL0160808,2
1A-dyr2-07_GL0027671,2
NZ_RAYM01000071.1_cds_WP_120437433.1_3543,2
gene_2010532,2
2A-dyr14-06_GL0000464,2
S-Fe7_GL0285717,2
HF-S_4_GL0089140,2
gene_2723483,2
AF73-05_13_GL0178687,2
6-8_GL0049815,2
6-4_GL0039235,2
gene_684301,2
gene_550933,2
NZ_RAZG01000004.1_cds_WP_120406354.1_3370,2
17_GL0032209,2
gene_4128623,2
10_GL0080472,2
8-3_GL0007306,2
3-2_GL0011780,2
Food_8_GL0211220,2
Food_11_GL0091045,2
HF-S_8_GL0323054,2
gene_4368715,2
HF-S_3_GL0402800,2
gene_3740383,2
gene_1488188,2
gene_4239737,2
Food_14_GL0089543,2
gene_2340999,2
NZ_KB822474.1_cds_WP_040468913.1_1587,2
10_GL0051451,2
gene_975627,2
8-2_GL0045523,2
DSM22607_8_GL0325349,2
3-5_GL0081164,2
8-5_GL0003841,2
gene_3218603,2
gene_3603345,2
10_GL0028103,2
Food_6_GL0146689,2
OB-1_6_GL0072697,2
gene_3177045,2
Food_5_GL0022746,2
Group2-6A_GL0084828,2
gene_2532576,2
S-Fe3_GL0094368,2
NZ_RAYU01000052.1_cds_WP_120390083.1_4807,2
Food_8_GL0360288,2
Food_6_GL0201650,2
3-5_GL0015827,2
1A-dyr2-07_GL0042381,2
NZ_RAYX01000137.1_cds_WP_120377705.1_256,2
11_GL0106220,2
S-Fe11_GL0047345,2
10_GL0096559,2
46_GL0053142,2
gene_2395494,2
NZ_NHTR01000006.1_cds_WP_065550867.1_5998,2
gene_3507794,2
gene_983687,2
gene_3561552,2
gene_3730822,2
Group2-8A_GL0075325,2
S-Fe9_GL0185980,2
gene_1169999,2
S-Fe1_GL0154607,2
32_GL0098090,2
1-5_GL0013726,2
1-1_GL0106366,2
gene_1048041,2
45_GL0156281,2
1A-dyr5-07_GL0035927,2
gene_1989774,2
HF-S_12_GL0231841,2
AF73-05_2_GL0015301,2
10_GL0030100,2
AF73-05_14_GL0187846,2
3-3_GL0061755,2
gene_3600677,2
11_GL0141541,2
NZ_NHTR01000001.1_cds_1348,2
NZ_OFSM01000040.1_cds_WP_103242122.1_1188,2
gene_178960,2
1A-dyr1-07_GL0041608,2
Food_12_GL0058465,2
gene_1380070,2
gene_3572618,2
gene_3688415,2
6-4_GL0089006,2
NZ_KB822478.1_cds_WP_040469013.1_1927,2
3-5_GL0120648,2
7_GL0078159,2
MH-6-5_GL0025272,2
MC-6-3_GL0008731,2
MH-6-2_GL0087583,2
20_GL0106823,2
3-3_GL0031314,2
Food_5_GL0083856,2
2-1_GL0025365,2
8-1_GL0022934,2
5-7_GL0033674,2
NZ_QZFS01000096.1_cds_WP_129183175.1_9035,2
18_GL0063193,2
gene_4483122,2
11_GL0093991,2
8-3_GL0122461,2
10_GL0080478,2
1_GL0102042,2
gene_1272435,2
AF73-05_7_GL0144035,2
gene_1003022,2
AF73-05_7_GL0202404,2
MC-0-1_GL0028750,2
DSM22607_4_GL0064462,2
32_GL0055018,2
3-5_GL0087749,2
gene_1245623,2
11_GL0103748,2
10_GL0039442,2
gene_4338694,2
2A-dyr16-06_GL0006858,2
gene_4107800,2
